"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Michael Richards","NO",1985-02-11,"6.00",192,"C","Kitchener Rangers",21,9,18,27,1.29,19,2,4,6,3,1,24
"Corey Perry","NO",1985-05-16,"6.03",197,"RW","London Knights",14,7,16,23,1.64,-1,3,10,13,1,0,27
"Nathan Horton","NO",1985-05-02,"6.02",195,"C","Oshawa Generals",13,9,6,15,1.15,2,2,3,5,3,1,0
"Dustin Brown","NO",1984-11-04,"6.01",203,"RW","Guelph Storm",11,7,8,15,1.36,0,0,3,3,2,1,6
"Eric Staal","NO",1984-10-29,"6.03",185,"C","Peterborough Petes",7,9,5,14,2,5,2,1,3,1,1,0
"Ryan Rorabeck","NO",1985-02-27,"6.01",185,"C","Toronto St. Michael's Majors",19,4,9,13,0.68,-2,2,7,9,2,0,10
"John Mitchell","NO",1985-01-22,"6.02",197,"C","Plymouth Whalers",18,2,10,12,0.67,0,0,5,5,0,1,0
"Brent Burns","YES",1985-07-03,"6.04",183,"RW","Brampton Battalion",11,5,6,11,1,0,2,0,2,1,0,0
"Jeremy Akeson","NO",1984-11-26,"6.02",220,"LW","Ottawa 67's",22,2,9,11,0.5,-8,1,4,5,0,0,40
"Patrick O'Sullivan","NO",1985-02-01,"5.11",185,"C","Mississauga IceDogs",5,2,9,11,2.2,2,0,5,5,0,0,18
"Kevin Klein","NO",1984-12-13,"6.02",192,"D","Toronto St. Michael's Majors",17,1,9,10,0.59,-4,1,2,3,0,0,8
"John Vigilante","YES",1985-05-24,"6.00",195,"LW","Plymouth Whalers",18,6,3,9,0.5,3,3,0,3,1,0,0
"Kamil Kreps","NO",1984-11-18,"6.02",182,"C","Brampton Battalion",11,3,5,8,0.73,-1,0,3,3,1,0,4
"Julian Talbot","YES",1985-03-24,"5.11",178,"C","Ottawa 67's",23,1,7,8,0.35,4,0,1,1,0,0,0
"Jamie Tardif","NO",1985-01-23,"6.00",210,"C","Peterborough Petes",7,3,4,7,1,2,2,0,2,0,0,0
"Kyle Quincey","YES",1985-08-12,"6.02",210,"D","London Knights",14,3,4,7,0.5,0,3,2,5,1,0,0
