"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Corey Locke","NO",84,1984-05-08,1984,"5.10",190,"C","Ottawa 67's",23,19,19,38,1.65,14,7,5,12,2,3,5,4,0,30,1
"Derek Roy","NO",14,1983-05-04,1983,"5.09",185,"C","Kitchener Rangers",21,9,23,32,1.52,8,4,8,12,0,1,1,4,0,14,1
"Matt Foy","NO",83,1983-05-18,1983,"6.02",219,"RW","Ottawa 67's",21,11,20,31,1.48,15,1,9,10,4,2,6,2,1,47,1
"Petr Kanko","NO",9,1984-02-07,1984,"5.10",204,"RW","Kitchener Rangers",20,11,16,27,1.35,15,3,5,8,0,1,1,1,0,17,1
"Michael Richards","NO",18,1985-02-11,1985,"6.00",192,"C","Kitchener Rangers",21,9,18,27,1.29,19,2,4,6,1,0,1,3,1,24,1
"Brendan Bell","NO",9,1983-03-31,1983,"6.01",207,"D","Ottawa 67's",23,8,19,27,1.17,15,3,8,11,2,1,3,0,0,25,1
"Scott Sheppard","NO",16,1983-09-28,1983,"6.00",195,"RW","Ottawa 67's",23,12,12,24,1.04,9,6,4,10,0,1,1,3,0,16,1
"Tim Brent","NO",8,1984-03-10,1984,"6.00",180,"C","Toronto St. Michael's Majors",19,7,17,24,1.26,6,2,7,9,0,1,1,1,0,14,1
"Frank Lukes","NO",19,1982-09-25,1982,"5.10",170,"RW","Toronto St. Michael's Majors",19,8,15,23,1.21,3,1,9,10,0,0,0,1,0,0,1
"Corey Perry","NO",94,1985-05-16,1985,"6.03",197,"RW","London Knights",14,7,16,23,1.64,-1,3,10,13,1,1,2,1,0,27,1
"Scott Horvath","NO",12,1984-07-19,1984,"6.03",215,"RW","Toronto St. Michael's Majors",19,16,5,21,1.11,4,8,3,11,1,0,1,1,3,10,1
"Mike Stathopoulos","NO",14,1982-07-12,1982,"5.10",175,"C","London Knights",14,4,17,21,1.5,0,2,10,12,1,1,2,0,0,0,1
"Chris Thorburn","NO",19,1983-06-02,1983,"6.03",208,"C","Plymouth Whalers",18,11,9,20,1.11,-1,5,5,10,0,0,0,1,1,0,1
"Gregory Campbell","NO",4,1983-12-17,1983,"6.00",192,"LW","Kitchener Rangers",21,15,4,19,0.9,7,6,2,8,1,0,1,3,0,34,1
"Nathan O'Nabigon","NO",38,1983-05-09,1983,"6.02",202,"LW","Kitchener Rangers",21,10,8,18,0.86,15,2,2,4,0,0,0,3,0,21,1
"Karol Sloboda","NO",2,1983-05-16,1983,"6.00",189,"D","Ottawa 67's",23,2,16,18,0.78,14,1,7,8,0,3,3,0,0,16,1
"Brandon Nolan","NO",23,1983-07-18,1983,"6.01",190,"C","Oshawa Generals",13,10,7,17,1.31,-5,3,3,6,0,0,0,0,2,0,1
"Chad LaRose","NO",17,1982-03-27,1982,"5.10",173,"RW","Plymouth Whalers",15,9,8,17,1.13,5,3,3,6,1,0,1,2,0,25,1
"Karl Stewart","NO",6,1983-06-30,1983,"5.10",175,"C","Plymouth Whalers",17,7,10,17,1,1,1,5,6,1,0,1,0,1,31,1
"Andre Benoit","NO",16,1984-01-06,1984,"6.00",199,"D","Kitchener Rangers",21,1,16,17,0.81,7,0,8,8,1,0,1,0,0,16,1
"Martin St. Pierre","NO",9,1983-08-11,1983,"5.08",180,"C","Guelph Storm",11,5,11,16,1.45,2,3,4,7,0,1,1,0,1,4,1
"George Halkidis","NO",21,1982-06-18,1982,"6.01",190,"D","Kitchener Rangers",21,1,15,16,0.76,22,0,7,7,0,1,1,1,0,6,1
"Nathan Horton","NO",18,1985-05-02,1985,"6.02",195,"C","Oshawa Generals",13,9,6,15,1.15,2,2,3,5,0,0,0,3,1,0,1
"Dustin Brown","NO",32,1984-11-04,1984,"6.01",203,"RW","Guelph Storm",11,7,8,15,1.36,0,0,3,3,2,0,2,2,1,6,1
"Rodney Bauman","NO",21,1983-03-16,1983,"6.02",225,"D","Ottawa 67's",22,7,8,15,0.68,7,2,5,7,0,0,0,0,0,20,1
"Sal Peralta","NO",28,1983-07-11,1983,"6.02",192,"C","Toronto St. Michael's Majors",19,10,4,14,0.74,-11,2,1,3,0,0,0,3,0,4,1
"Eric Staal","NO",12,1984-10-29,1984,"6.03",185,"C","Peterborough Petes",7,9,5,14,2,5,2,1,3,2,0,2,1,1,0,1
"Daniel Paille","NO",16,1984-04-15,1984,"6.01",195,"C","Guelph Storm",11,8,6,14,1.27,-2,5,1,6,1,0,1,0,0,6,1
"Matthew Albiani","NO",10,1983-02-14,1983,"6.01",195,"C","Ottawa 67's",23,7,7,14,0.61,-6,3,1,4,1,2,3,0,0,27,1
"Kyle Wellwood","NO",97,1983-05-16,1983,"5.11",190,"C","Windsor Spitfires",7,5,9,14,2,-2,2,7,9,0,1,1,1,0,0,1
"Jonas Fiedler","NO",34,1984-05-29,1984,"6.02",190,"LW","Plymouth Whalers",18,5,9,14,0.78,4,1,3,4,0,0,0,0,1,0,1
"Shane O'Brien","NO",4,1983-08-09,1983,"6.03",226,"D","Toronto St. Michael's Majors",19,4,10,14,0.74,-6,3,5,8,0,0,0,0,0,79,1
"Lou Dickenson","NO",11,1982-08-15,1982,"6.02",202,"C","Ottawa 67's",23,2,12,14,0.61,6,0,3,3,0,0,0,0,0,23,1
"Jamie Johnson","NO",10,1982-01-23,1982,"5.11",185,"C","Oshawa Generals",13,1,13,14,1.08,-8,1,6,7,0,0,0,1,0,16,1
"Matthew Stajan","NO",14,1983-12-19,1983,"6.01",188,"LW","Belleville Bulls",7,5,8,13,1.86,1,2,3,5,1,0,1,1,0,0,1
"Ryan Rorabeck","NO",16,1985-02-27,1985,"6.01",185,"C","Toronto St. Michael's Majors",19,4,9,13,0.68,-2,2,7,9,0,0,0,2,0,10,1
"Russ Moyer","NO",5,1982-08-09,1982,"6.00",170,"D","Ottawa 67's",23,2,11,13,0.57,-3,1,4,5,1,0,1,0,0,20,1
"Dennis Wideman","NO",6,1983-03-20,1983,"6.00",202,"D","London Knights",14,6,6,12,0.86,-4,5,2,7,0,1,1,0,1,0,1
"Greg Chambers","NO",24,1982-11-14,1982,"5.11",210,"RW","Peterborough Petes",7,2,10,12,1.71,-4,2,4,6,0,1,1,0,0,0,1
"John Mitchell","NO",7,1985-01-22,1985,"6.02",197,"C","Plymouth Whalers",18,2,10,12,0.67,0,0,5,5,0,0,0,0,1,0,1
"James Wisniewski","NO",20,1984-02-24,1984,"5.11",200,"D","Plymouth Whalers",18,2,10,12,0.67,-1,0,9,9,0,0,0,1,1,0,1
