"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Dustin Jeffrey",1988-02-27,"C","Sault Ste. Marie Greyhounds",56,7,4,11,0.2,11
"John Tavares",1990-09-20,"C","Oshawa Generals",59,4,7,11,0.19,9
"Michael Swift",1987-03-26,"C","Niagara IceDogs",68,4,6,10,0.15,10
"Justin DiBenedetto",1988-08-25,"LW","Sarnia Sting",58,5,3,8,0.14,9
"Steven Stamkos",1990-02-07,"C","Sarnia Sting",61,5,3,8,0.13,8
"Brandon MacLean",1987-09-04,"LW","Sault Ste. Marie Greyhounds",68,7,0,7,0.1,13
"Kevin Baker",1987-03-27,"C","Oshawa Generals",69,6,1,7,0.1,12
"Luca Caputi",1988-10-01,"LW","Niagara IceDogs",66,6,1,7,0.11,6
"Michael Del Zotto",1990-06-24,"D","Oshawa Generals",64,5,2,7,0.11,11
"Zack Torquato",1989-06-08,"C","Erie Otters",66,5,2,7,0.11,10
"Justin Hodgman",1988-06-27,"C","Erie Otters",64,4,3,7,0.11,9
"Robby Mignardi",1990-06-28,"RW","Kingston Frontenacs",66,1,6,7,0.11,12
"Shawn Matthias",1988-02-19,"C","Belleville Bulls",53,5,1,6,0.11,8
"Chris Terry",1989-04-07,"C","Plymouth Whalers",68,4,2,6,0.09,6
"Brett MacLean",1988-12-24,"LW","Oshawa Generals",61,2,4,6,0.1,5
"Nathan Moon",1990-01-04,"C","Kingston Frontenacs",68,5,0,5,0.07,6
"Jadran Beljo",1987-02-25,"LW","London Knights",53,4,1,5,0.09,8
"Stefan Legein",1988-11-24,"RW","Niagara IceDogs",30,4,1,5,0.17,14
"Matt Beleskey",1988-06-07,"LW","Belleville Bulls",62,3,2,5,0.08,6
"Alex Pietrangelo",1990-01-18,"D","Niagara IceDogs",60,2,3,5,0.08,9
"Ryan Wilson",1987-02-03,"D","Sarnia Sting",58,1,4,5,0.09,7
"Jared Gomes",1988-10-20,"C","Sarnia Sting",68,4,0,4,0.06,14
"Jamie McGinn",1988-08-05,"LW","Ottawa 67's",51,3,1,4,0.08,7
"Mike Duco",1987-07-08,"LW","Kitchener Rangers",62,3,1,4,0.06,7
"Ryan O'Reilly",1991-02-07,"C","Erie Otters",61,3,1,4,0.07,8
"Cory Tanaka",1988-05-17,"C","Belleville Bulls",68,2,2,4,0.06,8
"Jordan Foreman",1987-01-06,"C","Niagara IceDogs",65,2,2,4,0.06,6
"Patrik Lusnak",1988-11-06,"LW","Sudbury Wolves",58,2,2,4,0.07,7
"Yves Bastien",1989-08-02,"LW","Peterborough Petes",65,2,2,4,0.06,25
"Graham McNabb",1987-02-23,"LW","Brampton Battalion",68,1,3,4,0.06,8
"Matthew Bragg",1987-06-12,"C","Windsor Spitfires",65,1,3,4,0.06,11
"Scott Tregunna",1987-06-12,"RW","Kitchener Rangers",67,1,3,4,0.06,8
"Andrew Agozzino",1991-01-03,"LW","Niagara IceDogs",50,3,0,3,0.06,14
"Cody Hodgson",1990-02-18,"C","Brampton Battalion",68,3,0,3,0.04,4
"Brandon Buck",1988-08-16,"LW","Guelph Storm",59,2,1,3,0.05,5
"Brett Theberge",1989-11-03,"C","Peterborough Petes",55,2,1,3,0.05,8
"Kaspars Daugavins",1988-05-18,"LW","Mississauga St. Michael's Majors",62,2,1,3,0.05,4
"Matt Caria",1988-08-16,"C","Sault Ste. Marie Greyhounds",46,2,1,3,0.07,6
"Thomas Stajan",1989-01-07,"C","Brampton Battalion",60,2,1,3,0.05,7
"Daniel Michalsky",1988-01-13,"LW","Barrie Colts",49,1,2,3,0.06,7
"Jesse Messier",1988-03-05,"RW","Mississauga St. Michael's Majors",64,1,2,3,0.05,7
"John Kurtz",1989-05-16,"LW","Sudbury Wolves",63,1,2,3,0.05,11
"Justin Wallingford",1987-05-12,"D","Kingston Frontenacs",61,1,2,3,0.05,6
"Thomas Kiriakou",1988-01-24,"C","Ottawa 67's",66,1,2,3,0.05,7
