"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Justin Azevedo","NO",15,1988-04-01,1988,"5.08",180,"C","Kitchener Rangers",67,43,81,124,1.85,24,18,56,74,0,1,1,7,1,69,1
"Brett MacLean","NO",19,1988-12-24,1988,"6.02",197,"LW","Oshawa Generals",61,61,58,119,1.95,23,30,24,54,2,4,6,6,3,42,1
"John Tavares","NO",91,1990-09-20,1990,"6.00",198,"C","Oshawa Generals",59,40,78,118,2,22,14,38,52,4,7,11,4,1,69,1
"Luca Caputi","NO",17,1988-10-01,1988,"6.03",185,"LW","Niagara IceDogs",66,51,60,111,1.68,26,10,23,33,6,1,7,8,1,107,1
"Steven Stamkos","NO",91,1990-02-07,1990,"6.01",180,"C","Sarnia Sting",61,58,47,105,1.72,18,23,23,46,5,3,8,9,2,88,1
"Chris Terry","NO",20,1989-04-07,1989,"5.10",190,"C","Plymouth Whalers",68,44,57,101,1.49,12,13,29,42,4,2,6,8,2,107,1
"Jack Combs","NO",21,1988-01-26,1988,"6.00",201,"C","Saginaw Spirit",67,42,58,100,1.49,27,18,25,43,1,1,2,3,2,93,1
"Michael Swift","NO",14,1987-03-26,1987,"5.09",165,"C","Niagara IceDogs",68,38,62,100,1.47,36,16,19,35,4,6,10,8,1,130,1
"Dustin Jeffrey","NO",15,1988-02-27,1988,"6.03",199,"C","Sault Ste. Marie Greyhounds",56,38,59,97,1.73,25,17,31,48,7,4,11,10,1,30,1
"Joshua Bailey","NO",89,1989-10-02,1989,"6.01",195,"C","Windsor Spitfires",67,29,67,96,1.43,30,9,34,43,0,0,0,3,1,32,1
"Justin DiBenedetto","NO",9,1988-08-25,1988,"6.00",195,"LW","Sarnia Sting",58,39,54,93,1.6,12,19,24,43,5,3,8,5,2,61,1
"John Hughes","NO",22,1988-01-06,1988,"5.10",177,"RW","Brampton Battalion",68,28,63,91,1.34,2,9,35,44,0,0,0,6,2,42,1
"Matt Beleskey","NO",17,1988-06-07,1988,"6.00",207,"LW","Belleville Bulls",62,41,49,90,1.45,32,13,17,30,3,2,5,7,3,106,1
"Patrick Maroon","YES",77,1988-04-23,1988,"6.04",223,"LW","London Knights",64,35,55,90,1.41,13,14,23,37,0,0,0,1,3,57,1
"Ryan McDonough","NO",29,1988-01-02,1988,"5.09",177,"C","Saginaw Spirit",66,45,44,89,1.35,29,19,18,37,0,0,0,6,1,85,1
"Bradley Snetsinger","NO",41,1987-04-08,1987,"6.02",187,"LW","Windsor Spitfires",68,37,52,89,1.31,18,15,29,44,2,0,2,8,2,45,1
"Cody Hodgson","NO",19,1990-02-18,1990,"6.00",188,"C","Brampton Battalion",68,40,45,85,1.25,15,16,27,43,3,0,3,8,1,36,1
"Taylor Hall","YES",4,1991-11-14,1991,"6.01",185,"LW","Windsor Spitfires",63,45,39,84,1.33,40,10,10,20,0,0,0,8,0,22,1
"Justin Hodgman","NO",25,1988-06-27,1988,"6.01",196,"C","Erie Otters",64,37,43,80,1.25,-10,20,12,32,4,3,7,3,0,75,1
"Adam Perry","NO",16,1987-01-12,1987,"6.00",195,"LW","Belleville Bulls",68,32,48,80,1.18,18,11,16,27,0,0,0,4,1,62,1
"Shawn Matthias","NO",12,1988-02-19,1988,"6.04",213,"C","Belleville Bulls",53,32,47,79,1.49,21,11,24,35,5,1,6,9,3,50,1
"Bryan Cameron","NO",23,1989-02-25,1989,"5.10",183,"RW","Belleville Bulls",68,41,37,78,1.15,23,21,14,35,1,0,1,5,1,56,1
"Nathan Moon","NO",10,1990-01-04,1990,"5.11",185,"C","Kingston Frontenacs",68,35,42,77,1.13,-25,12,18,30,5,0,5,4,3,79,1
"Andrew Fournier","NO",15,1987-11-05,1987,"5.11",192,"C","Plymouth Whalers",64,35,40,75,1.17,3,17,23,40,2,0,2,5,0,49,1
"Wayne Simmonds","NO",16,1988-08-26,1988,"6.02",175,"RW","Sault Ste. Marie Greyhounds",60,33,42,75,1.25,2,12,23,35,2,0,2,5,1,111,1
"Kaspars Daugavins","NO",16,1988-05-18,1988,"6.00",205,"LW","Mississauga St. Michael's Majors",62,40,34,74,1.19,11,9,19,28,2,1,3,6,3,42,1
"Mikkel Boedker","YES",89,1989-12-16,1989,"5.11",201,"RW","Kitchener Rangers",62,29,44,73,1.18,6,13,33,46,1,0,1,9,0,14,1
"Nick Spaling","NO",11,1988-09-19,1988,"6.01",183,"LW","Kitchener Rangers",56,38,34,72,1.29,7,25,17,42,0,0,0,6,0,18,1
"Ryan Wilson","NO",51,1987-02-03,1987,"6.01",206,"D","Sarnia Sting",58,7,64,71,1.22,14,5,38,43,1,4,5,0,0,84,1
"Tomas Zaborsky","NO",10,1987-11-14,1987,"5.11",181,"LW","Saginaw Spirit",68,31,39,70,1.03,16,6,22,28,1,1,2,6,3,42,1
"Bobby Sanguinetti","NO",24,1988-02-29,1988,"6.02",183,"D","Brampton Battalion",61,29,41,70,1.15,10,17,23,40,1,0,1,3,0,38,1
"Greg Nemisz","NO",64,1990-06-05,1990,"6.04",200,"RW","Windsor Spitfires",68,34,33,67,0.99,28,15,13,28,0,1,1,4,0,52,1
"Vladimir Nikiforov","NO",21,1987-10-07,1987,"5.07",170,"RW","Sarnia Sting",51,25,42,67,1.31,-10,7,23,30,0,0,0,3,1,21,1
"Zack Torquato","NO",22,1989-06-08,1989,"5.11",205,"C","Erie Otters",66,25,42,67,1.02,-33,3,19,22,5,2,7,2,1,112,1
"Brett Parnham","NO",28,1989-01-30,1989,"5.10",187,"C","Oshawa Generals",68,32,34,66,0.97,3,8,12,20,1,1,2,3,0,35,1
"Matt Kang","NO",16,1988-11-09,1988,"6.00",189,"LW","Kingston Frontenacs",66,30,36,66,1,-19,9,14,23,0,0,0,2,2,41,1
"Chris MacKinnon","NO",7,1989-07-07,1989,"5.08",185,"LW","Owen Sound Attack",64,25,40,65,1.02,-17,11,21,32,0,0,0,2,1,87,1
"Luke Lynes","NO",15,1987-11-28,1987,"6.01",189,"LW","Brampton Battalion",68,21,43,64,0.94,12,8,13,21,0,0,0,3,1,49,1
"Jan Mursak","NO",13,1988-01-20,1988,"5.11",173,"C","Belleville Bulls",57,17,47,64,1.12,18,4,19,23,1,1,2,1,0,23,1
"Michael Del Zotto","NO",4,1990-06-24,1990,"6.00",188,"D","Oshawa Generals",64,16,47,63,0.98,7,8,28,36,5,2,7,0,1,82,1
"Ryan Ellis","YES",6,1991-01-03,1991,"5.10",179,"D","Windsor Spitfires",63,15,48,63,1,30,10,26,36,0,1,1,2,0,51,1
"Jadran Beljo","NO",11,1987-02-25,1987,"5.11",168,"LW","London Knights",53,33,29,62,1.17,16,14,13,27,4,1,5,6,0,40,1
"Jordan Foreman","NO",21,1987-01-06,1987,"5.10",178,"C","Niagara IceDogs",65,28,34,62,0.95,29,8,11,19,2,2,4,3,0,155,1
"Akim Aliu","NO",78,1989-04-24,1989,"6.03",216,"RW","London Knights",60,28,33,61,1.02,10,9,19,28,1,0,1,5,0,133,1
"Cory Emmerton","NO",25,1988-06-01,1988,"6.00",190,"LW","Brampton Battalion",54,25,36,61,1.13,-9,10,20,30,0,1,1,3,0,16,1
"Phil Varone","YES",71,1990-12-04,1990,"5.10",180,"C","London Knights",67,15,46,61,0.91,14,3,21,24,1,1,2,2,1,26,1
"Zach Bogosian","NO",4,1990-07-15,1990,"6.02",200,"D","Peterborough Petes",60,11,50,61,1.02,8,6,31,37,0,2,2,0,0,72,1
"Brandon Buck","NO",9,1988-08-16,1988,"6.01",191,"LW","Guelph Storm",59,29,31,60,1.02,18,10,12,22,2,1,3,4,0,40,1
"Eric Tangradi","NO",25,1989-02-10,1989,"6.04",221,"LW","Belleville Bulls",56,24,36,60,1.07,10,10,17,27,1,0,1,5,1,41,1
"Dale Mitchell","NO",7,1989-04-09,1989,"5.09",200,"RW","Oshawa Generals",63,24,36,60,0.95,-2,10,10,20,0,0,0,3,0,79,1
"Patrik Lusnak","NO",41,1988-11-06,1988,"5.11",185,"LW","Sudbury Wolves",58,20,39,59,1.02,-11,8,15,23,2,2,4,2,0,56,1
"Matt Halischuk","NO",18,1988-06-01,1988,"5.11",177,"RW","Kitchener Rangers",40,13,46,59,1.48,17,9,27,36,1,0,1,2,0,16,1
"Rafael Rotter","NO",20,1987-06-14,1987,"5.08",175,"C","Guelph Storm",68,13,46,59,0.87,-1,2,28,30,1,1,2,3,1,109,1
"Jamie McGinn","NO",88,1988-08-05,1988,"6.00",200,"LW","Ottawa 67's",51,29,29,58,1.14,10,11,10,21,3,1,4,6,1,54,1
"Logan Couture","NO",89,1989-03-28,1989,"6.00",191,"C","Ottawa 67's",51,21,37,58,1.14,9,6,11,17,1,1,2,5,1,37,1
"Kevin Baker","NO",14,1987-03-27,1987,"6.00",190,"C","Oshawa Generals",69,27,30,57,0.83,-12,9,10,19,6,1,7,2,0,18,1
"John Armstrong","NO",11,1988-02-26,1988,"6.02",205,"C","Peterborough Petes",65,21,36,57,0.88,-10,8,16,24,2,0,2,4,0,77,1
"Matthew Lyall","NO",11,1988-02-08,1988,"5.11",167,"C","Sault Ste. Marie Greyhounds",67,21,36,57,0.85,24,9,8,17,0,1,1,3,0,28,1
"Devin DiDiomete","NO",24,1988-05-09,1988,"6.01",190,"LW","Sarnia Sting",56,23,33,56,1,5,15,14,29,0,1,1,0,1,216,1
"Robby Mignardi","NO",19,1990-06-28,1990,"6.00",186,"RW","Kingston Frontenacs",66,19,37,56,0.85,-14,6,10,16,1,6,7,3,0,58,1
"AJ Jenks","NO",22,1990-06-27,1990,"6.02",200,"LW","Plymouth Whalers",68,26,29,55,0.81,-13,15,11,26,1,0,1,4,0,94,1
"Justin Taylor","NO",93,1989-02-08,1989,"6.00",184,"C","London Knights",68,26,29,55,0.81,4,4,9,13,0,1,1,3,1,79,1
"Yannick Weber","NO",5,1988-09-23,1988,"5.10",195,"D","Kitchener Rangers",59,20,35,55,0.93,7,17,29,46,0,0,0,3,1,79,1
"Mike Duco","NO",14,1987-07-08,1987,"5.09",197,"LW","Kitchener Rangers",62,32,22,54,0.87,26,6,4,10,3,1,4,2,0,173,1
"Matt Carter","NO",25,1987-08-20,1987,"6.02",216,"LW","Owen Sound Attack",61,30,24,54,0.89,-22,15,10,25,0,0,0,3,1,52,1
"Alex Hutchings","NO",10,1990-11-07,1990,"5.10",179,"C","Barrie Colts",68,29,25,54,0.79,7,7,9,16,2,0,2,3,1,48,1
"Matt Caria","NO",9,1988-08-16,1988,"6.00",201,"C","Sault Ste. Marie Greyhounds",46,22,31,53,1.15,10,8,16,24,2,1,3,2,0,66,1
"Alex Pietrangelo","NO",10,1990-01-18,1990,"6.04",210,"D","Niagara IceDogs",60,13,40,53,0.88,29,6,17,23,2,3,5,2,1,94,1
"Andrew Merrett","NO",23,1989-04-03,1989,"6.02",195,"RW","Niagara IceDogs",65,21,31,52,0.8,17,6,6,12,0,0,0,6,0,33,1
"Brandon MacLean","NO",17,1987-09-04,1987,"6.01",182,"LW","Sault Ste. Marie Greyhounds",68,21,31,52,0.76,24,3,6,9,7,0,7,3,6,42,1
