"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Patrick Maroon",1988-04-23,"LW","London Knights",64,35,55,90,1.41,13,14,23,1,3,57
"Taylor Hall",1991-11-14,"LW","Windsor Spitfires",63,45,39,84,1.33,40,10,10,8,0,22
"Mikkel Boedker",1989-12-16,"RW","Kitchener Rangers",62,29,44,73,1.18,6,13,33,9,0,14
"Ryan Ellis",1991-01-03,"D","Windsor Spitfires",63,15,48,63,1,30,10,26,2,0,51
"Phil Varone",1990-12-04,"C","London Knights",67,15,46,61,0.91,14,3,21,2,1,26
"Ryan O'Reilly",1991-02-07,"C","Erie Otters",61,19,33,52,0.85,-18,6,16,0,1,14
"Matt Duchene",1991-01-16,"C","Brampton Battalion",64,30,20,50,0.78,-2,8,8,4,0,22
"Andris Dzerins",1988-02-14,"C","Kingston Frontenacs",61,20,30,50,0.82,-23,7,13,1,0,44
"Joey Hishon",1991-10-20,"C","Owen Sound Attack",63,20,27,47,0.75,-34,9,17,2,0,38
"Casey Cizikas",1991-02-27,"C","Mississauga St. Michael's Majors",62,18,23,41,0.66,12,5,7,5,2,41
"Daniel Michalsky",1988-01-13,"LW","Barrie Colts",49,17,24,41,0.84,2,8,10,1,0,10
"Cameron Gaunce",1990-03-19,"D","Mississauga St. Michael's Majors",63,10,30,40,0.63,-1,8,11,1,0,99
"Tyler Murovich",1989-12-04,"C","Saginaw Spirit",68,19,19,38,0.56,11,5,3,2,0,65
"Chris DeSousa",1990-10-19,"C","Niagara IceDogs",64,23,13,36,0.56,25,2,3,3,1,103
"Marc Franchini",1990-02-19,"C","Owen Sound Attack",67,15,19,34,0.51,-19,5,8,0,0,39
"Jordan Szwarz",1991-05-14,"RW","Saginaw Spirit",65,12,21,33,0.51,11,4,7,3,0,56
"Eric O'Dell",1990-06-21,"C","Sudbury Wolves",26,14,18,32,1.23,10,3,8,2,1,19
"Jason Bergeron",1988-02-20,"RW","Niagara IceDogs",62,14,18,32,0.52,1,2,3,2,0,34
"Jesse Brown",1990-06-19,"RW","Kingston Frontenacs",67,15,16,31,0.46,-10,4,4,2,0,53
"Martin Paryzek",1989-03-23,"D","Ottawa 67's",58,4,26,30,0.52,-18,1,16,0,0,73
"Michael Latta",1991-05-25,"C","Ottawa 67's",50,14,14,28,0.56,1,5,8,2,0,78
"Adam Comrie",1990-07-31,"D","Saginaw Spirit",58,10,18,28,0.48,17,3,6,1,0,90
"Michal Jordan",1990-07-17,"D","Plymouth Whalers",61,6,22,28,0.46,2,3,8,1,0,44
"Shawn Szydlowski",1990-08-05,"RW","Erie Otters",66,9,16,25,0.38,-21,0,4,0,1,57
"Peter Hermenegildo",1991-02-15,"D","Sudbury Wolves",55,7,17,24,0.44,-14,3,9,0,0,77
"Peter Holland",1991-01-14,"C","Guelph Storm",62,8,15,23,0.37,-8,3,4,0,0,31
"Andrew Agozzino",1991-01-03,"LW","Niagara IceDogs",50,12,10,22,0.44,3,1,0,0,0,47
"Ryan Hayes",1989-06-04,"RW","Plymouth Whalers",27,10,12,22,0.81,-5,4,2,0,0,32
"Zack Kassian",1991-01-24,"RW","Peterborough Petes",58,9,12,21,0.36,-1,1,1,2,0,74
"Vladimir Roth",1990-06-25,"D","London Knights",59,8,13,21,0.36,3,3,7,4,0,18
"Taylor Beck",1991-05-13,"LW","Guelph Storm",56,7,14,21,0.38,2,2,3,0,0,43
"Mike Mascioli",1990-03-18,"RW","Kitchener Rangers",50,6,14,20,0.4,16,0,0,2,0,125
"Taylor Doherty",1991-03-02,"D","Kingston Frontenacs",64,6,14,20,0.31,-13,3,6,0,0,118
"Daniel Maggio",1991-03-04,"D","Sudbury Wolves",64,5,15,20,0.31,-17,2,7,1,0,96
"Joey West",1991-02-16,"C","Peterborough Petes",64,4,16,20,0.31,-8,0,0,0,1,16
"Robyn Sertic",1990-03-14,"D","Erie Otters",54,4,16,20,0.37,-13,1,9,0,0,26
"Brandon Greenside",1989-11-28,"D","Sudbury Wolves",59,3,17,20,0.34,-33,1,11,0,0,50
"Ryan Martindale",1991-10-27,"C","Ottawa 67's",64,9,8,17,0.27,-15,2,2,1,0,18
"Michael Fine",1991-05-10,"C","Sault Ste. Marie Greyhounds",66,8,9,17,0.26,5,0,1,2,0,39
"Jordan Mayer",1991-08-24,"C","Mississauga St. Michael's Majors",32,6,11,17,0.53,-4,4,3,0,0,12
"Spencer Anderson",1988-04-09,"LW","Kitchener Rangers",47,5,12,17,0.36,12,1,1,3,0,57
"Justin Shugg",1991-12-24,"LW","Windsor Spitfires",61,4,13,17,0.28,4,1,4,0,0,12
"Milan Doczy",1990-01-27,"D","Owen Sound Attack",62,1,16,17,0.27,-24,1,7,0,0,42
"Jordan Davis",1990-04-12,"LW","Owen Sound Attack",62,3,13,16,0.26,-7,0,0,0,0,37
"Jon Carnevale",1991-06-21,"RW","Ottawa 67's",55,9,6,15,0.27,-16,1,0,1,0,40
"Jaroslav Kruzik",1990-03-26,"D","Barrie Colts",50,2,13,15,0.3,0,0,7,0,0,30
"Kyle Clifford",1991-01-13,"LW","Barrie Colts",66,1,14,15,0.23,-18,0,4,0,0,83
"Brett Valliquette",1989-02-22,"LW","Ottawa 67's",66,7,7,14,0.21,-16,0,2,1,1,72
"Zac Rinaldo",1990-06-15,"LW","Mississauga St. Michael's Majors",63,7,7,14,0.22,-14,0,0,0,0,191
"Doug Clarkson",1988-11-21,"RW","Erie Otters",48,6,8,14,0.29,6,1,1,0,0,72
"Ondrej Pekarik",1990-06-02,"C","Owen Sound Attack",48,6,8,14,0.29,-1,0,1,1,0,48
"Alex Friesen",1991-01-30,"C","Niagara IceDogs",46,5,9,14,0.3,-4,1,1,0,0,26
"Colt Kennedy",1991-01-28,"RW","Barrie Colts",51,7,6,13,0.25,-3,0,0,2,0,16
"Alex Dzielski",1989-07-17,"D","Kitchener Rangers",65,6,7,13,0.2,23,2,1,0,0,69
"Taylor Carnevale",1991-03-15,"C","Plymouth Whalers",57,6,7,13,0.23,-6,2,1,1,0,12
"Stephen Francella",1990-01-16,"LW","Kingston Frontenacs",65,4,9,13,0.2,-8,0,0,0,0,39
"Radim Ostrcil",1989-01-15,"D","Ottawa 67's",59,0,13,13,0.22,-21,0,7,0,0,69
