"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Cole Beaudoin","NO",29,2006-04-24,2006,"6.02",211,"C","Barrie Colts",15,10,19,29,1.93,10,2,9,11,1,0,1,2,0,17,1
"Sam O'Reilly","NO",23,2006-03-30,2006,"6.01",190,"C","Kitchener Rangers",18,17,11,28,1.56,6,5,5,10,1,2,3,2,7,12,1
"Emil Hemming","NO",28,2006-06-27,2006,"6.01",205,"RW","Barrie Colts",21,15,13,28,1.33,11,6,3,9,0,0,0,1,1,6,1
"Kashawn Aitcheson","NO",77,2006-09-21,2006,"6.02",203,"D","Barrie Colts",19,8,19,27,1.42,4,5,5,10,0,0,0,2,0,25,1
"Caleb Malhotra","YES",27,2008-06-02,2008,"6.02",182,"C","Brantford Bulldogs",15,13,13,26,1.73,10,7,5,12,0,0,0,1,0,4,1
"Dylan Edwards","NO",16,2005-07-20,2005,"5.08",171,"LW","Kitchener Rangers",18,14,11,25,1.39,7,5,2,7,0,0,0,5,0,8,1
"Jake O'Brien","NO",44,2007-06-16,2007,"6.02",177,"C","Brantford Bulldogs",15,6,17,23,1.53,2,1,8,9,0,0,0,2,0,4,1
"Ben Wilmott","NO",53,2006-08-30,2006,"6.01",190,"C","Barrie Colts",20,11,11,22,1.1,0,3,7,10,0,0,0,1,2,6,1
"Christian Humphreys","NO",48,2006-02-04,2006,"5.11",170,"LW","Kitchener Rangers",18,9,13,22,1.22,1,4,8,12,0,0,0,1,1,6,1
"Adam Jiricek","NO",5,2006-06-28,2006,"6.03",185,"D","Brantford Bulldogs",15,7,15,22,1.47,8,1,8,9,0,0,0,0,0,6,1
"Brad Gardiner","NO",25,2005-03-06,2005,"6.01",191,"C","Barrie Colts",21,7,12,19,0.9,-2,3,5,8,0,1,1,2,0,0,1
"Marek Vanacker","NO",78,2006-04-12,2006,"6.01",188,"LW","Brantford Bulldogs",15,8,10,18,1.2,2,5,5,10,0,0,0,2,2,12,1
"Jacob Battaglia","NO",86,2006-03-17,2006,"6.01",202,"C","Flint Firebirds",8,5,13,18,2.25,0,3,7,10,0,0,0,1,0,13,1
"Nathan Aspinall","NO",76,2006-03-30,2006,"6.07",207,"LW","Flint Firebirds",8,10,7,17,2.13,7,4,5,9,0,0,0,1,0,2,1
"Marco Mignosa","NO",26,2005-04-13,2005,"5.11",170,"RW","Soo Greyhounds",10,7,10,17,1.7,2,2,3,5,0,0,0,1,1,4,1
"Mason Zebeski","NO",19,2005-10-04,2005,"6.02",197,"LW","Barrie Colts",21,3,14,17,0.81,20,0,0,0,0,0,0,2,0,28,1
"Jack Pridham","NO",24,2005-10-08,2005,"6.02",185,"RW","Kitchener Rangers",18,2,15,17,0.94,6,1,7,8,1,0,1,1,0,16,1
"Liam Greentree","NO",66,2006-01-01,2006,"6.03",216,"LW","Windsor Spitfires",13,6,8,14,1.08,3,1,3,4,1,0,1,1,1,9,1
"Anthony Cristoforo","NO",44,2006-02-23,2006,"5.11",195,"D","Windsor Spitfires",13,5,9,14,1.08,2,1,3,4,0,0,0,0,0,4,1
"Cameron Reid","NO",18,2007-04-08,2007,"6.00",175,"LD","Kitchener Rangers",18,2,12,14,0.78,11,0,6,6,0,0,0,1,0,2,1
"Parker von Richter","NO",6,2006-05-17,2006,"6.01",195,"D","Barrie Colts",21,2,12,14,0.67,1,0,9,9,0,0,0,1,0,2,1
"Darian Anderson","NO",22,2006-12-22,2006,"6.03",205,"RW","Flint Firebirds",8,6,7,13,1.63,5,3,2,5,0,0,0,1,0,14,1
"Cole Davis","NO",78,2006-06-22,2006,"5.11",188,"LW","Windsor Spitfires",13,5,7,12,0.92,12,0,0,0,1,0,1,0,0,30,1
"Carson Campbell","NO",8,2006-06-08,2006,"6.01",180,"RD","Kitchener Rangers",18,4,8,12,0.67,10,0,0,0,1,0,1,1,0,8,1
"Jakub Fibigr","NO",7,2006-07-22,2006,"6.01",195,"D","Windsor Spitfires",13,3,9,12,0.92,5,2,3,5,0,1,1,1,0,2,1
"Gabriel Chiarot","NO",20,2006-09-17,2006,"5.11",191,"RW","Kitchener Rangers",18,5,6,11,0.61,14,0,0,0,2,0,2,0,1,8,1
"Adam Benak","NO",9,2007-04-10,2007,"5.08",163,"C","Brantford Bulldogs",15,3,8,11,0.73,-1,1,4,5,0,0,0,1,0,2,1
"Charlie Paquette","NO",23,2005-12-06,2005,"6.02",207,"RW","Brantford Bulldogs",15,3,8,11,0.73,2,1,1,2,0,0,0,0,0,2,1
"Alexander Bilecki","NO",89,2008-05-09,2008,"6.02",180,"LD","Kitchener Rangers",18,2,9,11,0.61,7,0,1,1,0,0,0,0,0,8,1
"Jack Nesbitt","NO",71,2007-01-12,2007,"6.04",189,"C","Windsor Spitfires",13,7,3,10,0.77,5,2,1,3,0,1,1,1,2,17,1
"Jimmy Lombardi","NO",10,2007-02-16,2007,"6.01",193,"C","Flint Firebirds",8,4,6,10,1.25,6,3,2,5,0,0,0,0,0,4,1
"Cooper Foster","NO",29,2005-06-04,2005,"6.00",190,"C","Ottawa 67's",9,3,7,10,1.11,8,2,3,5,0,0,0,1,0,11,1
"Brady Martin","NO",44,2007-03-16,2007,"6.00",184,"C","Soo Greyhounds",10,3,7,10,1,1,1,3,4,0,0,0,1,0,10,1
"Calvin Crombie","NO",14,2005-09-03,2005,"6.00",195,"RW","Barrie Colts",20,3,7,10,0.5,-8,1,2,3,0,0,0,0,0,36,1
"Carter Lowe","NO",85,2006-03-01,2006,"6.03",220,"LW","Barrie Colts",21,6,3,9,0.43,-8,2,1,3,0,1,1,0,0,8,1
"Cameron Arquette","NO",11,2007-04-27,2007,"5.08",170,"LW","Kitchener Rangers",18,5,4,9,0.5,7,0,0,0,0,0,0,0,0,0,1
"Christopher Thibodeau","NO",9,2005-10-13,2005,"5.10",170,"RW","Flint Firebirds",8,4,5,9,1.13,4,0,2,2,0,0,0,0,0,0,1
"Kevin He","NO",11,2006-04-30,2006,"6.00",182,"LW","Flint Firebirds",6,3,6,9,1.5,6,0,2,2,1,0,1,1,0,7,1
"Alex Kostov","NO",47,2006-06-03,2006,"6.04",208,"C","Flint Firebirds",8,3,6,9,1.13,0,1,3,4,0,0,0,0,0,14,1
"Frankie Marrelli","NO",8,2006-02-16,2006,"5.11",187,"D","Ottawa 67's",9,3,6,9,1,4,2,2,4,0,0,0,0,0,6,1
"Riley Patterson","NO",21,2006-03-22,2006,"6.00 ",194,"C","Niagara IceDogs",5,4,4,8,1.6,-6,2,3,5,0,0,0,0,0,2,1
"Spencer Bowes","NO",12,2007-09-19,2007,"6.00",177,"LW","Ottawa 67's",9,4,4,8,0.89,5,0,1,1,0,0,0,0,0,2,1
"Filip Ekberg","NO",34,2007-04-14,2007,"5.10",180,"RW","Ottawa 67's",9,3,5,8,0.89,6,0,2,2,0,0,0,1,0,6,1
"John McLaughlin","YES",17,2009-08-14,2009,"6.00",185,"C","Windsor Spitfires",13,3,5,8,0.62,8,0,0,0,0,0,0,1,0,4,1
"AJ Spellacy","NO",8,2006-02-24,2006,"6.03",204,"C","Windsor Spitfires",13,3,5,8,0.62,8,0,0,0,1,0,1,1,0,18,1
"Haeden Ellis","NO",13,2007-03-07,2007,"5.10",161,"RW","Kitchener Rangers",17,3,5,8,0.47,6,0,0,0,0,0,0,1,0,4,1
"Matthew Andonovski","NO",5,2005-03-14,2005,"6.02",200,"RD","Kitchener Rangers",18,3,5,8,0.44,12,0,0,0,0,1,1,1,1,25,1
"Luca Romano","NO",86,2007-06-25,2007,"5.11",170,"C","Kitchener Rangers",18,3,5,8,0.44,4,0,0,0,1,0,1,1,0,12,1
"William Schneid","NO",11,2007-05-10,2007,"6.01",203,"RW","Barrie Colts",21,3,5,8,0.38,-3,0,0,0,0,0,0,0,0,4,1
"Nic Whitehead","NO",10,2007-02-11,2007,"5.11",167,"LW","Ottawa 67's",9,2,6,8,0.89,-1,1,5,6,0,0,0,0,0,2,1
"Andrew Robinson","YES",27,2008-01-08,2008,"6.00",200,"D","Windsor Spitfires",13,2,6,8,0.62,9,0,0,0,0,0,0,1,0,0,1
"Carson Woodall","NO",24,2006-05-25,2006,"5.11",179,"D","Windsor Spitfires",13,2,6,8,0.62,11,1,3,4,0,0,0,0,0,0,1
