"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Caleb Malhotra",2008-06-02,"C","Brantford Bulldogs",15,13,13,26,1.73,10,7,5,1,0,4
"John McLaughlin",2009-08-14,"C","Windsor Spitfires",13,3,5,8,0.62,8,0,0,1,0,4
"Andrew Robinson",2008-01-08,"D","Windsor Spitfires",13,2,6,8,0.62,9,0,0,1,0,0
"Cole Emerton",2008-03-04,"D","Barrie Colts",20,0,8,8,0.4,-3,0,5,0,0,2
"Thomas Vandenberg",2008-09-08,"C","Ottawa 67's",9,4,3,7,0.78,4,2,1,1,0,0
"Cam Warren",2009-05-07,"RW","North Bay Battalion",10,4,2,6,0.6,1,1,1,1,0,0
"Caden Harvey",2008-02-13,"RW","Windsor Spitfires",13,3,3,6,0.46,2,0,0,0,0,2
"Joe Salandra",2008-02-15,"RW","Barrie Colts",18,2,4,6,0.33,1,2,2,1,0,10
"Ryland Cunningham",2008-06-28,"LW","Flint Firebirds",8,2,3,5,0.63,3,0,1,0,0,5
"Callum Croskery",2008-01-29,"D","Soo Greyhounds",10,1,4,5,0.5,0,0,0,0,0,4
"Nikita Klepov",2008-06-27,"RW","Saginaw Spirit",4,1,4,5,1.25,1,1,1,0,0,6
"Ryder Cali",2008-09-06,"C","North Bay Battalion",10,1,3,4,0.4,-4,0,0,0,0,4
"Evgeny Dubrovtsev",2008-03-18,"C","North Bay Battalion",10,0,4,4,0.4,2,0,1,0,0,4
"Jaxon Cover",2008-02-13,"LW","London Knights",5,2,1,3,0.6,-1,1,1,0,0,6
"Xavier Tessier",2008-05-09,"LW","Flint Firebirds",8,2,1,3,0.38,2,0,0,0,0,2
"Avry Anstis",2008-03-05,"RW","Kitchener Rangers",17,1,2,3,0.18,2,0,0,0,0,4
"Eamon Edgar",2009-11-05,"C","Barrie Colts",15,1,2,3,0.2,1,0,0,0,0,4
"Levi Harper",2008-10-03,"D","Saginaw Spirit",4,1,2,3,0.75,-1,0,1,0,0,0
"Max Brocklehurst",2008-12-30,"RW","Windsor Spitfires",8,2,0,2,0.25,1,0,0,0,0,2
"Matthew Henderson",2009-03-20,"D","Kingston Frontenacs",4,1,1,2,0.5,-2,1,0,0,0,2
"Robin Kuzma",2008-01-29,"LW","Kingston Frontenacs",4,1,1,2,0.5,0,0,0,0,0,2
