"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Michael D'Orazio",1990-08-16,"D","Owen Sound Attack",4,0,2,2,0.5,-1,0,0,0,0,4
"Nazem Kadri",1990-10-06,"C","Kitchener Rangers",9,0,2,2,0.22,0,0,0,0,0,4
"Steven Tarasuk",1989-11-01,"D","Kitchener Rangers",8,0,2,2,0.25,1,0,0,0,0,0
"Tyler Cuma",1990-01-19,"D","Ottawa 67's",5,0,2,2,0.4,-1,0,2,0,0,6
"James Livingston",1990-03-08,"RW","Sault Ste. Marie Greyhounds",13,1,0,1,0.08,-1,0,0,0,0,15
"Jared Staal",1990-08-21,"RW","Sudbury Wolves",21,1,0,1,0.05,-2,0,0,1,0,2
"Kyle DeCoste",1990-06-30,"RW","Brampton Battalion",3,1,0,1,0.33,-1,0,0,0,0,0
"Lane MacDermid",1989-08-25,"LW","Owen Sound Attack",4,1,0,1,0.25,0,0,0,0,0,2
"Mike Lomas",1990-08-16,"LW","Brampton Battalion",4,1,0,1,0.25,-2,0,0,0,0,0
"Vern Cooper",1990-12-30,"C","Plymouth Whalers",20,1,0,1,0.05,3,0,0,0,0,2
"AJ Jenks",1990-06-27,"LW","Plymouth Whalers",20,0,1,1,0.05,0,0,0,0,0,8
"Brad Albert",1989-03-06,"D","Brampton Battalion",4,0,1,1,0.25,1,0,0,0,0,2
"Brian Lashoff",1990-07-16,"D","Barrie Colts",5,0,1,1,0.2,0,0,0,0,0,2
"Cody Lindsay",1990-05-29,"C","Ottawa 67's",5,0,1,1,0.2,1,0,0,0,0,0
"Erik Caladi",1988-04-01,"RW","Belleville Bulls",13,0,1,1,0.08,1,0,0,0,0,5
"Geoff Guimond",1989-06-27,"LW","Sudbury Wolves",19,0,1,1,0.05,0,0,0,0,0,14
"Jason Dale",1988-12-31,"RW","Brampton Battalion",4,0,1,1,0.25,-1,0,0,0,0,2
"Michael Farrell",1990-04-23,"RW","Owen Sound Attack",4,0,1,1,0.25,1,0,0,0,0,4
"Nick Crawford",1990-02-23,"D","Saginaw Spirit",5,0,1,1,0.2,1,0,0,0,0,0
"Stephen Blunden",1989-04-05,"LW","Belleville Bulls",15,0,1,1,0.07,1,0,0,0,0,4
"T.J. Brodie",1990-06-07,"D","Saginaw Spirit",3,0,1,1,0.33,1,0,0,0,0,2
"Tomas Marcinko",1988-04-11,"C","Barrie Colts",8,0,1,1,0.13,-3,0,1,0,0,8
"Tyler Melancon",1989-02-11,"RW","Guelph Storm",4,0,1,1,0.25,-1,0,0,0,0,0
"Alex Pietrangelo",1990-01-18,"D","Mississauga IceDogs",4,0,0,0,0,-7,0,0,0,0,8
"Anthony Nigro",1990-01-11,"C","Guelph Storm",4,0,0,0,0,0,0,0,0,0,2
"Barry Sanderson",1990-04-22,"C","Mississauga IceDogs",1,0,0,0,0,0,0,0,0,0,0
"Brandon Buck",1988-08-16,"C","Guelph Storm",3,0,0,0,0,0,0,0,0,0,2
"Conor O'Donnell",1989-11-17,"LW","Brampton Battalion",2,0,0,0,0,0,0,0,0,0,2
"Corey Cowick",1989-01-08,"LW","Oshawa Generals",9,0,0,0,0,-3,0,0,0,0,2
"Dalton Prout",1990-03-13,"D","Sarnia Sting",4,0,0,0,0,0,0,0,0,0,0
"David Kolomatis",1989-02-25,"D","Owen Sound Attack",4,0,0,0,0,-8,0,0,0,0,0
"Dean Howard",1990-06-20,"RW","Oshawa Generals",9,0,0,0,0,-2,0,0,0,0,0
"Glen McCarron",1988-07-09,"LW","London Knights",8,0,0,0,0,0,0,0,0,0,9
"Grant McGee",1989-06-06,"RW","Guelph Storm",2,0,0,0,0,-1,0,0,0,0,2
"Greg Brown",1988-03-09,"D","Oshawa Generals",4,0,0,0,0,0,0,0,0,0,6
"J.K. Gill",1990-02-09,"LW","Sudbury Wolves",1,0,0,0,0,0,0,0,0,0,0
"Jeff Hayes",1989-04-15,"C","Guelph Storm",3,0,0,0,0,-5,0,0,0,0,0
"Joe Underwood",1990-01-15,"D","Guelph Storm",3,0,0,0,0,0,0,0,0,0,0
"Josh Brittain",1990-01-03,"LW","Kingston Frontenacs",2,0,0,0,0,0,0,0,0,0,0
"Julian Cimadamore",1989-02-18,"LW","Ottawa 67's",5,0,0,0,0,0,0,0,0,0,2
"Julien Demers",1989-09-25,"D","Ottawa 67's",5,0,0,0,0,0,0,0,0,0,6
"Justin Larson",1990-03-23,"C","Sudbury Wolves",2,0,0,0,0,0,0,0,0,0,0
"Kaine Geldart",1989-08-23,"RW","Plymouth Whalers",1,0,0,0,0,0,0,0,0,0,0
"Kale Kerbashian",1990-04-07,"C","London Knights",3,0,0,0,0,-2,0,0,0,0,0
"Ken Peroff",1989-09-22,"D","Brampton Battalion",2,0,0,0,0,-2,0,0,0,0,0
"Kevin Christmas",1989-06-28,"RW","Brampton Battalion",1,0,0,0,0,0,0,0,0,0,0
"Kevin Mole",1989-01-25,"D","Kingston Frontenacs",1,0,0,0,0,0,0,0,0,0,2
"Kyle Tarini",1990-01-16,"RW","Sudbury Wolves",21,0,0,0,0,-1,0,0,0,0,0
"Luke VanMoerkerke",1989-11-16,"LW","London Knights",3,0,0,0,0,0,0,0,0,0,0
"Marc Cantin",1990-03-27,"D","Belleville Bulls",6,0,0,0,0,-2,0,0,0,0,2
"Matt Ashman",1990-05-09,"D","London Knights",12,0,0,0,0,-1,0,0,0,0,8
"Matt Carter",1987-08-20,"LW","Owen Sound Attack",4,0,0,0,0,-4,0,0,0,0,4
"Matt Martin",1989-05-08,"LW","Sarnia Sting",4,0,0,0,0,0,0,0,0,0,0
"Matt Ribeiro",1990-08-05,"LW","Ottawa 67's",1,0,0,0,0,0,0,0,0,0,0
"Matt Seegmiller",1989-02-20,"D","Oshawa Generals",8,0,0,0,0,-3,0,0,0,0,2
"Matthew Tipoff",1990-10-04,"RW","Belleville Bulls",5,0,0,0,0,0,0,0,0,0,2
"Mike Hoffman",1989-11-24,"C","Kitchener Rangers",4,0,0,0,0,0,0,0,0,0,0
"Murray Free",1988-05-25,"LW","Oshawa Generals",1,0,0,0,0,-1,0,0,0,0,2
"Patrick Moran",1990-05-18,"D","Guelph Storm",1,0,0,0,0,0,0,0,0,0,0
"Paul Cianfrini",1989-04-20,"D","Belleville Bulls",14,0,0,0,0,-3,0,0,0,0,6
"Peter Stevens",1989-02-10,"D","Kingston Frontenacs",1,0,0,0,0,0,0,0,0,0,0
"Phil McRae",1990-03-15,"C","London Knights",16,0,0,0,0,-1,0,0,0,0,6
"Robby Mignardi",1990-06-28,"C","Kingston Frontenacs",2,0,0,0,0,0,0,0,0,0,2
"Ryan Gottschalk",1989-12-16,"D","Barrie Colts",1,0,0,0,0,1,0,0,0,0,0
"Sean Jones",1990-05-17,"LW","Sault Ste. Marie Greyhounds",8,0,0,0,0,-1,0,0,0,0,2
"Shawn Frank",1989-01-06,"C","Barrie Colts",1,0,0,0,0,0,0,0,0,0,0
"Stefan Della Rovere",1990-02-25,"LW","Barrie Colts",6,0,0,0,0,-1,0,0,0,0,0
"Steve Reese",1989-01-09,"C","Sarnia Sting",4,0,0,0,0,0,0,0,0,0,0
"T.J. Battani",1989-10-25,"RW","Barrie Colts",1,0,0,0,0,0,0,0,0,0,0
"Thomas Nesbitt",1990-06-20,"RW","Ottawa 67's",5,0,0,0,0,2,0,0,0,0,2
"Thomas Stajan",1989-01-07,"C","Brampton Battalion",2,0,0,0,0,0,0,0,0,0,0
"Tucker Hunter",1990-03-18,"C","London Knights",4,0,0,0,0,0,0,0,0,0,0
"Tyler Arps",1989-08-14,"D","Sudbury Wolves",5,0,0,0,0,-1,0,0,0,0,0
"Tyler Taylor",1989-10-20,"LW","Oshawa Generals",1,0,0,0,0,-1,0,0,0,0,0
"Ziga Pance",1989-01-01,"LW","Oshawa Generals",1,0,0,0,0,0,0,0,0,0,0
