"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Patrick Kane",1988-11-19,"RW","London Knights",16,10,21,31,1.94,2,5,13,0,0,16
"Sam Gagner",1989-08-10,"C","London Knights",16,7,22,29,1.81,1,3,11,2,0,22
"Jiri Tlusty",1988-03-16,"LW","Sault Ste. Marie Greyhounds",13,9,8,17,1.31,3,4,5,1,3,14
"Eric Tangradi",1989-02-10,"LW","Belleville Bulls",15,8,9,17,1.13,8,2,3,2,0,14
"Michael Del Zotto",1990-06-24,"D","Oshawa Generals",9,3,9,12,1.33,-5,1,6,0,0,14
"Justin Taylor",1989-02-08,"C","London Knights",16,4,6,10,0.63,7,0,0,1,0,17
"Yannick Weber",1988-09-23,"D","Kitchener Rangers",9,3,6,9,1,-10,3,6,0,0,8
"Patrik Lusnak",1988-11-06,"LW","Sudbury Wolves",21,3,4,7,0.33,2,0,1,0,0,8
"Steven Stamkos",1990-02-07,"C","Sarnia Sting",4,3,3,6,1.5,-3,0,2,0,0,0
"Chris MacKinnon",1989-07-07,"LW","Sault Ste. Marie Greyhounds",9,3,1,4,0.44,0,2,1,0,0,13
"Cody Hodgson",1990-02-18,"C","Brampton Battalion",4,1,3,4,1,0,0,2,0,0,0
"Jacob Muzzin",1989-02-21,"D","Sault Ste. Marie Greyhounds",13,0,4,4,0.31,-2,0,2,0,0,6
"Ryan Bellows",1987-10-01,"LW","Barrie Colts",8,0,4,4,0.5,1,0,0,0,0,10
"Nigel Williams",1988-04-18,"D","Saginaw Spirit",6,2,1,3,0.5,2,1,0,0,0,10
"Jan Mursak",1988-01-20,"RW","Saginaw Spirit",6,1,2,3,0.5,0,0,1,0,0,10
"Robert Bortuzzo",1989-03-18,"D","Kitchener Rangers",9,1,2,3,0.33,-1,0,0,1,0,8
"Tomas Zaborsky",1987-11-14,"LW","Saginaw Spirit",6,1,2,3,0.5,2,0,0,0,0,4
"Trevor Lewis",1987-01-08,"C","Owen Sound Attack",4,1,2,3,0.75,-9,1,2,0,0,0
"Bobby Nyholm",1988-03-07,"RW","Kingston Frontenacs",5,0,3,3,0.6,1,0,0,0,0,2
"Kyle Bochek",1988-03-11,"C","Kingston Frontenacs",5,2,0,2,0.4,2,0,0,0,0,4
"Matthew Martello",1987-12-19,"C","Kitchener Rangers",9,2,0,2,0.22,-6,1,0,1,0,4
"Nathan Moon",1990-01-04,"C","Kingston Frontenacs",5,2,0,2,0.4,-4,0,0,0,0,0
"Dan Kelly",1989-05-17,"D","Kitchener Rangers",9,1,1,2,0.22,-3,1,0,0,0,10
"George Lovatsis",1989-11-30,"C","Barrie Colts",6,1,1,2,0.33,0,0,0,0,0,6
"Matt Kennedy",1989-03-04,"RW","Guelph Storm",4,1,1,2,0.5,0,0,0,0,0,10
"Shawn Lalonde",1990-03-10,"D","Belleville Bulls",13,1,1,2,0.15,-1,1,1,0,0,6
"Wayne Simmonds",1988-08-26,"RW","Owen Sound Attack",4,1,1,2,0.5,-9,1,1,0,0,4
