"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Patrick Kane","YES",88,1988-11-19,1988,"5.10",170,"RW","London Knights",16,10,21,31,1.94,2,5,13,18,1,0,1,0,0,16,1
"Nick Foligno","NO",16,1987-10-31,1987,"6.00",195,"C","Sudbury Wolves",21,12,17,29,1.38,14,4,3,7,1,0,1,1,0,36,1
"Sam Gagner","YES",89,1989-08-10,1989,"5.11",190,"C","London Knights",16,7,22,29,1.81,1,3,11,14,0,0,0,2,0,22,1
"Justin Donati","NO",81,1986-10-17,1986,"5.10",174,"C","Sudbury Wolves",19,14,14,28,1.47,11,4,4,8,0,0,0,4,0,6,1
"Tyler Donati","NO",10,1986-10-17,1986,"5.10",190,"RW","Belleville Bulls",15,6,20,26,1.73,7,3,11,14,0,0,0,2,0,4,1
"James Neal","NO",19,1987-09-03,1987,"6.03",205,"LW","Plymouth Whalers",20,13,12,25,1.25,7,5,5,10,0,0,0,3,0,54,1
"Evan Brophey","NO",11,1986-12-03,1986,"6.01",202,"C","Plymouth Whalers",20,9,14,23,1.15,8,2,9,11,1,0,1,4,0,26,1
"David Meckler","NO",55,1987-07-09,1987,"6.00",200,"C","London Knights",16,15,7,22,1.38,2,8,3,11,0,0,0,2,2,20,1
"Steve Downie","NO",7,1987-04-03,1987,"5.10",191,"C","Kitchener Rangers",9,8,14,22,2.44,2,5,9,14,0,0,0,1,0,15,1
"Sergei Kostitsyn","NO",20,1987-03-20,1987,"6.00",190,"RW","London Knights",16,9,12,21,1.31,-2,3,8,11,0,1,1,0,2,39,1
"Dan Collins","NO",17,1987-02-26,1987,"6.01",209,"RW","Plymouth Whalers",20,9,11,20,1,16,2,5,7,0,0,0,2,1,30,1
"Andrew Self","NO",9,1987-01-08,1987,"6.03",200,"LW","Sudbury Wolves",21,8,12,20,0.95,7,0,1,1,0,0,0,3,1,31,1
"Marc Staal","NO",14,1987-01-13,1987,"6.04",205,"D","Sudbury Wolves",21,5,15,20,0.95,17,1,9,10,0,0,0,0,0,22,1
"John Tavares","NO",91,1990-09-20,1990,"6.00",198,"C","Oshawa Generals",9,7,12,19,2.11,-4,4,7,11,0,0,0,0,1,6,1
"Shawn Matthias","NO",12,1988-02-19,1988,"6.04",213,"C","Belleville Bulls",15,13,5,18,1.2,7,2,4,6,1,0,1,0,0,10,1
"Chris Terry","NO",20,1989-04-07,1989,"5.10",190,"C","Plymouth Whalers",20,8,10,18,0.9,8,1,6,7,0,0,0,0,0,21,1
"Dustin Jeffrey","NO",15,1988-02-27,1988,"6.03",199,"C","Sault Ste. Marie Greyhounds",13,6,12,18,1.38,1,3,8,11,0,0,0,0,0,11,1
"Jonathan D'Aversa","NO",8,1986-03-02,1986,"6.02",200,"D","Sudbury Wolves",21,3,15,18,0.86,8,2,8,10,0,1,1,1,0,16,1
"Tom Sestito","NO",21,1987-09-28,1987,"6.05",212,"LW","Plymouth Whalers",19,11,6,17,0.89,5,6,2,8,2,0,2,0,0,57,1
"Jiri Tlusty","YES",20,1988-03-16,1988,"6.00",209,"LW","Sault Ste. Marie Greyhounds",13,9,8,17,1.31,3,4,5,9,0,0,0,1,3,14,1
"Eric Tangradi","YES",25,1989-02-10,1989,"6.04",221,"LW","Belleville Bulls",15,8,9,17,1.13,8,2,3,5,0,0,0,2,0,14,1
"Daniel Ryder","NO",27,1987-01-12,1987,"5.11",180,"C","Plymouth Whalers",20,8,9,17,0.85,12,2,5,7,0,0,0,2,0,10,1
"Tyler Doig","NO",26,1986-02-15,1986,"6.00",192,"C","Belleville Bulls",15,4,13,17,1.13,10,1,3,4,0,1,1,0,0,8,1
"Matt Dias","NO",15,1988-04-29,1988,"5.11",200,"RW","Sudbury Wolves",21,8,8,16,0.76,-2,5,4,9,0,0,0,1,2,10,1
"Brett MacLean","NO",19,1988-12-24,1988,"6.02",197,"LW","Oshawa Generals",7,6,9,15,2.14,-2,2,5,7,0,0,0,1,0,9,1
"Kevin Baker","NO",91,1987-03-27,1987,"6.00",190,"C","Sudbury Wolves",21,6,9,15,0.71,-1,4,3,7,1,0,1,0,0,4,1
"Justin Azevedo","NO",15,1988-04-01,1988,"5.08",180,"C","Kitchener Rangers",9,4,11,15,1.67,-1,3,8,11,0,0,0,0,0,22,1
"Josh Godfrey","NO",27,1988-01-15,1988,"6.02",200,"D","Sault Ste. Marie Greyhounds",13,9,5,14,1.08,-3,6,4,10,0,0,0,1,0,18,1
"Sean O'Connor","NO",13,1987-01-31,1987,"5.11",171,"RW","Plymouth Whalers",20,7,7,14,0.7,-1,4,4,8,0,0,0,1,0,2,1
"Matt Beleskey","NO",17,1988-06-07,1988,"6.00",207,"LW","Belleville Bulls",15,4,10,14,0.93,3,3,2,5,0,0,0,1,0,18,1
"Adam Perry","NO",87,1987-01-12,1987,"6.00",195,"LW","London Knights",12,2,12,14,1.17,3,0,4,4,0,0,0,1,0,18,1
"Cal Clutterbuck","NO",15,1987-11-18,1987,"5.11",185,"RW","Oshawa Generals",9,8,5,13,1.44,-3,5,2,7,1,0,1,0,1,21,1
"P.K. Subban","NO",6,1989-05-13,1989,"6.00",202,"D","Belleville Bulls",15,5,8,13,0.87,11,5,6,11,0,0,0,1,0,26,1
"Steve Ward","NO",26,1986-02-13,1986,"6.00",197,"D","Plymouth Whalers",20,1,12,13,0.65,9,1,7,8,0,0,0,0,0,16,1
"Devin DiDiomete","NO",24,1988-05-09,1988,"6.01",190,"LW","Sudbury Wolves",21,6,6,12,0.57,1,1,4,5,0,1,1,1,1,62,1
"Bryan Cameron","NO",23,1989-02-25,1989,"5.10",183,"RW","Belleville Bulls",15,4,8,12,0.8,3,2,4,6,0,0,0,1,0,15,1
"Michael Del Zotto","YES",4,1990-06-24,1990,"6.00",188,"D","Oshawa Generals",9,3,9,12,1.33,-5,1,6,7,0,0,0,0,0,14,1
"Cody Thornton","NO",9,1986-07-16,1986,"5.11",169,"RW","Sault Ste. Marie Greyhounds",13,3,8,11,0.85,4,1,4,5,1,0,1,0,0,37,1
"Jakub Kindl","NO",9,1987-02-10,1987,"6.03",202,"D","Kitchener Rangers",9,2,9,11,1.22,-3,2,8,10,0,0,0,0,0,8,1
"Jared Boll","NO",7,1986-05-13,1986,"6.03",195,"RW","Plymouth Whalers",20,6,4,10,0.5,1,2,2,4,0,0,0,2,0,66,1
"Kevin Henderson","NO",47,1986-12-03,1986,"6.03",210,"LW","Kitchener Rangers",9,4,6,10,1.11,-1,3,5,8,1,0,1,0,0,13,1
"Justin Taylor","YES",93,1989-02-08,1989,"6.00",184,"C","London Knights",16,4,6,10,0.63,7,0,0,0,0,0,0,1,0,17,1
"Andrew Fournier","NO",15,1987-11-05,1987,"5.11",192,"C","Plymouth Whalers",20,4,6,10,0.5,9,1,1,2,1,1,2,2,0,26,1
"Bryan Little","NO",18,1987-11-12,1987,"5.10",195,"C","Barrie Colts",8,4,5,9,1.13,3,1,2,3,0,0,0,1,0,8,1
"Cory Tanaka","NO",7,1988-05-17,1988,"5.10",188,"C","Belleville Bulls",15,4,5,9,0.6,7,0,0,0,0,0,0,2,1,14,1
"Yannick Weber","YES",5,1988-09-23,1988,"5.10",195,"D","Kitchener Rangers",9,3,6,9,1,-10,3,6,9,0,0,0,0,0,8,1
"Josh Beaulieu","NO",10,1987-01-10,1987,"6.01",190,"LW","London Knights",10,3,6,9,0.9,-1,2,0,2,0,0,0,0,0,31,1
"Ryan McGinnis","NO",10,1987-03-03,1987,"6.02",206,"D","Plymouth Whalers",20,2,7,9,0.45,17,0,2,2,0,0,0,0,0,49,1
"Hunter Tremblay","NO",17,1986-01-15,1986,"5.11",185,"LW","Barrie Colts",8,5,3,8,1,1,2,2,4,0,0,0,1,1,6,1
"Nick Pageau","NO",24,1988-01-08,1988,"6.00",187,"D","Belleville Bulls",15,4,4,8,0.53,10,0,2,2,1,0,1,0,1,20,1
"Tom Pyatt","NO",27,1987-02-14,1987,"5.11",181,"C","Saginaw Spirit",6,3,5,8,1.33,2,1,2,3,0,0,0,0,0,0,1
"Brandon MacLean","NO",17,1987-09-04,1987,"6.01",182,"LW","Sault Ste. Marie Greyhounds",13,2,6,8,0.62,-7,0,3,3,0,0,0,1,0,8,1
"Logan Couture","NO",89,1989-03-28,1989,"6.00",191,"C","Ottawa 67's",5,1,7,8,1.6,-1,0,5,5,0,0,0,0,0,4,1
"Peter Aston","NO",10,1986-02-24,1986,"6.01",205,"D","Oshawa Generals",9,1,7,8,0.89,-6,1,4,5,0,1,1,0,0,8,1
"Cory Emmerton","NO",25,1988-06-01,1988,"6.00",190,"LW","Kingston Frontenacs",5,5,2,7,1.4,-6,2,1,3,1,0,1,1,0,2,1
"Matt Auffrey","NO",15,1986-01-03,1986,"6.02",198,"RW","Kingston Frontenacs",5,4,3,7,1.4,2,1,1,2,1,0,1,0,0,4,1
"David Kuchejda","NO",24,1987-06-12,1987,"5.11",194,"RW","Sault Ste. Marie Greyhounds",13,4,3,7,0.54,-3,4,1,5,0,0,0,2,0,22,1
"Richard Clune","NO",22,1987-04-25,1987,"5.11",194,"LW","Barrie Colts",8,3,4,7,0.88,1,2,1,3,0,0,0,0,0,8,1
"Nick Plastino","NO",8,1986-02-20,1986,"6.00",198,"D","Barrie Colts",8,3,4,7,0.88,1,1,3,4,0,0,0,0,0,4,1
"Patrik Lusnak","YES",41,1988-11-06,1988,"5.11",185,"LW","Sudbury Wolves",21,3,4,7,0.33,2,0,1,1,0,0,0,0,0,8,1
"Matt Kang","NO",16,1988-11-09,1988,"6.00",189,"LW","Kingston Frontenacs",5,2,5,7,1.4,4,0,1,1,0,0,0,0,0,8,1
"Andrew Desjardins","NO",22,1986-07-27,1986,"6.00",197,"C","Sault Ste. Marie Greyhounds",13,2,5,7,0.54,-8,1,3,4,0,0,0,0,0,18,1
"Jordan Foreman","NO",57,1987-01-06,1987,"5.10",178,"C","London Knights",16,1,6,7,0.44,-1,0,0,0,0,0,0,0,0,41,1
