"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Patrick Kane","YES",1988-11-19,"5.10",170,"RW","London Knights",16,10,21,31,1.94,2,5,13,18,0,0,16
"Sam Gagner","YES",1989-08-10,"5.11",190,"C","London Knights",16,7,22,29,1.81,1,3,11,14,2,0,22
"Chris Terry","NO",1989-04-07,"5.10",190,"C","Plymouth Whalers",20,8,10,18,0.9,8,1,6,7,0,0,21
"Eric Tangradi","YES",1989-02-10,"6.04",221,"LW","Belleville Bulls",15,8,9,17,1.13,8,2,3,5,2,0,14
"Brett MacLean","NO",1988-12-24,"6.02",197,"LW","Oshawa Generals",7,6,9,15,2.14,-2,2,5,7,1,0,9
"P.K. Subban","NO",1989-05-13,"6.00",202,"D","Belleville Bulls",15,5,8,13,0.87,11,5,6,11,1,0,26
"Bryan Cameron","NO",1989-02-25,"5.10",183,"RW","Belleville Bulls",15,4,8,12,0.8,3,2,4,6,1,0,15
"Justin Taylor","YES",1989-02-08,"6.00",184,"C","London Knights",16,4,6,10,0.63,7,0,0,0,1,0,17
"Yannick Weber","YES",1988-09-23,"5.10",195,"D","Kitchener Rangers",9,3,6,9,1,-10,3,6,9,0,0,8
"Logan Couture","NO",1989-03-28,"6.00",191,"C","Ottawa 67's",5,1,7,8,1.6,-1,0,5,5,0,0,4
"Patrik Lusnak","YES",1988-11-06,"5.11",185,"LW","Sudbury Wolves",21,3,4,7,0.33,2,0,1,1,0,0,8
"Matt Kang","NO",1988-11-09,"6.00",189,"LW","Kingston Frontenacs",5,2,5,7,1.4,4,0,1,1,0,0,8
"Brett Parnham","NO",1989-01-30,"5.10",187,"C","Oshawa Generals",9,4,2,6,0.67,-7,2,0,2,1,0,11
"Gerome Giudice","NO",1989-03-11,"5.11",198,"LW","Sudbury Wolves",11,3,3,6,0.55,1,0,0,0,1,0,12
"Akim Aliu","NO",1989-04-24,"6.03",216,"RW","Sudbury Wolves",21,1,5,6,0.29,-4,1,0,1,0,0,50
"Drew Schiestel","NO",1989-03-09,"6.02",193,"D","Mississauga IceDogs",5,0,6,6,1.2,3,0,3,3,0,0,2
"Stefan Legein","NO",1988-11-24,"5.10",185,"RW","Mississauga IceDogs",5,3,2,5,1,0,0,0,0,0,0,0
"Nick Spaling","NO",1988-09-19,"6.01",183,"C","Kitchener Rangers",9,2,3,5,0.56,-1,1,1,2,0,0,4
"Dale Mitchell","NO",1989-04-09,"5.09",200,"RW","Oshawa Generals",9,1,4,5,0.56,-7,0,1,1,1,0,12
"Michael Quesnele","NO",1989-01-18,"5.08",188,"D","Sault Ste. Marie Greyhounds",9,0,5,5,0.56,1,0,4,4,0,0,8
"Chris MacKinnon","YES",1989-07-07,"5.08",185,"LW","Sault Ste. Marie Greyhounds",9,3,1,4,0.44,0,2,1,3,0,0,13
"Arron Alphonso","NO",1988-11-14,"6.01",191,"RW","Ottawa 67's",5,2,2,4,0.8,-2,1,2,3,1,0,10
"Mark Katic","NO",1989-05-09,"5.11",185,"D","Sarnia Sting",4,1,3,4,1,-1,1,2,3,0,0,8
"Jacob Muzzin","YES",1989-02-21,"6.02",216,"D","Sault Ste. Marie Greyhounds",13,0,4,4,0.31,-2,0,2,2,0,0,6
"Luca Caputi","NO",1988-10-01,"6.03",185,"LW","Mississauga IceDogs",5,2,1,3,0.6,1,0,0,0,0,0,0
"Robert Bortuzzo","YES",1989-03-18,"6.04",207,"D","Kitchener Rangers",9,1,2,3,0.33,-1,0,0,0,1,0,8
"Dan Kelly","YES",1989-05-17,"6.01",214,"D","Kitchener Rangers",9,1,1,2,0.22,-3,1,0,1,0,0,10
"Matt Kennedy","YES",1989-03-04,"6.02",203,"RW","Guelph Storm",4,1,1,2,0.5,0,0,0,0,0,0,10
"Brandon Mashinter","NO",1988-09-20,"6.04",232,"LW","Sarnia Sting",4,0,2,2,0.5,1,0,1,1,0,0,0
"Matt Smyth","NO",1989-06-12,"5.10",181,"RW","Brampton Battalion",4,0,2,2,0.5,0,0,0,0,0,0,0
"Corbin Crawford","NO",1989-07-31,"5.11",211,"D","London Knights",9,1,0,1,0.11,1,0,0,0,0,0,6
"Joe Pleckaitis","NO",1989-06-13,"6.00",188,"LW","Barrie Colts",5,1,0,1,0.2,3,0,0,0,0,0,6
"Lane MacDermid","YES",1989-08-25,"6.03",204,"LW","Owen Sound Attack",4,1,0,1,0.25,0,0,0,0,0,0,2
"Luke Pither","NO",1989-04-26,"6.00",194,"C","Guelph Storm",4,1,0,1,0.25,0,0,0,0,0,0,2
"Brad Albert","YES",1989-03-06,"6.00",195,"D","Brampton Battalion",4,0,1,1,0.25,1,0,0,0,0,0,2
"Geoff Guimond","YES",1989-06-27,"6.00",190,"LW","Sudbury Wolves",19,0,1,1,0.05,0,0,0,0,0,0,14
"Jason Dale","YES",1988-12-31,"5.11",182,"RW","Brampton Battalion",4,0,1,1,0.25,-1,0,0,0,0,0,2
"Michael Neal","NO",1989-04-03,"6.03",205,"LW","Belleville Bulls",15,0,1,1,0.07,-1,0,0,0,0,0,6
"Stephen Blunden","YES",1989-04-05,"6.02",194,"LW","Belleville Bulls",15,0,1,1,0.07,1,0,0,0,0,0,4
"Tyler Melancon","YES",1989-02-11,"5.09",192,"RW","Guelph Storm",4,0,1,1,0.25,-1,0,0,0,0,0,0
