"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Tom Sestito",1987-09-28,"LW","Plymouth Whalers",19,2,0,2,0.11,12
"Andrew Fournier",1987-11-05,"C","Plymouth Whalers",20,1,1,2,0.1,20
"Wes Cunningham",1987-03-09,"D","Plymouth Whalers",20,1,1,2,0.1,29
"Justin Wallingford",1987-05-12,"D","Kingston Frontenacs",5,0,2,2,0.4,67
"Cal Clutterbuck",1987-11-18,"RW","Oshawa Generals",9,1,0,1,0.11,8
"Cody Thornton",1986-07-16,"RW","Sault Ste. Marie Greyhounds",13,1,0,1,0.08,9
"Cory Emmerton",1988-06-01,"LW","Kingston Frontenacs",5,1,0,1,0.2,14
"Evan Brophey",1986-12-03,"C","Plymouth Whalers",20,1,0,1,0.05,4
"Kevin Baker",1987-03-27,"C","Sudbury Wolves",21,1,0,1,0.05,7
"Kevin Henderson",1986-12-03,"LW","Kitchener Rangers",9,1,0,1,0.11,10
"Matt Auffrey",1986-01-03,"RW","Kingston Frontenacs",5,1,0,1,0.2,14
"Nick Foligno",1987-10-31,"C","Sudbury Wolves",21,1,0,1,0.05,3
"Nick Pageau",1988-01-08,"D","Belleville Bulls",15,1,0,1,0.07,12
"Patrick Kane",1988-11-19,"RW","London Knights",16,1,0,1,0.06,3
"Patrick McNeill",1987-03-17,"D","Saginaw Spirit",6,1,0,1,0.17,20
"Shawn Matthias",1988-02-19,"C","Belleville Bulls",15,1,0,1,0.07,6
"Shea Kewin",1988-02-25,"RW","Oshawa Generals",9,1,0,1,0.11,100
"Stefan Legein",1988-11-24,"RW","Mississauga IceDogs",5,1,0,1,0.2,20
"Thomas Kiriakou",1988-01-24,"C","Ottawa 67's",5,1,0,1,0.2,50
"Anthony Soboczynski",1989-10-15,"LW","Owen Sound Attack",4,0,1,1,0.25,100
"Bobby Bolt",1987-04-29,"LW","Kingston Frontenacs",5,0,1,1,0.2,17
"Derek Joslin",1987-03-17,"D","Ottawa 67's",5,0,1,1,0.2,20
"Devin DiDiomete",1988-05-09,"LW","Sudbury Wolves",21,0,1,1,0.05,8
"Jan Mursak",1988-01-20,"RW","Saginaw Spirit",6,0,1,1,0.17,33
"Jonathan D'Aversa",1986-03-02,"D","Sudbury Wolves",21,0,1,1,0.05,6
"Matt Corrente",1988-03-17,"D","Mississauga IceDogs",5,0,1,1,0.2,100
"Michael D'Orazio",1990-08-16,"D","Owen Sound Attack",4,0,1,1,0.25,50
"Peter Aston",1986-02-24,"D","Oshawa Generals",9,0,1,1,0.11,12
"Sergei Kostitsyn",1987-03-20,"RW","London Knights",16,0,1,1,0.06,5
"Todd Perry",1986-12-13,"D","London Knights",16,0,1,1,0.06,17
"Tyler Doig",1986-02-15,"C","Belleville Bulls",15,0,1,1,0.07,6
"Tyler Haskins",1986-05-26,"C","Saginaw Spirit",6,0,1,1,0.17,50
"Aaron Snow",1988-05-20,"LW","Belleville Bulls",13,0,0,0,0,0
"Adam McQuaid",1986-10-12,"D","Sudbury Wolves",21,0,0,0,0,0
"Adam Nemeth",1986-02-22,"D","Kingston Frontenacs",5,0,0,0,0,NA
"Adam Perry",1987-01-12,"LW","London Knights",12,0,0,0,0,0
"Adam Zamec",1989-09-22,"LW","Kitchener Rangers",7,0,0,0,0,NA
"AJ Jenks",1990-06-27,"LW","Plymouth Whalers",20,0,0,0,0,0
"Akim Aliu",1989-04-24,"RW","Sudbury Wolves",21,0,0,0,0,0
"Alex Pietrangelo",1990-01-18,"D","Mississauga IceDogs",4,0,0,0,0,NA
"Andrew Campbell",1988-02-04,"D","Sault Ste. Marie Greyhounds",13,0,0,0,0,0
"Andrew Desjardins",1986-07-27,"C","Sault Ste. Marie Greyhounds",13,0,0,0,0,0
"Andrew Gibbons",1986-08-12,"RW","Belleville Bulls",9,0,0,0,0,0
"Andrew Hotham",1986-08-29,"D","Saginaw Spirit",6,0,0,0,0,0
"Andrew Kizito",1987-02-24,"D","Kingston Frontenacs",5,0,0,0,0,0
"Andrew Marshall",1986-08-07,"D","Barrie Colts",8,0,0,0,0,0
"Andrew Merrett",1989-04-03,"RW","Mississauga IceDogs",5,0,0,0,0,NA
"Andrew Self",1987-01-08,"LW","Sudbury Wolves",21,0,0,0,0,0
"Andrew Wilkins",1988-07-25,"RW","London Knights",15,0,0,0,0,NA
"Anthony Nigro",1990-01-11,"C","Guelph Storm",4,0,0,0,0,NA
"Anton Hedman",1986-05-15,"RW","Guelph Storm",4,0,0,0,0,0
"Arron Alphonso",1988-11-14,"RW","Ottawa 67's",5,0,0,0,0,0
"Barry Sanderson",1990-04-22,"C","Mississauga IceDogs",1,0,0,0,0,NA
"Ben O'Connor",1988-12-21,"D","Mississauga IceDogs",1,0,0,0,0,NA
"Ben Shutron",1988-06-14,"D","Kingston Frontenacs",5,0,0,0,0,0
"Billy Siekris",1987-03-15,"D","Oshawa Generals",2,0,0,0,0,NA
"Bobby Davey",1987-04-20,"D","Sarnia Sting",4,0,0,0,0,NA
"Bobby Hughes",1987-11-11,"C","Kingston Frontenacs",5,0,0,0,0,0
"Bobby Nyholm",1988-03-07,"RW","Kingston Frontenacs",5,0,0,0,0,0
"Brad Albert",1989-03-06,"D","Brampton Battalion",4,0,0,0,0,0
"Brad Good",1986-03-10,"D","Sault Ste. Marie Greyhounds",13,0,0,0,0,0
"Brandon Biggers",1988-08-21,"LW","Sault Ste. Marie Greyhounds",13,0,0,0,0,NA
"Brandon Buck",1988-08-16,"C","Guelph Storm",3,0,0,0,0,NA
"Brandon MacLean",1987-09-04,"LW","Sault Ste. Marie Greyhounds",13,0,0,0,0,0
"Brandon Mashinter",1988-09-20,"LW","Sarnia Sting",4,0,0,0,0,0
"Brett Bellemore",1988-06-25,"D","Plymouth Whalers",20,0,0,0,0,0
"Brett Halstead",1988-03-27,"D","Sault Ste. Marie Greyhounds",5,0,0,0,0,NA
"Brett Liscomb",1986-01-28,"LW","Ottawa 67's",5,0,0,0,0,0
"Brett MacLean",1988-12-24,"LW","Oshawa Generals",7,0,0,0,0,0
"Brett Oliphant",1988-02-26,"C","Mississauga IceDogs",5,0,0,0,0,NA
"Brett Parnham",1989-01-30,"C","Oshawa Generals",9,0,0,0,0,0
"Brian Lashoff",1990-07-16,"D","Barrie Colts",5,0,0,0,0,0
"Brian Soso",1987-04-27,"RW","Kitchener Rangers",9,0,0,0,0,0
"Brodie Beard",1986-06-12,"D","Ottawa 67's",5,0,0,0,0,NA
"Bryan Cameron",1989-02-25,"RW","Belleville Bulls",15,0,0,0,0,0
"Bryan Little",1987-11-12,"C","Barrie Colts",8,0,0,0,0,0
"Chris Chappell",1988-03-21,"LW","Saginaw Spirit",6,0,0,0,0,0
"Chris Lawrence",1987-02-05,"RW","Mississauga IceDogs",5,0,0,0,0,0
"Chris Leveille",1987-08-30,"RW","Guelph Storm",1,0,0,0,0,NA
"Chris MacKinnon",1989-07-07,"LW","Sault Ste. Marie Greyhounds",9,0,0,0,0,0
"Chris Purves",1987-10-21,"D","Barrie Colts",6,0,0,0,0,0
"Chris Stewart",1987-10-30,"RW","Kingston Frontenacs",5,0,0,0,0,0
"Chris Terry",1989-04-07,"C","Plymouth Whalers",20,0,0,0,0,0
"Christopher Breen",1989-06-29,"D","Saginaw Spirit",2,0,0,0,0,NA
"Cody Bass",1987-01-07,"C","Saginaw Spirit",6,0,0,0,0,0
"Cody Hodgson",1990-02-18,"C","Brampton Battalion",4,0,0,0,0,0
"Cody Lindsay",1990-05-29,"C","Ottawa 67's",5,0,0,0,0,0
"Conor O'Donnell",1989-11-17,"LW","Brampton Battalion",2,0,0,0,0,NA
"Corbin Crawford",1989-07-31,"D","London Knights",9,0,0,0,0,0
"Corey Cowick",1989-01-08,"LW","Oshawa Generals",9,0,0,0,0,NA
"Corey Syvret",1989-02-19,"D","Guelph Storm",4,0,0,0,0,NA
"Cory McGillis",1988-07-09,"LW","Barrie Colts",6,0,0,0,0,NA
"Cory Tanaka",1988-05-17,"C","Belleville Bulls",15,0,0,0,0,0
"Craig Voakes",1986-01-02,"C","Sarnia Sting",4,0,0,0,0,0
"Dale Mitchell",1989-04-09,"RW","Oshawa Generals",9,0,0,0,0,0
"Dalton Prout",1990-03-13,"D","Sarnia Sting",4,0,0,0,0,NA
"Dalyn Flatt",1986-10-07,"D","Brampton Battalion",4,0,0,0,0,NA
"Dan Collins",1987-02-26,"RW","Plymouth Whalers",20,0,0,0,0,0
"Dan Gyenes",1987-05-20,"D","Kitchener Rangers",9,0,0,0,0,NA
"Dan Kelly",1989-05-17,"D","Kitchener Rangers",9,0,0,0,0,0
"Daniel Ryder",1987-01-12,"C","Plymouth Whalers",20,0,0,0,0,0
"Danny Anger",1988-04-08,"RW","Sarnia Sting",4,0,0,0,0,NA
"David Jarram",1987-10-23,"RW","London Knights",4,0,0,0,0,NA
"David Kolomatis",1989-02-25,"D","Owen Sound Attack",4,0,0,0,0,NA
"David Kuchejda",1987-06-12,"RW","Sault Ste. Marie Greyhounds",13,0,0,0,0,0
"David Meckler",1987-07-09,"C","London Knights",16,0,0,0,0,0
"Dean Howard",1990-06-20,"RW","Oshawa Generals",9,0,0,0,0,NA
"Derek Brochu",1987-05-06,"RW","Owen Sound Attack",4,0,0,0,0,NA
"Dmitri Levin",1988-05-21,"D","Oshawa Generals",4,0,0,0,0,NA
"Drew Doughty",1989-12-08,"D","Guelph Storm",4,0,0,0,0,0
"Drew Schiestel",1989-03-09,"D","Mississauga IceDogs",5,0,0,0,0,0
"Dustin Jeffrey",1988-02-27,"C","Sault Ste. Marie Greyhounds",13,0,0,0,0,0
"Elgin Reid",1987-02-23,"D","Owen Sound Attack",4,0,0,0,0,0
"Eric Regan",1988-05-20,"D","Oshawa Generals",9,0,0,0,0,0
"Eric Tangradi",1989-02-10,"LW","Belleville Bulls",15,0,0,0,0,0
"Erik Caladi",1988-04-01,"RW","Belleville Bulls",13,0,0,0,0,0
"Garrett Sinfield",1987-03-26,"D","Saginaw Spirit",6,0,0,0,0,0
"Gary Friesen",1987-04-28,"C","Sudbury Wolves",11,0,0,0,0,0
"Geoff Guimond",1989-06-27,"LW","Sudbury Wolves",19,0,0,0,0,0
"Geoff Killing",1987-08-22,"D","Belleville Bulls",15,0,0,0,0,0
"George Lovatsis",1989-11-30,"C","Barrie Colts",6,0,0,0,0,0
"Gerome Giudice",1989-03-11,"LW","Sudbury Wolves",11,0,0,0,0,0
"Glen McCarron",1988-07-09,"LW","London Knights",8,0,0,0,0,NA
"Graham McNabb",1987-02-23,"C","Brampton Battalion",4,0,0,0,0,NA
"Grant McGee",1989-06-06,"RW","Guelph Storm",2,0,0,0,0,NA
"Greg Brown",1988-03-09,"D","Oshawa Generals",4,0,0,0,0,NA
"Harrison Reed",1988-01-18,"C","Sarnia Sting",4,0,0,0,0,0
"Howie Martin",1986-11-18,"LW","Owen Sound Attack",4,0,0,0,0,0
"Hunter Tremblay",1986-01-15,"LW","Barrie Colts",8,0,0,0,0,0
"Igor Gongalsky",1986-11-05,"LW","Oshawa Generals",9,0,0,0,0,0
"J.K. Gill",1990-02-09,"LW","Sudbury Wolves",1,0,0,0,0,NA
"Jack Combs",1988-01-26,"C","Saginaw Spirit",6,0,0,0,0,0
"Jacob Lalonde",1988-01-08,"LW","Sault Ste. Marie Greyhounds",13,0,0,0,0,0
"Jacob Muzzin",1989-02-21,"D","Sault Ste. Marie Greyhounds",13,0,0,0,0,0
"Jadran Beljo",1987-02-25,"LW","Mississauga IceDogs",5,0,0,0,0,0
"Jakub Kindl",1987-02-10,"D","Kitchener Rangers",9,0,0,0,0,0
"Jakub Vojta",1987-02-08,"D","Ottawa 67's",5,0,0,0,0,0
"James DeLory",1988-03-03,"D","Oshawa Generals",9,0,0,0,0,0
"James Livingston",1990-03-08,"RW","Sault Ste. Marie Greyhounds",13,0,0,0,0,0
