"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Justin Azevedo","NO",15,1988-04-01,1988,"5.08",180,"C","Kitchener Rangers",20,10,26,36,1.8,10,4,14,18,0,0,0,0,1,33,1
"Mikkel Boedker","YES",89,1989-12-16,1989,"5.11",201,"RW","Kitchener Rangers",20,9,26,35,1.75,11,3,11,14,0,0,0,1,0,2,1
"Matt Beleskey","NO",17,1988-06-07,1988,"6.00",207,"LW","Belleville Bulls",21,12,21,33,1.57,8,7,10,17,0,1,1,5,1,23,1
"Matt Halischuk","NO",18,1988-06-01,1988,"5.11",177,"RW","Kitchener Rangers",20,16,16,32,1.6,7,8,7,15,2,0,2,5,1,0,1
"Nick Spaling","NO",11,1988-09-19,1988,"6.01",183,"LW","Kitchener Rangers",20,14,16,30,1.5,9,8,6,14,0,1,1,1,0,9,1
"Nazem Kadri","NO",19,1990-10-06,1990,"6.00",177,"C","Kitchener Rangers",20,9,17,26,1.3,16,0,6,6,1,1,2,1,0,26,1
"Jan Mursak","NO",13,1988-01-20,1988,"5.11",173,"C","Belleville Bulls",21,9,15,24,1.14,8,4,7,11,1,0,1,0,0,10,1
"P.K. Subban","NO",6,1989-05-13,1989,"6.00",202,"D","Belleville Bulls",21,8,15,23,1.1,7,3,12,15,0,0,0,2,1,28,1
"Mike Duco","NO",14,1987-07-08,1987,"5.09",197,"LW","Kitchener Rangers",20,16,6,22,1.1,13,4,1,5,1,0,1,2,1,37,1
"Michael Swift","NO",14,1987-03-26,1987,"5.09",165,"C","Niagara IceDogs",10,9,9,18,1.8,5,3,4,7,3,1,4,1,0,22,1
"Stefan Legein","NO",7,1988-11-24,1988,"5.10",185,"RW","Niagara IceDogs",10,7,11,18,1.8,6,2,5,7,3,0,3,0,1,28,1
"Adam Perry","NO",16,1987-01-12,1987,"6.00",195,"LW","Belleville Bulls",21,7,11,18,0.86,5,3,7,10,0,1,1,1,0,2,1
"Eric Tangradi","NO",25,1989-02-10,1989,"6.04",221,"LW","Belleville Bulls",21,7,11,18,0.86,3,3,4,7,0,0,0,2,0,20,1
"Nigel Williams","NO",5,1988-04-18,1988,"6.04",225,"D","Belleville Bulls",21,7,11,18,0.86,7,2,3,5,1,0,1,0,0,20,1
"Luca Caputi","NO",17,1988-10-01,1988,"6.03",185,"LW","Niagara IceDogs",10,8,9,17,1.7,5,3,3,6,1,3,4,2,0,14,1
"Yannick Weber","NO",5,1988-09-23,1988,"5.10",195,"D","Kitchener Rangers",17,4,13,17,1,11,3,9,12,0,0,0,2,0,22,1
"Dale Mitchell","NO",7,1989-04-09,1989,"5.09",200,"RW","Oshawa Generals",15,10,6,16,1.07,2,2,3,5,0,0,0,3,0,23,1
"Brett MacLean","NO",19,1988-12-24,1988,"6.02",197,"LW","Oshawa Generals",15,5,11,16,1.07,5,0,4,4,0,0,0,1,1,12,1
"John Tavares","NO",91,1990-09-20,1990,"6.00",198,"C","Oshawa Generals",15,3,13,16,1.07,3,0,6,6,0,0,0,0,0,20,1
"Keaton Turkiewicz","NO",19,1988-03-02,1988,"5.11",180,"RW","Belleville Bulls",21,6,9,15,0.71,1,1,3,4,0,0,0,1,0,12,1
"Cory Tanaka","NO",7,1988-05-17,1988,"5.10",188,"C","Belleville Bulls",21,8,6,14,0.67,7,0,2,2,1,0,1,1,0,10,1
"Matt Caria","NO",9,1988-08-16,1988,"6.00",201,"C","Sault Ste. Marie Greyhounds",14,6,8,14,1,1,3,1,4,0,0,0,1,0,14,1
"Wayne Simmonds","NO",16,1988-08-26,1988,"6.02",175,"RW","Sault Ste. Marie Greyhounds",14,5,9,14,1,0,0,3,3,0,0,0,1,0,22,1
