"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Kale Kerbashian","NO",1990-04-07,"5.11",173,"C","London Knights",5,0,2,2,0.4,-2,0,0,0,0,0,4
"AJ Jenks","NO",1990-06-27,"6.02",200,"LW","Plymouth Whalers",4,1,0,1,0.25,-9,1,0,1,0,0,4
"Barry Sanderson","NO",1990-04-22,"5.09",188,"C","Niagara IceDogs",10,1,0,1,0.1,-3,0,0,0,1,0,2
"Jordon O'Neill","YES",1990-01-11,"6.02",180,"D","Plymouth Whalers",3,1,0,1,0.33,0,0,0,0,0,0,0
"Marcus Pepe","YES",1990-06-14,"5.11",175,"C","Barrie Colts",6,1,0,1,0.17,0,0,0,0,0,0,6
"Zach Harnden","NO",1989-09-23,"6.02",208,"RW","Peterborough Petes",5,1,0,1,0.2,1,0,0,0,0,0,2
"Brian Lashoff","NO",1990-07-16,"6.03",204,"D","Barrie Colts",8,0,1,1,0.13,-1,0,1,1,0,0,4
"Cameron Gaunce","YES",1990-03-19,"6.01",203,"D","Mississauga St. Michael's Majors",4,0,1,1,0.25,-4,0,0,0,0,0,6
"Cameron Odam","YES",1990-06-26,"6.01",195,"D","Sault Ste. Marie Greyhounds",4,0,1,1,0.25,1,0,0,0,0,0,0
"Conor O'Donnell","NO",1989-11-17,"6.00",193,"LW","Windsor Spitfires",3,0,1,1,0.33,1,0,0,0,0,0,4
"George Lovatsis","NO",1989-11-30,"5.11",185,"C","Barrie Colts",9,0,1,1,0.11,0,0,0,0,0,0,4
"Harry Young","NO",1989-11-12,"6.04",210,"D","Windsor Spitfires",5,0,1,1,0.2,-4,0,0,0,0,0,8
"Jack Walchessen","NO",1990-04-11,"5.10",180,"RW","Peterborough Petes",5,0,1,1,0.2,-2,0,0,0,0,0,2
"Jake Carrick","YES",1990-09-11,"5.11",180,"RW","Sault Ste. Marie Greyhounds",14,0,1,1,0.07,1,0,0,0,0,0,17
"Jamie Doornbosch","YES",1990-02-01,"6.02",190,"D","Peterborough Petes",5,0,1,1,0.2,-5,0,0,0,0,0,2
"Jaroslav Hertl","YES",1989-10-28,"6.04",218,"D","Brampton Battalion",5,0,1,1,0.2,-1,0,0,0,0,0,0
"Jason Akeson","YES",1990-06-03,"5.11",183,"RW","Kitchener Rangers",16,0,1,1,0.06,1,0,0,0,0,0,0
"Joe Underwood","NO",1990-01-15,"6.01",185,"D","Saginaw Spirit",4,0,1,1,0.25,-1,0,0,0,0,0,7
"Marc Cantin","YES",1990-03-27,"6.01",201,"D","Belleville Bulls",13,0,1,1,0.08,2,0,0,0,0,0,9
"Matt Russo","YES",1990-04-12,"6.03",190,"D","Mississauga St. Michael's Majors",4,0,1,1,0.25,-1,0,1,1,0,0,6
"Tyler G. Brown","YES",1990-02-07,"6.02",180,"C","Plymouth Whalers",3,0,1,1,0.33,2,0,0,0,0,0,2
"Tyler Murovich","YES",1989-12-04,"5.08",178,"C","Saginaw Spirit",3,0,1,1,0.33,-3,0,1,1,0,0,7
"Tyler Taylor","NO",1989-10-20,"5.10",185,"LW","Oshawa Generals",15,0,1,1,0.07,-3,0,0,0,0,0,8
"Adam Comrie","YES",1990-07-31,"6.04",213,"D","Saginaw Spirit",4,0,0,0,0,-7,0,0,0,0,0,4
"Adam Wallace","YES",1990-03-23,"6.01",192,"D","Windsor Spitfires",2,0,0,0,0,0,0,0,0,0,0,0
"Adam Zamec","NO",1989-09-22,"6.01",188,"LW","Ottawa 67's",4,0,0,0,0,-3,0,0,0,0,0,2
"Andrew Clouthier","NO",1990-05-03,"6.04",220,"LW","Barrie Colts",8,0,0,0,0,0,0,0,0,0,0,13
"Anthony Iaquinto","YES",1989-10-01,"6.00",182,"RW","London Knights",1,0,0,0,0,0,0,0,0,0,0,0
"Cody Lindsay","NO",1990-05-29,"5.09",180,"C","Ottawa 67's",4,0,0,0,0,-1,0,0,0,0,0,4
"Dylan MacEachern","NO",1990-04-03,"6.00",185,"LW","Niagara IceDogs",10,0,0,0,0,-1,0,0,0,0,0,0
"Eric Wellwood","NO",1990-03-06,"5.11",179,"LW","Windsor Spitfires",5,0,0,0,0,0,0,0,0,0,0,2
"Garett Hunter","YES",1990-01-18,"6.00",184,"LW","London Knights",4,0,0,0,0,-1,0,0,0,0,0,2
"Jake Guindon","YES",1990-06-19,"6.02",195,"RW","Sarnia Sting",5,0,0,0,0,0,0,0,0,0,0,0
"Jaroslav Kruzik","YES",1990-03-26,"6.01",179,"D","Barrie Colts",6,0,0,0,0,0,0,0,0,0,0,0
"Justin Larson","NO",1990-03-23,"6.03",205,"C","Mississauga St. Michael's Majors",4,0,0,0,0,-1,0,0,0,0,0,2
"Kain Allicock","YES",1990-03-02,"6.05",222,"LW","Saginaw Spirit",1,0,0,0,0,1,0,0,0,0,0,2
"Ken Peroff","NO",1989-09-22,"6.00",191,"D","Brampton Battalion",5,0,0,0,0,1,0,0,0,0,0,0
"Kyle DeCoste","NO",1990-06-30,"6.02",205,"RW","Brampton Battalion",5,0,0,0,0,0,0,0,0,0,0,2
"Luke VanMoerkerke","NO",1989-11-16,"6.03",212,"LW","Brampton Battalion",5,0,0,0,0,-1,0,0,0,0,0,4
"Mark Cundari","NO",1990-04-23,"5.10",200,"D","Windsor Spitfires",3,0,0,0,0,-3,0,0,0,0,0,10
"Matt Ashman","YES",1990-05-09,"6.00",182,"D","London Knights",2,0,0,0,0,0,0,0,0,0,0,0
"Matt Stanisz","YES",1990-05-19,"6.01",200,"D","Barrie Colts",6,0,0,0,0,0,0,0,0,0,0,4
"Mike Ryan","YES",1990-04-01,"6.01",180,"LW","Peterborough Petes",5,0,0,0,0,-1,0,0,0,0,0,2
"Patrick Moran","NO",1990-05-18,"6.00",201,"D","Guelph Storm",4,0,0,0,0,0,0,0,0,0,0,0
"Phil McRae","NO",1990-03-15,"6.03",195,"C","London Knights",4,0,0,0,0,0,0,0,0,0,0,7
"Ryan Moore","YES",1990-02-24,"5.10",180,"D","Sarnia Sting",5,0,0,0,0,0,0,0,0,0,0,0
"Scott Tanski","YES",1990-04-19,"6.01",192,"C","Brampton Battalion",5,0,0,0,0,-2,0,0,0,0,0,2
"Thomas Nesbitt","NO",1990-06-20,"5.11",180,"RW","Ottawa 67's",4,0,0,0,0,-1,0,0,0,0,0,0
"Tim Billingsley","NO",1990-01-17,"6.02",197,"D","Mississauga St. Michael's Majors",2,0,0,0,0,-2,0,0,0,0,0,2
"Tony DeHart","NO",1990-03-20,"6.01",205,"D","London Knights",3,0,0,0,0,-3,0,0,0,0,0,0
"Travis Gibbons","YES",1990-02-28,"5.10",187,"D","Guelph Storm",5,0,0,0,0,0,0,0,0,0,0,0
"Tucker Hunter","NO",1990-03-18,"6.02",194,"C","London Knights",5,0,0,0,0,-2,0,0,0,0,0,0
"Tye McGinn","YES",1990-07-29,"6.02",195,"LW","Ottawa 67's",4,0,0,0,0,-1,0,0,0,0,0,2
"Tyler Allen","NO",1990-03-19,"6.00",184,"LW","Mississauga St. Michael's Majors",1,0,0,0,0,-1,0,0,0,0,0,0
"Vladimir Roth","YES",1990-06-25,"6.02",190,"D","London Knights",4,0,0,0,0,1,0,0,0,0,0,2
"Zac Rinaldo","YES",1990-06-15,"5.11",180,"LW","Mississauga St. Michael's Majors",4,0,0,0,0,-3,0,0,0,0,0,9
