"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Michael Swift",1987-03-26,"C","Niagara IceDogs",10,3,1,4,0.4,22
"Luca Caputi",1988-10-01,"LW","Niagara IceDogs",10,1,3,4,0.4,24
"Stefan Legein",1988-11-24,"RW","Niagara IceDogs",10,3,0,3,0.3,17
"Matt Halischuk",1988-06-01,"RW","Kitchener Rangers",20,2,0,2,0.1,6
"Nazem Kadri",1990-10-06,"C","Kitchener Rangers",20,1,1,2,0.1,8
"Jordan Foreman",1987-01-06,"C","Niagara IceDogs",10,0,2,2,0.2,18
"Arturs Kulda",1988-07-25,"D","Peterborough Petes",5,1,0,1,0.2,25
"Cody Hodgson",1990-02-18,"C","Brampton Battalion",5,1,0,1,0.2,20
"Cory Tanaka",1988-05-17,"C","Belleville Bulls",21,1,0,1,0.05,7
"Jan Mursak",1988-01-20,"C","Belleville Bulls",21,1,0,1,0.05,4
"Kory Nagy",1989-10-12,"LW","Oshawa Generals",15,1,0,1,0.07,11
"Matt Kennedy",1989-03-04,"RW","Guelph Storm",10,1,0,1,0.1,25
"Mike Duco",1987-07-08,"LW","Kitchener Rangers",20,1,0,1,0.05,5
"Nigel Williams",1988-04-18,"D","Belleville Bulls",21,1,0,1,0.05,6
"Scott Timmins",1989-09-11,"C","Kitchener Rangers",20,1,0,1,0.05,12
"Steven Stamkos",1990-02-07,"C","Sarnia Sting",9,1,0,1,0.11,9
"Yves Bastien",1989-08-02,"LW","Peterborough Petes",5,1,0,1,0.2,50
"Adam Perry",1987-01-12,"LW","Belleville Bulls",21,0,1,1,0.05,6
"Brett Theberge",1989-11-03,"C","Peterborough Petes",5,0,1,1,0.2,20
"Drew Schiestel",1989-03-09,"D","Niagara IceDogs",10,0,1,1,0.1,14
"Matt Beleskey",1988-06-07,"LW","Belleville Bulls",21,0,1,1,0.05,3
"Michael Caruso",1988-07-05,"D","Guelph Storm",10,0,1,1,0.1,12
"Michael Del Zotto",1990-06-24,"D","Oshawa Generals",15,0,1,1,0.07,12
"Nick Spaling",1988-09-19,"LW","Kitchener Rangers",20,0,1,1,0.05,3
"Ryan Wilson",1987-02-03,"D","Sarnia Sting",9,0,1,1,0.11,14
"Tim Priamo",1988-04-07,"LW","Guelph Storm",10,0,1,1,0.1,50
"Zach Bogosian",1990-07-15,"D","Peterborough Petes",5,0,1,1,0.2,33
"Adam Comrie",1990-07-31,"D","Saginaw Spirit",4,0,0,0,0,NA
"Adam Henrique",1990-02-06,"C","Windsor Spitfires",5,0,0,0,0,0
"Adam Payerl",1991-03-04,"C","Barrie Colts",1,0,0,0,0,NA
"Adam Wallace",1990-03-23,"D","Windsor Spitfires",2,0,0,0,0,NA
"Adam Zamec",1989-09-22,"LW","Ottawa 67's",4,0,0,0,0,NA
"AJ Jenks",1990-06-27,"LW","Plymouth Whalers",4,0,0,0,0,0
"Akim Aliu",1989-04-24,"RW","London Knights",5,0,0,0,0,0
"Alex Dzielski",1989-07-17,"D","Kitchener Rangers",20,0,0,0,0,0
"Alex Friesen",1991-01-30,"C","Niagara IceDogs",10,0,0,0,0,0
"Alex Hutchings",1990-11-07,"C","Barrie Colts",9,0,0,0,0,0
"Alex Pietrangelo",1990-01-18,"D","Niagara IceDogs",6,0,0,0,0,0
"Andrew Campbell",1988-02-04,"D","Sault Ste. Marie Greyhounds",14,0,0,0,0,0
"Andrew Clouthier",1990-05-03,"LW","Barrie Colts",8,0,0,0,0,NA
"Andrew Fournier",1987-11-05,"C","Plymouth Whalers",4,0,0,0,0,0
"Andrew Merrett",1989-04-03,"RW","Niagara IceDogs",10,0,0,0,0,0
"Andrew Self",1987-01-08,"LW","Belleville Bulls",21,0,0,0,0,0
"Andrew Wilkins",1988-07-25,"RW","London Knights",5,0,0,0,0,0
"Andrew Yogan",1991-12-04,"C","Windsor Spitfires",5,0,0,0,0,NA
"Andy Andreoff",1991-05-17,"C","Oshawa Generals",9,0,0,0,0,NA
"Andy Bathgate",1991-02-26,"C","Belleville Bulls",5,0,0,0,0,NA
"Anthony Iaquinto",1989-10-01,"RW","London Knights",1,0,0,0,0,NA
"Anthony Peluso",1989-04-18,"RW","Sault Ste. Marie Greyhounds",14,0,0,0,0,0
"Anthony Tapper",1989-01-18,"C","Mississauga St. Michael's Majors",4,0,0,0,0,NA
"Arron Alphonso",1988-11-14,"RW","Sault Ste. Marie Greyhounds",14,0,0,0,0,0
"Barry Sanderson",1990-04-22,"C","Niagara IceDogs",10,0,0,0,0,0
"Ben O'Quinn",1991-05-07,"C","Sarnia Sting",9,0,0,0,0,NA
"Ben Shutron",1988-06-14,"D","Kitchener Rangers",20,0,0,0,0,0
"Blake Parlett",1989-05-13,"D","Mississauga St. Michael's Majors",4,0,0,0,0,NA
"Bobby Sanguinetti",1988-02-29,"D","Brampton Battalion",5,0,0,0,0,0
"Brad Albert",1989-03-06,"D","Brampton Battalion",5,0,0,0,0,NA
"Brad Smith",1988-04-18,"C","Saginaw Spirit",4,0,0,0,0,NA
"Bradley Snetsinger",1987-04-08,"LW","Windsor Spitfires",2,0,0,0,0,NA
"Brandon Biggers",1988-08-21,"LW","Sault Ste. Marie Greyhounds",14,0,0,0,0,0
"Brandon Buck",1988-08-16,"LW","Guelph Storm",10,0,0,0,0,0
"Brandon MacLean",1987-09-04,"LW","Sault Ste. Marie Greyhounds",14,0,0,0,0,0
"Brandon Mashinter",1988-09-20,"LW","Kitchener Rangers",20,0,0,0,0,0
"Branislav Rehus",1988-12-24,"RW","Peterborough Petes",5,0,0,0,0,0
"Brendan Taylor",1989-04-01,"C","Saginaw Spirit",1,0,0,0,0,NA
"Brett Bellemore",1988-06-25,"D","Plymouth Whalers",4,0,0,0,0,0
"Brett Flemming",1991-02-26,"D","Mississauga St. Michael's Majors",4,0,0,0,0,NA
"Brett Halstead",1988-03-27,"D","Barrie Colts",1,0,0,0,0,NA
"Brett MacLean",1988-12-24,"LW","Oshawa Generals",15,0,0,0,0,0
"Brett Oliphant",1988-02-26,"RW","Sarnia Sting",9,0,0,0,0,NA
"Brett Parnham",1989-01-30,"C","Oshawa Generals",15,0,0,0,0,0
"Brian Lashoff",1990-07-16,"D","Barrie Colts",8,0,0,0,0,0
"Bryan Cameron",1989-02-25,"RW","Belleville Bulls",21,0,0,0,0,0
