"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Barclay Goodrow",1993-02-26,"RW","North Bay Battalion",22,3,1,4,0.18,17
"Zack Mitchell",1993-01-07,"RW","Guelph Storm",20,3,1,4,0.2,13
"Ryan Rupert",1994-06-02,"C","London Knights",9,0,3,3,0.33,30
"Nikita Zadorov",1995-04-16,"D","London Knights",9,2,0,2,0.22,22
"Pius Suter",1996-05-24,"C","Guelph Storm",20,2,0,2,0.1,25
"Zach Hall",1993-04-29,"LW","Barrie Colts",9,2,0,2,0.22,15
"Ben Johnson",1994-06-07,"LW","Windsor Spitfires",4,1,1,2,0.5,33
"Brady Vail",1994-03-11,"C","Windsor Spitfires",4,1,1,2,0.5,100
"Brock McGinn",1994-02-02,"LW","Guelph Storm",12,1,1,2,0.17,17
"Tyler Gaudet",1993-04-04,"C","Sault Ste. Marie Greyhounds",9,0,2,2,0.22,25
"Aidan Wallace",1995-04-17,"LW","Oshawa Generals",12,1,0,1,0.08,33
"Ben Thomson",1993-01-16,"LW","North Bay Battalion",22,1,0,1,0.05,7
"Bo Horvat",1995-04-05,"C","London Knights",9,1,0,1,0.11,9
"Chris Tierney",1994-07-01,"C","London Knights",9,1,0,1,0.11,6
"Darnell Nurse",1995-02-04,"D","Sault Ste. Marie Greyhounds",9,1,0,1,0.11,12
"Jake Dotchin",1994-03-24,"D","Barrie Colts",11,1,0,1,0.09,20
"Jordan Maletta",1995-04-30,"C","Niagara IceDogs",7,1,0,1,0.14,33
"Nick Ebert",1994-05-11,"D","Guelph Storm",20,1,0,1,0.05,6
"Nick Paul",1995-03-20,"","Windsor Spitfires",22,1,0,1,0.05,6
"Nick Ritchie",1995-12-05,"LW","Peterborough Petes",11,1,0,1,0.09,10
"Patrick Watling",1993-09-26,"LW","Sault Ste. Marie Greyhounds",9,1,0,1,0.11,12
"Ray Huether",1994-03-16,"C","Sudbury Wolves",5,1,0,1,0.2,50
"Robby Fabbri",1996-01-22,"C","Guelph Storm",16,1,0,1,0.06,4
"Aaron Ekblad",1996-02-07,"D","Barrie Colts",9,0,1,1,0.11,17
"Andreas Athanasiou",1994-08-06,"LW","Barrie Colts",11,0,1,1,0.09,8
"Andrew Mangiapane",1996-04-04,"LW","Barrie Colts",11,0,1,1,0.09,14
"Ben Harpur",1995-01-12,"D","Guelph Storm",20,0,1,1,0.05,20
"Brenden Miller",1994-03-29,"D","North Bay Battalion",21,0,1,1,0.05,5
"Colin Suellentrop",1993-06-10,"D","Oshawa Generals",12,0,1,1,0.08,25
"Dylan Blujus",1994-01-22,"D","North Bay Battalion",22,0,1,1,0.05,10
"Graeme Brown",1996-05-16,"D","Windsor Spitfires",4,0,1,1,0.25,50
"Hunter Garlent",1995-02-04,"C","Peterborough Petes",11,0,1,1,0.09,12
"Jason Dickinson",1995-07-04,"LW","Guelph Storm",20,0,1,1,0.05,4
"Jonathan Laser",1994-08-17,"D","Barrie Colts",11,0,1,1,0.09,25
"Josh Anderson",1994-05-07,"RW","London Knights",9,0,1,1,0.11,11
"Kevin Raine",1993-05-28,"D","Sudbury Wolves",5,0,1,1,0.2,100
"Kyle Wood",1996-05-04,"D","North Bay Battalion",22,0,1,1,0.05,10
"Marcus McIvor",1994-05-20,"D","North Bay Battalion",22,0,1,1,0.05,11
"Mathew Santos",1995-03-16,"RW","North Bay Battalion",22,0,1,1,0.05,20
"Matt Finn",1994-02-24,"D","Guelph Storm",20,0,1,1,0.05,7
"Nathan Pancel",1994-01-05,"LW","Sudbury Wolves",5,0,1,1,0.2,25
"Nelson Armstrong",1993-12-09,"D","Peterborough Petes",11,0,1,1,0.09,25
"Tyler Bertuzzi",1995-02-24,"LW","Guelph Storm",18,0,1,1,0.06,6
"Tyson Fawcett",1993-06-08,"C","Barrie Colts",9,0,1,1,0.11,12
"Aaron Haydon",1996-01-06,"D","Niagara IceDogs",7,0,0,0,0,NA
"Aaron Luchuk",1997-04-05,"C","Windsor Spitfires",2,0,0,0,0,NA
"Adam Bateman",1995-01-05,"D","Windsor Spitfires",3,0,0,0,0,NA
"Adam Craievich",1997-05-09,"RW","Guelph Storm",7,0,0,0,0,0
"Adam Pelech",1994-08-16,"D","Erie Otters",14,0,0,0,0,0
"Aiden Jamieson",1996-03-23,"D","London Knights",5,0,0,0,0,NA
"Aleksandar Mikulovich",1996-07-01,"D","Niagara IceDogs",7,0,0,0,0,0
"Alex Annecchiarico",1995-03-05,"D","Owen Sound Attack",5,0,0,0,0,NA
"Alex Basso",1993-06-15,"D","London Knights",9,0,0,0,0,0
"Alex Gudbranson",1994-09-03,"D","Sault Ste. Marie Greyhounds",9,0,0,0,0,0
"Alex Henriksson",1995-02-07,"RW","North Bay Battalion",17,0,0,0,0,0
"Alex Lepkowski",1993-04-08,"D","Oshawa Generals",12,0,0,0,0,0
"Alex Peters",1996-07-02,"D","Plymouth Whalers",5,0,0,0,0,NA
"Alexander Protapovich",1996-08-16,"C","Niagara IceDogs",1,0,0,0,0,NA
"Andre Burakovsky",1995-02-09,"LW","Erie Otters",14,0,0,0,0,0
"Andrew Burns",1997-02-02,"D","Windsor Spitfires",4,0,0,0,0,0
"Andrew Fritsch",1993-03-24,"RW","Sault Ste. Marie Greyhounds",9,0,0,0,0,0
"Andrew Goldberg",1994-11-09,"RW","Mississauga Steelheads",4,0,0,0,0,0
"Andrey Alexeev",1995-03-01,"RW","Saginaw Spirit",2,0,0,0,0,NA
"Anthony DiFruscia",1995-04-20,"LW","Niagara IceDogs",7,0,0,0,0,0
"Anthony Kotsovos",1996-12-23,"D","Windsor Spitfires",1,0,0,0,0,NA
"Anthony Stefano",1996-01-04,"C","Peterborough Petes",11,0,0,0,0,0
"Artem Rasulov",1996-06-09,"RW","Mississauga Steelheads",2,0,0,0,0,NA
"Austin Gerhart",1997-04-03,"RW","Mississauga Steelheads",3,0,0,0,0,0
"Ben Hughes",1996-04-11,"C","Niagara IceDogs",3,0,0,0,0,0
"Billy Jenkins",1994-09-08,"LW","Niagara IceDogs",7,0,0,0,0,0
"Blake Clarke",1996-01-24,"LW","Saginaw Spirit",2,0,0,0,0,0
"Blake Siebenaler",1996-02-27,"D","Niagara IceDogs",7,0,0,0,0,0
"Blake Speers",1997-01-02,"RW","Sault Ste. Marie Greyhounds",9,0,0,0,0,0
"Bobby MacIntyre",1996-09-08,"LW","Mississauga Steelheads",1,0,0,0,0,NA
"Bradley  Latour",1995-09-13,"RW","Oshawa Generals",12,0,0,0,0,0
"Brady Austin",1993-06-16,"D","London Knights",4,0,0,0,0,0
"Brandon Belding",1994-02-24,"LW","Mississauga Steelheads",2,0,0,0,0,NA
"Brandon Devlin",1994-04-27,"D","Peterborough Petes",7,0,0,0,0,0
"Brandon Prophet",1996-06-03,"D","Saginaw Spirit",5,0,0,0,0,NA
"Brayden Rose",1993-01-29,"D","Owen Sound Attack",5,0,0,0,0,0
"Brendan  Perlini",1996-04-27,"LW","Niagara IceDogs",7,0,0,0,0,0
"Brendan Gaunce",1994-03-25,"C","Erie Otters",14,0,0,0,0,0
"Brendan Lemieux",1996-03-15,"LW","Barrie Colts",11,0,0,0,0,0
"Brett Foy",1993-01-15,"C","Mississauga Steelheads",4,0,0,0,0,0
"Brett Hargrave",1996-01-16,"RW","Owen Sound Attack",1,0,0,0,0,NA
"Brett McKenzie",1997-03-12,"C","North Bay Battalion",22,0,0,0,0,0
"Brett Welychka",1994-03-03,"RW","London Knights",9,0,0,0,0,0
"Brian Brosnan",1995-04-22,"D","Niagara IceDogs",7,0,0,0,0,NA
"Brody Milne",1995-04-03,"LW","Windsor Spitfires",4,0,0,0,0,NA
"Brody Silk",1994-11-30,"LW","Sudbury Wolves",5,0,0,0,0,0
"Bryan Moore",1994-05-25,"RW","Sault Ste. Marie Greyhounds",7,0,0,0,0,0
"Bryce Yetman",1997-02-21,"RW","Plymouth Whalers",4,0,0,0,0,0
"Bryson Cianfrone",1995-02-14,"C","Mississauga Steelheads",3,0,0,0,0,0
"C.J. Garcia",1996-02-03,"D","Barrie Colts",11,0,0,0,0,0
"Cameron Lizotte",1997-08-24,"D","Peterborough Petes",9,0,0,0,0,NA
"Carter Sandlak",1993-05-18,"LW","Plymouth Whalers",1,0,0,0,0,0
"Carter Verhaeghe",1995-08-14,"C","Niagara IceDogs",6,0,0,0,0,0
"Chadd Bauman",1995-08-08,"D","Guelph Storm",20,0,0,0,0,NA
"Chandler Yakimowicz",1996-01-26,"C","London Knights",9,0,0,0,0,0
"Charley Graaskamp",1996-01-31,"C","Sault Ste. Marie Greyhounds",1,0,0,0,0,NA
"Chris Bigras",1995-02-22,"D","Owen Sound Attack",5,0,0,0,0,0
"Chris Carlisle",1994-12-16,"D","Oshawa Generals",11,0,0,0,0,0
"Clark Seymour",1993-05-18,"D","Peterborough Petes",11,0,0,0,0,0
"Cody Caron",1996-05-28,"RW","Niagara IceDogs",6,0,0,0,0,NA
"Cody Payne",1994-01-14,"RW","Saginaw Spirit",5,0,0,0,0,0
"Cody Thompson",1995-02-08,"LW","Mississauga Steelheads",4,0,0,0,0,NA
"Cole Cassels",1995-05-04,"C","Oshawa Generals",12,0,0,0,0,0
"Colton White",1997-05-03,"D","Sault Ste. Marie Greyhounds",9,0,0,0,0,0
"Connor Boland",1994-11-29,"D","Peterborough Petes",11,0,0,0,0,0
"Connor Brown",1994-01-14,"RW","Erie Otters",14,0,0,0,0,0
"Connor Burgess",1996-02-13,"LW","Sudbury Wolves",4,0,0,0,0,NA
"Connor Chatham",1995-10-30,"RW","Plymouth Whalers",5,0,0,0,0,0
"Connor Crisp",1994-04-08,"C","Sudbury Wolves",5,0,0,0,0,0
"Connor Jarvis",1994-08-27,"LW","North Bay Battalion",22,0,0,0,0,0
"Connor McDavid",1997-01-13,"C","Erie Otters",14,0,0,0,0,0
"Connor Sills",1995-05-21,"RW","Plymouth Whalers",5,0,0,0,0,0
"Connor Walters",1997-06-05,"D","Owen Sound Attack",5,0,0,0,0,NA
"Conor McGlynn",1995-06-19,"C","Kingston Frontenacs",7,0,0,0,0,0
"Cordell James",1996-06-14,"C","Barrie Colts",11,0,0,0,0,NA
"Corey Pawley",1995-01-03,"LW","Kingston Frontenacs",4,0,0,0,0,0
"Cory Genovese",1994-10-14,"D","Erie Otters",14,0,0,0,0,0
"Craig Duininck",1993-04-29,"D","Sudbury Wolves",5,0,0,0,0,0
"Cristiano DiGiacinto",1996-01-10,"LW","Windsor Spitfires",2,0,0,0,0,NA
"Cullen Mercer",1997-05-02,"C","Plymouth Whalers",5,0,0,0,0,NA
"Dakota Mermis",1994-01-05,"D","London Knights",9,0,0,0,0,0
"Damian Bourne",1996-02-11,"LW","Mississauga Steelheads",4,0,0,0,0,0
"Damir Sharipzyanov",1996-02-17,"D","Owen Sound Attack",5,0,0,0,0,0
"Dane Fox",1993-10-13,"LW","Erie Otters",14,0,0,0,0,0
"Daniel De Sousa",1996-03-14,"D","Saginaw Spirit",4,0,0,0,0,0
"Daniel Milne",1994-03-24,"LW","Owen Sound Attack",5,0,0,0,0,0
"Danny Desrochers",1995-08-22,"LW","Sudbury Wolves",5,0,0,0,0,0
"Danny Vanderwiel",1995-02-17,"LW","Plymouth Whalers",5,0,0,0,0,0
"Darcy Greenaway",1993-01-19,"C","Kingston Frontenacs",7,0,0,0,0,0
"Darren Raddysh",1996-02-28,"D","Erie Otters",2,0,0,0,0,NA
"David Miller",1996-09-25,"C","Sault Ste. Marie Greyhounds",9,0,0,0,0,0
"David Zeppieri",1997-02-04,"C","Sudbury Wolves",1,0,0,0,0,NA
"Dominik Kahun",1995-07-02,"LW","Sudbury Wolves",5,0,0,0,0,0
"Dylan Corson",1994-03-01,"C","Sault Ste. Marie Greyhounds",9,0,0,0,0,0
"Dylan Sadowy",1996-04-02,"LW","Saginaw Spirit",5,0,0,0,0,0
"Dylan Smoskowitz",1993-02-11,"RW","Oshawa Generals",12,0,0,0,0,0
"Dylan Strome",1997-03-07,"C","Erie Otters",14,0,0,0,0,0
"Eric  Cornel",1996-04-11,"RW","Peterborough Petes",11,0,0,0,0,0
"Eric Diodati",1993-02-15,"D","Windsor Spitfires",4,0,0,0,0,NA
"Eric Locke",1993-11-21,"C","Saginaw Spirit",5,0,0,0,0,0
"Eric Ming",1993-03-31,"RW","Niagara IceDogs",7,0,0,0,0,0
"Ethan Szypula",1997-01-28,"C","Owen Sound Attack",5,0,0,0,0,NA
"Evan de Haan",1995-02-15,"D","Sudbury Wolves",5,0,0,0,0,NA
"Evan McEneny",1994-05-22,"D","Kingston Frontenacs",7,0,0,0,0,0
"Everett Clark",1996-01-22,"C","Mississauga Steelheads",3,0,0,0,0,NA
"Francesco Vilardi",1996-01-09,"C","Plymouth Whalers",5,0,0,0,0,0
"Garrett Hooey",1994-06-02,"C","Barrie Colts",11,0,0,0,0,0
"Gemel Smith",1994-04-16,"LW","London Knights",9,0,0,0,0,0
"Gianluca Curcuruto",1994-02-25,"D","Plymouth Whalers",5,0,0,0,0,0
"Gilbert Gabor",1995-09-11,"LW","Owen Sound Attack",5,0,0,0,0,NA
"Graham Knott",1997-01-13,"LW","Niagara IceDogs",7,0,0,0,0,0
"Greg  Betzold",1995-03-11,"LW","Peterborough Petes",11,0,0,0,0,0
"Greg DiTomaso",1996-03-12,"D","Mississauga Steelheads",4,0,0,0,0,0
