"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Robby Fabbri","NO",1996-01-22,"5.10",178,"C","Guelph Storm",16,13,15,28,1.75,16,6,5,11,2,0,12
"Michael Dal Colle","NO",1996-06-20,"6.02",198,"LW","Oshawa Generals",12,8,12,20,1.67,0,4,7,11,0,0,0
"Brendan Lemieux","NO",1996-03-15,"6.01",210,"LW","Barrie Colts",11,7,3,10,0.91,-1,3,0,3,2,1,16
"Nick Ritchie","NO",1995-12-05,"6.03",229,"LW","Peterborough Petes",11,5,5,10,0.91,-5,2,3,5,1,0,24
"Kyle Wood","YES",1996-05-04,"6.05",223,"D","North Bay Battalion",22,2,8,10,0.45,6,0,1,1,0,0,6
"Sam Bennett","NO",1996-06-20,"6.01",184,"C","Kingston Frontenacs",7,5,4,9,1.29,2,1,1,2,0,1,18
"Mike Amadio","NO",1996-05-13,"6.01",196,"C","North Bay Battalion",22,4,5,9,0.41,-10,1,4,5,0,0,2
"Pius Suter","NO",1996-05-24,"5.11",165,"C","Guelph Storm",20,6,2,8,0.4,9,0,0,0,0,0,2
"Eric  Cornel","NO",1996-04-11,"6.02",195,"RW","Peterborough Petes",11,4,3,7,0.64,-3,0,1,1,0,0,4
"Kevin  Labanc","NO",1995-12-12,"5.11",179,"LW","Barrie Colts",11,3,4,7,0.64,2,1,1,2,0,0,4
"Andrew Mangiapane","YES",1996-04-04,"5.10",182,"LW","Barrie Colts",11,2,5,7,0.64,0,1,2,3,0,0,8
"Jared McCann","NO",1996-05-31,"6.00",185,"C","Sault Ste. Marie Greyhounds",9,2,5,7,0.78,-1,0,2,2,0,0,4
"Michael Bunting","NO",1995-09-17,"6.00",192,"LW","Sault Ste. Marie Greyhounds",9,5,1,6,0.67,1,4,0,4,0,0,4
"Aaron Ekblad","NO",1996-02-07,"6.04",217,"D","Barrie Colts",9,2,4,6,0.67,-4,1,2,3,0,0,14
"Zach Bratina","NO",1996-01-06,"6.02",183,"LW","North Bay Battalion",14,0,6,6,0.43,-3,0,1,1,0,0,4
"Phil Baltisberger","NO",1995-11-13,"6.01",208,"D","Guelph Storm",20,2,3,5,0.25,18,0,0,0,0,1,20
"Spencer Watson","NO",1996-04-25,"5.11",170,"RW","Kingston Frontenacs",7,1,4,5,0.71,4,0,1,1,0,0,0
"Dylan Sadowy","NO",1996-04-02,"6.01",195,"LW","Saginaw Spirit",5,4,0,4,0.8,0,0,0,0,0,0,2
"Blake Siebenaler","YES",1996-02-27,"6.01",190,"D","Niagara IceDogs",7,1,3,4,0.57,4,0,0,0,0,0,2
"Roland McKeown","NO",1996-01-20,"6.2",195,"D","Kingston Frontenacs",7,1,3,4,0.57,6,1,1,2,1,0,8
"Connor Chatham","NO",1995-10-30,"6.02",225,"RW","Plymouth Whalers",5,3,0,3,0.6,-2,1,0,1,0,0,6
"Matt Gillard","YES",1996-08-30,"5.10",181,"LW","Niagara IceDogs",5,3,0,3,0.6,-1,0,0,0,0,0,0
"Santino Centorame","YES",1996-04-28,"5.11",190,"D","Owen Sound Attack",5,3,0,3,0.6,-3,3,0,3,0,0,8
"Josh Ho-Sang","NO",1996-01-22,"6.00",170,"RW","Windsor Spitfires",4,1,2,3,0.75,-10,1,2,3,0,0,10
"Stephen Desrocher","YES",1996-01-26,"6.04",206,"D","Oshawa Generals",12,1,2,3,0.25,1,0,1,1,0,0,6
"C.J. Garcia","NO",1996-02-03,"5.11",195,"D","Barrie Colts",11,0,3,3,0.27,7,0,0,0,0,0,8
"Stefan LeBlanc","YES",1996-03-16,"6.00",199,"D","Mississauga Steelheads",4,0,3,3,0.75,3,0,1,1,0,0,4
"Chandler Yakimowicz","YES",1996-01-26,"6.02",211,"C","London Knights",9,2,0,2,0.22,1,0,0,0,0,0,4
"Jacob Busch","YES",1996-07-10,"6.01",183,"RW","Oshawa Generals",11,2,0,2,0.18,3,0,0,0,0,0,7
"Steven Lorentz","YES",1996-04-13,"6.03",191,"C","Peterborough Petes",11,2,0,2,0.18,-1,0,0,0,0,0,0
"Justin Brack","YES",1996-02-04,"5.11",205,"LW","Owen Sound Attack",5,1,1,2,0.4,-1,0,0,0,0,0,2
"Ryan Foss","YES",1996-01-27,"6.03",184,"C","Windsor Spitfires",4,1,1,2,0.5,-1,0,1,1,0,0,0
"Aleksandar Mikulovich","YES",1996-07-01,"6.03",200,"D","Niagara IceDogs",7,0,2,2,0.29,-4,0,0,0,0,0,6
"Ben Hughes","NO",1996-04-11,"6.03",200,"C","Niagara IceDogs",3,0,2,2,0.67,-1,0,0,0,0,0,4
"Graeme Brown","NO",1996-05-16,"6.00",198,"D","Windsor Spitfires",4,0,2,2,0.5,-4,0,0,0,0,0,4
"Jared Walsh","NO",1996-05-17,"5.10",181,"D","Mississauga Steelheads",4,0,2,2,0.5,-1,0,1,1,0,0,2
"Matt Mistele","NO",1995-10-17,"6.02",190,"LW","Plymouth Whalers",5,0,2,2,0.4,-3,0,1,1,0,0,2
