"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Kyle Wood",1996-05-04,"D","North Bay Battalion",22,2,8,10,0.45,6,0,1,0,0,6
"Dylan Strome",1997-03-07,"C","Erie Otters",14,3,6,9,0.64,2,0,0,1,0,0
"Mitchell Marner",1997-05-05,"C","London Knights",9,3,6,9,1,3,0,3,1,0,4
"Andrew Mangiapane",1996-04-04,"LW","Barrie Colts",11,2,5,7,0.64,0,1,2,0,0,8
"Brett McKenzie",1997-03-12,"C","North Bay Battalion",22,2,4,6,0.27,1,0,0,0,0,11
"Travis  Dermott",1996-12-22,"D","Erie Otters",14,0,5,5,0.36,-4,0,2,0,0,8
"Blake Siebenaler",1996-02-27,"D","Niagara IceDogs",7,1,3,4,0.57,4,0,0,0,0,2
"Matt Gillard",1996-08-30,"LW","Niagara IceDogs",5,3,0,3,0.6,-1,0,0,0,0,0
"Santino Centorame",1996-04-28,"D","Owen Sound Attack",5,3,0,3,0.6,-3,3,0,0,0,8
"Mitchell Vande Sompel",1997-02-11,"D","Oshawa Generals",12,1,2,3,0.25,3,0,1,1,0,0
"Stephen Desrocher",1996-01-26,"D","Oshawa Generals",12,1,2,3,0.25,1,0,1,0,0,6
"Andrew Burns",1997-02-02,"D","Windsor Spitfires",4,0,3,3,0.75,-6,0,2,0,0,9
"Blake Speers",1997-01-02,"RW","Sault Ste. Marie Greyhounds",9,0,3,3,0.33,-3,0,2,0,0,0
"David Miller",1996-09-25,"C","Sault Ste. Marie Greyhounds",9,0,3,3,0.33,-3,0,3,0,0,4
"Lawson Crouse",1997-06-23,"LW","Kingston Frontenacs",7,0,3,3,0.43,-2,0,0,0,0,7
"Stefan LeBlanc",1996-03-16,"D","Mississauga Steelheads",4,0,3,3,0.75,3,0,1,0,0,4
"Chandler Yakimowicz",1996-01-26,"C","London Knights",9,2,0,2,0.22,1,0,0,0,0,4
"Jacob Busch",1996-07-10,"RW","Oshawa Generals",11,2,0,2,0.18,3,0,0,0,0,7
"Steven Lorentz",1996-04-13,"C","Peterborough Petes",11,2,0,2,0.18,-1,0,0,0,0,0
"Bryce Yetman",1997-02-21,"RW","Plymouth Whalers",4,1,1,2,0.5,0,0,0,0,0,0
"Justin Brack",1996-02-04,"LW","Owen Sound Attack",5,1,1,2,0.4,-1,0,0,0,0,2
"Ryan Foss",1996-01-27,"C","Windsor Spitfires",4,1,1,2,0.5,-1,0,1,0,0,0
"Aleksandar Mikulovich",1996-07-01,"D","Niagara IceDogs",7,0,2,2,0.29,-4,0,0,0,0,6
"Matthew Kreis",1997-08-01,"LW","Barrie Colts",11,0,2,2,0.18,3,0,0,0,0,0
"Mitchell Stephens",1997-02-05,"C","Saginaw Spirit",5,0,2,2,0.4,1,0,0,0,0,2
"Austin Gerhart",1997-04-03,"RW","Mississauga Steelheads",3,1,0,1,0.33,0,0,0,0,0,0
"Owen MacDonald",1996-05-24,"RW","London Knights",9,1,0,1,0.11,-1,0,0,0,0,8
"Thomas Schemitsch",1996-10-26,"D","Owen Sound Attack",5,1,0,1,0.2,-1,1,0,0,0,2
"Adam Craievich",1997-05-09,"RW","Guelph Storm",7,0,1,1,0.14,1,0,0,0,0,0
"Anthony Stefano",1996-01-04,"C","Peterborough Petes",11,0,1,1,0.09,0,0,0,0,0,6
"Colton White",1997-05-03,"D","Sault Ste. Marie Greyhounds",9,0,1,1,0.11,0,0,0,0,0,0
"Damir Sharipzyanov",1996-02-17,"D","Owen Sound Attack",5,0,1,1,0.2,-1,0,0,0,0,0
"Francesco Vilardi",1996-01-09,"C","Plymouth Whalers",5,0,1,1,0.2,-3,0,0,0,0,2
"Graham Knott",1997-01-13,"LW","Niagara IceDogs",7,0,1,1,0.14,-2,0,0,0,0,0
"Greg DiTomaso",1996-03-12,"D","Mississauga Steelheads",4,0,1,1,0.25,-2,0,1,0,0,0
"Jeffrey Gilligan",1996-04-22,"C","Owen Sound Attack",5,0,1,1,0.2,-4,0,0,0,0,8
"Johnny Corneil",1997-08-16,"C","Niagara IceDogs",7,0,1,1,0.14,0,0,0,0,0,2
"Josh Wesley",1996-04-09,"D","Plymouth Whalers",5,0,1,1,0.2,-1,0,0,0,0,2
"Riley Bruce",1997-07-16,"D","North Bay Battalion",15,0,1,1,0.07,1,0,0,0,0,9
"Ryan Moore",1997-04-09,"C","Windsor Spitfires",4,0,1,1,0.25,-1,0,0,0,0,4
"Sean Day",1998-01-09,"D","Mississauga Steelheads",4,0,1,1,0.25,-4,0,1,0,0,4
"Vince Dunn",1996-10-29,"D","Niagara IceDogs",7,0,1,1,0.14,4,0,0,0,0,2
"Aaron Luchuk",1997-04-05,"C","Windsor Spitfires",2,0,0,0,0,-2,0,0,0,0,0
"Aiden Jamieson",1996-03-23,"D","London Knights",5,0,0,0,0,-1,0,0,0,0,4
"Alexander Protapovich",1996-08-16,"C","Niagara IceDogs",1,0,0,0,0,1,0,0,0,0,0
"Anthony Kotsovos",1996-12-23,"D","Windsor Spitfires",1,0,0,0,0,0,0,0,0,0,2
"Artem Rasulov",1996-06-09,"RW","Mississauga Steelheads",2,0,0,0,0,1,0,0,0,0,0
"Cameron Lizotte",1997-08-24,"D","Peterborough Petes",9,0,0,0,0,-1,0,0,0,0,12
"Charley Graaskamp",1996-01-31,"C","Sault Ste. Marie Greyhounds",1,0,0,0,0,0,0,0,0,0,0
"Cody Caron",1996-05-28,"RW","Niagara IceDogs",6,0,0,0,0,-2,0,0,0,0,11
"Connor Walters",1997-06-05,"D","Owen Sound Attack",5,0,0,0,0,-3,0,0,0,0,0
"Cordell James",1996-06-14,"C","Barrie Colts",11,0,0,0,0,0,0,0,0,0,7
"Cristiano DiGiacinto",1996-01-10,"LW","Windsor Spitfires",2,0,0,0,0,-1,0,0,0,0,9
"Cullen Mercer",1997-05-02,"C","Plymouth Whalers",5,0,0,0,0,-8,0,0,0,0,0
"David Zeppieri",1997-02-04,"C","Sudbury Wolves",1,0,0,0,0,-1,0,0,0,0,0
"Ethan Szypula",1997-01-28,"C","Owen Sound Attack",5,0,0,0,0,-2,0,0,0,0,0
"Everett Clark",1996-01-22,"C","Mississauga Steelheads",3,0,0,0,0,-2,0,0,0,0,2
"Hayden McCool",1997-04-11,"LW","Niagara IceDogs",7,0,0,0,0,-1,0,0,0,0,2
"Jesse Barwell",1997-05-08,"C","Mississauga Steelheads",2,0,0,0,0,-1,0,0,0,0,0
"Joe Manchurek",1996-08-10,"RW","Oshawa Generals",11,0,0,0,0,-1,0,0,0,0,2
"Josh Carrick",1996-01-24,"D","Barrie Colts",11,0,0,0,0,0,0,0,0,0,4
"Josh Coyle",1997-07-27,"C","Peterborough Petes",4,0,0,0,0,0,0,0,0,0,0
"Keigan Goetz",1996-09-07,"RW","Sault Ste. Marie Greyhounds",1,0,0,0,0,0,0,0,0,0,0
"Kris Bennett",1996-01-06,"C","Saginaw Spirit",5,0,0,0,0,-5,0,0,0,0,0
"Kyle Capobianco",1997-08-13,"D","Sudbury Wolves",5,0,0,0,0,-3,0,0,0,0,0
"Liam Dunda",1997-09-15,"LW","Plymouth Whalers",5,0,0,0,0,0,0,0,0,0,2
"Liam Murray",1997-06-28,"D","Windsor Spitfires",4,0,0,0,0,-4,0,0,0,0,0
"Mathieu Henderson",1996-01-07,"D","Plymouth Whalers",4,0,0,0,0,-1,0,0,0,0,0
"Matt Watson",1996-04-25,"D","Kingston Frontenacs",3,0,0,0,0,0,0,0,0,0,0
"Mitchell Webb",1997-01-10,"LW","Peterborough Petes",7,0,0,0,0,0,0,0,0,0,0
"Nathan Bastian",1997-12-06,"C","Mississauga Steelheads",4,0,0,0,0,-2,0,0,0,0,2
"Nick Pastorious",1996-05-09,"RW","Barrie Colts",5,0,0,0,0,0,0,0,0,0,2
"Owen McDade",1996-02-11,"C","Oshawa Generals",2,0,0,0,0,0,0,0,0,0,0
"Quentin Maksimovich",1996-03-30,"C","Erie Otters",2,0,0,0,0,-1,0,0,0,0,0
"Ryan Heeps",1997-01-30,"C","Owen Sound Attack",4,0,0,0,0,-1,0,0,0,0,0
"Ryan Orban",1997-07-24,"D","Saginaw Spirit",3,0,0,0,0,-2,0,0,0,0,0
"Tyler  Sensky",1997-02-27,"D","Plymouth Whalers",2,0,0,0,0,-2,0,0,0,0,0
"Vincent Scognamiglio",1996-09-01,"RW","Plymouth Whalers",5,0,0,0,0,0,0,0,0,0,9
