"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Kerby Rychel","NO",16,1994-10-07,1994,"6.01",202,"LW","Guelph Storm",20,11,21,32,1.6,20,4,5,9,0,0,0,2,1,23,1
"Zack Mitchell","NO",23,1993-01-07,1993,"6.00",184,"RW","Guelph Storm",20,12,18,30,1.5,23,2,6,8,3,1,4,3,1,12,1
"Robby Fabbri","NO",9,1996-01-22,1996,"5.10",178,"C","Guelph Storm",16,13,15,28,1.75,16,6,5,11,1,0,1,2,0,12,1
"Scott Kosmachuk","NO",24,1994-01-24,1994,"6.00",189,"RW","Guelph Storm",20,10,18,28,1.4,22,2,1,3,0,0,0,3,1,27,1
"Barclay Goodrow","NO",23,1993-02-26,1993,"6.02",214,"RW","North Bay Battalion",22,14,10,24,1.09,4,1,5,6,3,1,4,4,1,23,1
"Jason Dickinson","NO",11,1995-07-04,1995,"6.02",191,"LW","Guelph Storm",20,8,16,24,1.2,20,0,1,1,0,1,1,2,0,6,1
"Michael Dal Colle","NO",71,1996-06-20,1996,"6.02",198,"LW","Oshawa Generals",12,8,12,20,1.67,0,4,7,11,0,0,0,0,0,0,1
"Brenden Miller","NO",22,1994-03-29,1994,"6.01",190,"D","North Bay Battalion",21,3,17,20,0.95,4,0,8,8,0,1,1,1,0,27,1
"Dane Fox","NO",74,1993-10-13,1993,"6.00",185,"LW","Erie Otters",14,8,11,19,1.36,2,3,4,7,0,0,0,2,0,26,1
"Connor McDavid","NO",97,1997-01-13,1997,"6.01",187,"C","Erie Otters",14,4,15,19,1.36,-1,0,4,4,0,0,0,1,0,2,1
"Nick Paul",NA,NA,1995-03-20,1995,"6.03",221,"","Windsor Spitfires",22,12,6,18,0.82,9,5,1,6,1,0,1,3,0,10,1
"Connor Brown","NO",28,1994-01-14,1994,"5.11",170,"RW","Erie Otters",14,8,10,18,1.29,1,4,2,6,0,0,0,0,1,8,1
"Tyler Bertuzzi","NO",17,1995-02-24,1995,"6.01",190,"LW","Guelph Storm",18,10,7,17,0.94,14,0,1,1,0,1,1,0,0,24,1
"Chris Tierney","NO",71,1994-07-01,1994,"6.01",187,"C","London Knights",9,6,11,17,1.89,-1,5,5,10,1,0,1,1,0,0,1
"Cole Cassels","NO",19,1995-05-04,1995,"6.00",180,"C","Oshawa Generals",12,6,11,17,1.42,0,3,6,9,0,0,0,1,1,16,1
"Brendan Gaunce","NO",14,1994-03-25,1994,"6.02",215,"C","Erie Otters",14,5,11,16,1.14,4,1,2,3,0,0,0,0,0,16,1
"Nick Ebert","NO",10,1994-05-11,1994,"6.00",205,"D","Guelph Storm",20,5,11,16,0.8,13,1,5,6,1,0,1,0,0,8,1
"Matt Finn","NO",4,1994-02-24,1994,"6.01",204,"D","Guelph Storm",20,5,9,14,0.7,17,3,2,5,0,1,1,1,0,6,1
"Ben Thomson","NO",25,1993-01-16,1993,"6.04",220,"LW","North Bay Battalion",22,5,9,14,0.64,5,2,1,3,1,0,1,1,0,64,1
"Andre Burakovsky","NO",95,1995-02-09,1995,"6.02",188,"LW","Erie Otters",14,10,3,13,0.93,7,1,0,1,0,0,0,1,0,2,1
"Zach Hall","NO",28,1993-04-29,1993,"5.11",185,"LW","Barrie Colts",9,6,7,13,1.44,-3,2,3,5,2,0,2,3,0,6,1
"Brock McGinn","NO",21,1994-02-02,1994,"6.00",180,"LW","Guelph Storm",12,6,6,12,1,8,1,2,3,1,1,2,1,1,21,1
"Gemel Smith","NO",14,1994-04-16,1994,"5.11",192,"LW","London Knights",9,3,9,12,1.33,4,2,1,3,0,0,0,1,0,9,1
"Andreas Athanasiou","NO",22,1994-08-06,1994,"6.02",200,"LW","Barrie Colts",11,3,9,12,1.09,1,0,5,5,0,1,1,0,0,2,1
"Bo Horvat","NO",53,1995-04-05,1995,"6.00",203,"C","London Knights",9,5,6,11,1.22,0,1,4,5,1,0,1,1,0,4,1
"Scott Laughton","NO",21,1994-05-30,1994,"6.01",190,"C","Oshawa Generals",9,4,7,11,1.22,2,3,5,8,0,0,0,0,0,17,1
"Hunter Smith","NO",34,1995-09-11,1995,"6.06",210,"RW","Oshawa Generals",12,3,8,11,0.92,2,2,4,6,0,0,0,2,0,25,1
"Steven Trojanovic","NO",3,1993-08-04,1993,"6.02",200,"D","Guelph Storm",20,1,10,11,0.55,10,0,4,4,0,0,0,0,0,8,1
"Brendan Lemieux","NO",21,1996-03-15,1996,"6.01",210,"LW","Barrie Colts",11,7,3,10,0.91,-1,3,0,3,0,0,0,2,1,16,1
"Alex Henriksson","NO",16,1995-02-07,1995,"6.02",207,"RW","North Bay Battalion",17,7,3,10,0.59,-2,1,0,1,0,0,0,1,0,8,1
"Nick Ritchie","NO",20,1995-12-05,1995,"6.03",229,"LW","Peterborough Petes",11,5,5,10,0.91,-5,2,3,5,1,0,1,1,0,24,1
"Max Domi","NO",16,1995-03-02,1995,"5.10",194,"LW","London Knights",9,4,6,10,1.11,-5,2,4,6,0,0,0,0,0,8,1
"Dylan Blujus","NO",6,1994-01-22,1994,"6.03",200,"D","North Bay Battalion",22,4,6,10,0.45,1,3,3,6,0,1,1,1,0,20,1
"Ryan Rupert","NO",64,1994-06-02,1994,"5.09",190,"C","London Knights",9,3,7,10,1.11,0,1,2,3,0,3,3,1,0,10,1
"Kyle Wood","YES",3,1996-05-04,1996,"6.05",223,"D","North Bay Battalion",22,2,8,10,0.45,6,0,1,1,0,1,1,0,0,6,1
"Zac Leslie","NO",8,1994-01-31,1994,"6.00",187,"D","Guelph Storm",20,1,9,10,0.5,10,0,3,3,0,0,0,0,0,22,1
"Sam Bennett","NO",93,1996-06-20,1996,"6.01",184,"C","Kingston Frontenacs",7,5,4,9,1.29,2,1,1,2,0,0,0,0,1,18,1
"Josh Anderson","NO",77,1994-05-07,1994,"6.03",212,"RW","London Knights",9,5,4,9,1,-1,3,1,4,0,1,1,0,0,14,1
"Josh Sterk","NO",20,1995-01-17,1995,"5.11",183,"C","Oshawa Generals",12,5,4,9,0.75,-2,3,4,7,0,0,0,2,0,6,1
"Nikita Zadorov","NO",65,1995-04-16,1995,"6.05",235,"D","London Knights",9,4,5,9,1,-1,0,5,5,2,0,2,0,0,16,1
"Mike Amadio","NO",18,1996-05-13,1996,"6.01",196,"C","North Bay Battalion",22,4,5,9,0.41,-10,1,4,5,0,0,0,0,0,2,1
"Mitchell Marner","YES",93,1997-05-05,1997,"5.11",164,"C","London Knights",9,3,6,9,1,3,0,3,3,0,0,0,1,0,4,1
"Greg  Betzold","NO",17,1995-03-11,1995,"6.02",217,"LW","Peterborough Petes",11,3,6,9,0.82,-1,1,1,2,0,0,0,0,0,4,1
