"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Kerby Rychel","NO",1994-10-07,"6.01",202,"LW","Windsor Spitfires",68,40,47,87,1.28,-21,16,21,37,4,3,94
"Max Domi","NO",1995-03-02,"5.10",194,"C","London Knights",64,39,48,87,1.36,33,14,21,35,3,2,71
"Sean Monahan","NO",1994-10-12,"6.02",193,"C","Ottawa 67's",58,31,47,78,1.34,-18,15,23,38,1,2,24
"Jimmy Lodge","NO",1995-03-05,"6.01",172,"C","Saginaw Spirit",64,28,39,67,1.05,4,13,10,23,2,0,28
"Bo Horvat","NO",1995-04-05,"6.00",203,"LW","London Knights",67,33,28,61,0.91,3,17,9,26,5,1,29
"Ryan Hartman","NO",1994-09-20,"5.11",190,"LW","Plymouth Whalers",56,23,37,60,1.07,29,5,8,13,3,1,120
"Sergey Tolchinsky","YES",1995-02-03,"5.08",169,"LW","Sault Ste. Marie Greyhounds",62,26,25,51,0.82,8,8,7,15,2,0,12
"Jordan Subban","NO",1995-03-03,"5.09",185,"D","Belleville Bulls",68,15,36,51,0.75,22,6,13,19,2,0,47
"Nicholas Baptiste","NO",1995-08-04,"6.01",190,"RW","Sudbury Wolves",66,21,27,48,0.73,-1,10,8,18,1,0,44
"Ryan Kujawinski","NO",1995-03-30,"6.02",207,"C","Kingston Frontenacs",66,17,31,48,0.73,-12,5,5,10,1,0,40
"Jason Dickinson","NO",1995-07-04,"6.02",191,"LW","Guelph Storm",66,18,29,47,0.71,19,6,6,12,3,0,31
"Carter Verhaeghe","NO",1995-08-14,"6.02",185,"C","Niagara IceDogs",67,18,26,44,0.66,-12,5,8,13,2,0,22
"Nick Moutrey","NO",1995-06-24,"6.03",220,"RW","Saginaw Spirit",65,16,27,43,0.66,2,1,2,3,3,0,44
"Cole Cassels","NO",1995-05-04,"6.00",180,"C","Oshawa Generals",64,15,28,43,0.67,7,6,10,16,2,1,61
"Darnell Nurse","NO",1995-02-04,"6.04",205,"D","Sault Ste. Marie Greyhounds",68,12,29,41,0.6,15,2,10,12,2,0,116
"Zach Nastasiuk","NO",1995-03-30,"6.02",202,"RW","Owen Sound Attack",62,20,20,40,0.65,21,7,8,15,1,2,32
"Dominik Kahun","YES",1995-07-02,"5.11",175,"LW","Sudbury Wolves",58,13,27,40,0.69,0,2,9,11,1,0,8
"Stephen Harper","NO",1995-03-25,"6.03",215,"LW","Erie Otters",67,18,20,38,0.57,-38,6,8,14,3,1,24
"Chris Bigras","NO",1995-02-22,"6.02",194,"D","Owen Sound Attack",68,8,30,38,0.56,35,5,15,20,3,0,34
"Justin Bailey","YES",1995-07-01,"6.03",202,"C","Kitchener Rangers",57,17,19,36,0.63,22,1,5,6,2,0,34
"Brody Silk","NO",1994-11-30,"6.00",185,"LW","Sudbury Wolves",55,12,24,36,0.65,-5,4,5,9,3,1,102
"Sam Povorozniouk","NO",1995-02-11,"5.10",193,"LW","Kingston Frontenacs",66,12,23,35,0.53,-15,3,3,6,1,0,55
"Dominik Kubalik","YES",1995-08-21,"6.01",185,"LW","Sudbury Wolves",67,17,17,34,0.51,-3,1,3,4,4,0,25
"Erik Bradford","NO",1994-10-19,"6.00",191,"C","Barrie Colts",68,18,15,33,0.49,8,2,2,4,1,0,46
"Jonatan Tanus","YES",1995-06-04,"5.09",198,"C","Peterborough Petes",67,15,18,33,0.49,5,3,3,6,3,1,34
"Greg  Betzold","YES",1995-03-11,"6.02",217,"LW","Peterborough Petes",67,9,23,32,0.48,-11,1,3,4,1,0,32
"Hunter Garlent","NO",1995-02-04,"5.09",182,"C","Guelph Storm",50,12,19,31,0.62,4,5,7,12,0,0,25
"Jacob Harris","NO",1995-02-02,"6.00",198,"C","Sudbury Wolves",54,16,14,30,0.56,1,2,2,4,1,0,13
"Anthony DiFruscia","YES",1995-04-20,"5.11",195,"LW","Niagara IceDogs",68,14,16,30,0.44,-6,2,5,7,4,0,58
"Brent Pedersen","NO",1995-07-05,"6.02",213,"LW","Kitchener Rangers",67,14,16,30,0.45,11,5,1,6,1,0,52
"Josh Burnside","YES",1995-02-11,"5.11",190,"LW","Mississauga Steelheads",68,12,16,28,0.41,-13,5,6,11,1,0,22
"Nick Paul",NA,1995-03-20,"6.03",221,"","Windsor Spitfires",66,12,16,28,0.42,6,0,1,1,1,2,21
"Sergey Kuptsov","NO",1994-10-06,"6.02",214,"LW","Ottawa 67's",61,10,18,28,0.46,-23,2,9,11,0,0,35
"Trevor Murphy","NO",1995-07-17,"5.10",180,"D","Windsor Spitfires",65,9,19,28,0.43,-37,2,13,15,2,0,83
"Daniel Nikandrov","YES",1995-02-03,"6.02",190,"C","Sarnia Sting",61,7,19,26,0.43,-5,2,2,4,2,0,10
"Nikita Zadorov","NO",1995-04-16,"6.05",235,"D","London Knights",63,6,19,25,0.4,33,1,7,8,0,0,54
"Bradley  Latour","YES",1995-09-13,"5.11",192,"RW","Oshawa Generals",66,11,13,24,0.36,7,0,1,1,1,0,18
"Tyler Bertuzzi","NO",1995-02-24,"6.01",190,"LW","Guelph Storm",43,13,9,22,0.51,-2,2,2,4,3,2,68
"Andrey Alexeev","YES",1995-03-01,"5.09",180,"RW","Saginaw Spirit",62,8,14,22,0.35,-5,1,1,2,1,0,45
"Josh Sterk","NO",1995-01-17,"5.11",183,"C","Kitchener Rangers",51,6,16,22,0.43,10,0,2,2,1,0,18
"Kyle Platzer","YES",1995-03-04,"6.00",180,"RW","London Knights",65,5,17,22,0.34,7,1,0,1,0,0,15
"Jordan Maletta","NO",1995-04-30,"6.03",215,"RW","Niagara IceDogs",62,7,13,20,0.32,-27,3,2,5,0,0,65
"Stephen Nosad","NO",1995-01-25,"6.00",200,"RW","Peterborough Petes",62,10,9,19,0.31,-19,0,0,0,1,0,6
"Aaron Berisha","YES",1995-03-05,"5.10",190,"RW","Belleville Bulls",59,10,8,18,0.31,4,0,1,1,2,0,16
"Remi Elie","YES",1995-04-16,"6.01",202,"LW","London Knights",65,7,10,17,0.26,7,0,0,0,1,0,34
"Tyler  Ganly","YES",1995-03-22,"6.01",200,"D","Sault Ste. Marie Greyhounds",62,0,17,17,0.27,2,0,0,0,0,0,64
"Mike Vlajkov","NO",1995-02-03,"6.03",193,"D","Ottawa 67's",49,6,10,16,0.33,-25,2,3,5,1,0,26
"Jake Evans","NO",1995-02-18,"6.00",196,"C","Erie Otters",56,5,11,16,0.29,-21,0,1,1,1,0,52
"Mathew Santos","YES",1995-03-16,"6.00",209,"RW","Brampton Battalion",57,7,8,15,0.26,-3,1,0,1,0,1,24
"Chris Carlisle","NO",1994-12-16,"5.10",175,"D","Oshawa Generals",56,4,11,15,0.27,2,2,4,6,1,0,43
"Ben Harpur","NO",1995-01-12,"6.06",217,"D","Guelph Storm",67,3,12,15,0.22,14,1,1,2,0,0,59
"Nick Halagian","NO",1995-02-03,"6.01",199,"LW","Sault Ste. Marie Greyhounds",61,8,6,14,0.23,4,0,0,0,1,0,39
"Marc Beckstead","YES",1995-04-18,"6.00",174,"LW","Kingston Frontenacs",53,6,8,14,0.26,-10,2,2,4,0,1,33
"Danny Vanderwiel","NO",1995-02-17,"6.00",200,"LW","Plymouth Whalers",57,4,10,14,0.25,-1,0,0,0,0,0,41
"Danny Desrochers","YES",1995-08-22,"6.00",195,"LW","Sudbury Wolves",58,5,8,13,0.22,-1,0,0,0,1,1,38
"Jeff Corbett","NO",1994-09-20,"6.02",183,"D","Sudbury Wolves",45,3,10,13,0.29,9,1,5,6,1,0,36
"Andrew Goldberg","NO",1994-11-09,"6.00",200,"RW","Mississauga Steelheads",61,9,3,12,0.2,-9,0,0,0,0,0,30
"Nick Betz","NO",1995-07-18,"6.05",226,"RW","Erie Otters",44,4,8,12,0.27,-5,0,1,1,0,0,38
"Trevor Petersen","NO",1994-10-09,"5.11",200,"LW","Niagara IceDogs",65,6,5,11,0.17,-21,0,0,0,0,0,27
"Gilbert Gabor","YES",1995-09-11,"6.04",206,"LW","Owen Sound Attack",51,5,6,11,0.22,5,2,1,3,1,0,23
"Sam Babintsev","NO",1994-10-08,"6.00",174,"RW","Mississauga Steelheads",62,5,6,11,0.18,4,0,3,3,1,0,14
"Ondrej Kopta","YES",1995-04-17,"6.02",180,"LW","Niagara IceDogs",51,3,8,11,0.22,-17,0,1,1,1,0,28
"Nevin Guy","YES",1995-06-11,"5.10",173,"D","Ottawa 67's",66,2,9,11,0.17,-23,1,5,6,0,0,12
"Michael Webster","YES",1995-05-24,"6.01",197,"D","Barrie Colts",63,0,11,11,0.17,14,0,1,1,0,0,49
"Adam Bateman","NO",1995-01-05,"5.11",185,"D","Windsor Spitfires",56,5,5,10,0.18,-8,0,1,1,1,0,20
"Alex Carnevale","NO",1995-01-14,"5.11",170,"LW","Sarnia Sting",59,3,7,10,0.17,-13,0,0,0,1,0,37
"Davis Brown","YES",1995-07-01,"5.09",194,"LW","Sarnia Sting",52,6,3,9,0.17,-16,0,0,0,1,0,22
"Mack Lemmon","NO",1995-01-12,"5.11",195,"RW","Niagara IceDogs",59,5,4,9,0.15,-23,0,0,0,0,0,136
"Justin Scott","YES",1995-08-13,"6.01",195,"RW","Barrie Colts",55,4,5,9,0.16,-1,0,0,0,1,0,24
"Miles Liberati","YES",1995-06-21,"6.00",203,"D","London Knights",42,3,6,9,0.21,5,1,4,5,1,0,25
"Jared Gilbert","NO",1995-01-10,"6.00",193,"D","Kitchener Rangers",53,0,9,9,0.17,-3,0,0,0,0,0,4
"John Urbanic","NO",1995-04-24,"5.11",204,"RW","Ottawa 67's",57,4,4,8,0.14,-20,0,1,1,0,0,53
"Sam  Studnicka","NO",1995-01-15,"6.01",203,"RW","Windsor Spitfires",59,2,6,8,0.14,-21,0,0,0,0,0,50
"Jean Dupuy","NO",1994-10-06,"6.03",201,"RW","Kingston Frontenacs",42,4,3,7,0.17,-10,1,0,1,0,0,79
"Corey Pawley","YES",1995-01-03,"5.07",169,"LW","London Knights",27,3,4,7,0.26,1,0,0,0,1,0,16
"Mitchell Fitzmorris","YES",1995-04-21,"5.11",190,"C","Niagara IceDogs",61,3,4,7,0.11,-23,0,0,0,0,0,42
"Will Petschenig","YES",1995-02-03,"6.03",205,"D","Oshawa Generals",52,1,6,7,0.13,4,0,0,0,1,0,25
"Mark Raycroft","YES",1995-04-18,"6.02",198,"D","Brampton Battalion",57,0,7,7,0.12,5,0,0,0,0,0,14
"Steven Varga","NO",1995-01-18,"6.03",220,"D","Peterborough Petes",51,0,7,7,0.14,-8,0,0,0,0,0,9
"Connor Brown","YES",1995-07-22,"6.00",200,"LW","Ottawa 67's",68,3,3,6,0.09,-28,0,0,0,0,0,59
"Taylor Davis","YES",1995-05-24,"5.11",216,"D","Ottawa 67's",43,3,3,6,0.14,-10,0,0,0,0,0,24
"Cory Genovese","NO",1994-10-14,"6.02",206,"D","Sudbury Wolves",62,1,5,6,0.1,6,0,0,0,0,0,87
"Alex Yuill","NO",1995-05-27,"5.08",170,"D","Barrie Colts",49,0,6,6,0.12,10,0,1,1,0,0,8
"Ryan Hutchinson","NO",1995-03-30,"6.01",204,"D","Kingston Frontenacs",46,0,6,6,0.13,-7,0,0,0,0,0,106
"Cody Thompson","NO",1995-02-08,"5.09",186,"LW","Peterborough Petes",27,3,2,5,0.19,3,0,0,0,0,0,14
"Brody Milne","YES",1995-04-03,"6.00",193,"LW","Guelph Storm",34,2,3,5,0.15,2,0,1,1,1,0,4
"Mitchell Dempsey","NO",1995-02-27,"6.04",217,"LW","Sault Ste. Marie Greyhounds",36,1,4,5,0.14,0,0,0,0,0,0,17
"Mitch Jones","YES",1995-02-08,"5.11",190,"D","Plymouth Whalers",35,0,5,5,0.14,11,0,1,1,0,0,57
"Broderick Kelly","YES",1995-09-01,"5.11",195,"D","Niagara IceDogs",61,2,2,4,0.07,-17,0,0,0,1,0,12
"David Perklin","NO",1995-03-03,"6.04",191,"LW","Saginaw Spirit",52,2,2,4,0.08,-9,0,0,0,0,0,36
"Chadd Bauman","YES",1995-08-08,"6.03",228,"D","Guelph Storm",48,1,3,4,0.08,3,0,0,0,0,0,68
