"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Martin St. Pierre",1983-08-11,"C","Guelph Storm",68,20,49,69,1.01,9,8,18,5,0,40
"Joe Guenther",1981-05-04,"RW","Erie Otters",68,34,32,66,0.97,32,9,7,9,0,27
"Rick Nash",1984-06-16,"LW","London Knights",58,31,35,66,1.14,-18,12,21,4,4,56
"Frank Lukes",1982-09-25,"RW","Toronto St. Michael's Majors",61,23,33,56,0.92,16,2,15,5,1,37
"Daniel Paille",1984-04-15,"C","Guelph Storm",64,22,31,53,0.83,7,7,11,4,3,57
"Patrick Jarrett",1984-02-06,"C","Mississauga IceDogs",60,15,38,53,0.88,-51,7,16,0,0,22
"Eric Staal",1984-10-29,"C","Peterborough Petes",63,19,30,49,0.78,17,3,7,1,0,23
"T.J. Warkus",1981-09-09,"RW","Sudbury Wolves",63,19,28,47,0.75,20,3,6,0,0,69
"Dustin Brown",1984-11-04,"RW","Guelph Storm",53,23,22,45,0.85,8,10,8,1,0,45
"Vadim Sozinov",1981-06-17,"LW","Ottawa 67's",57,21,18,39,0.68,8,8,7,5,0,57
"Brandon Nolan",1983-07-18,"C","Oshawa Generals",52,15,23,38,0.73,-7,3,6,2,1,21
"Danny Bois",1983-06-01,"RW","London Knights",66,21,16,37,0.56,-18,13,5,1,0,218
"Andre Benoit",1984-01-06,"LW","Kitchener Rangers",65,16,19,35,0.54,-4,4,5,0,0,37
"Lukas Krajicek",1983-11-03,"D","Peterborough Petes",61,8,27,35,0.57,2,2,12,0,2,53
"Sean Scully",1983-01-13,"C","Ottawa 67's",67,12,18,30,0.45,3,1,4,2,0,22
"James Wisniewski",1984-02-24,"D","Plymouth Whalers",53,6,23,29,0.55,20,5,15,0,0,72
"Tim Brent",1984-03-10,"C","Toronto St. Michael's Majors",64,9,19,28,0.44,-1,3,4,0,0,31
"Adam Gibson",1984-06-07,"D","North Bay Centennials",56,13,14,27,0.48,6,5,9,3,0,24
