"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Nathan Robinson",1981-12-31,"C","Belleville Bulls",66,6,3,9,0.14,13
"Jason Spezza",1983-06-13,"C","Windsor Spitfires",56,3,5,8,0.14,7
"Blaine Down",1982-07-16,"LW","Barrie Colts",62,5,2,7,0.11,10
"Cory Pecker",1981-03-20,"RW","Erie Otters",61,5,2,7,0.11,9
"Steve Ott",1982-08-19,"C","Windsor Spitfires",55,4,3,7,0.13,8
"Derek Roy",1983-05-04,"C","Kitchener Rangers",65,6,0,6,0.09,7
"Matthew Dzieduszycki",1980-04-08,"C","Barrie Colts",45,5,1,6,0.13,10
"Preston Mizzi",1980-12-22,"C","Plymouth Whalers",66,5,1,6,0.09,10
"Michael Zigomanis",1981-01-17,"C","Kingston Frontenacs",52,3,3,6,0.12,8
"Derek Campbell",1980-04-14,"LW","Kingston Frontenacs",57,2,4,6,0.11,9
"Tim Branham",1981-05-10,"D","Barrie Colts",68,1,5,6,0.09,19
"Brad Boyes",1982-04-17,"C","Erie Otters",59,5,0,5,0.08,6
"Derek MacKenzie",1981-06-11,"C","Sudbury Wolves",62,5,0,5,0.08,6
"Greg Jacina",1982-05-22,"C","Owen Sound Attack",57,5,0,5,0.09,10
"Bryan Kazarian",1981-06-30,"C","Owen Sound Attack",68,3,2,5,0.07,11
"Mike Renzi",1981-07-18,"C","Belleville Bulls",67,3,2,5,0.07,9
"Ryan Hare",1982-04-03,"C","Sarnia Sting",44,2,3,5,0.11,25
"Mike Henderson",1980-11-22,"RW","Barrie Colts",64,1,4,5,0.08,7
"Rick Nash",1984-06-16,"LW","London Knights",58,4,0,4,0.07,6
"John Osborne",1981-03-11,"LW","Owen Sound Attack",50,3,1,4,0.08,13
"Andrew Ianiero",1981-01-10,"LW","Kingston Frontenacs",66,2,2,4,0.06,6
"Joel Ward",1980-12-02,"RW","Owen Sound Attack",67,2,2,4,0.06,6
"Lorne Misita",1981-06-01,"C","Toronto St. Michael's Majors",52,2,2,4,0.08,10
"Ryan Armstrong",1981-04-06,"C","North Bay Centennials",63,2,2,4,0.06,7
"Zenon Konopka",1981-01-02,"C","Ottawa 67's",66,2,2,4,0.06,6
"Tim Gleason",1983-01-29,"D","Windsor Spitfires",47,1,3,4,0.09,11
"Charlie Stephens",1981-04-05,"C","Guelph Storm",67,3,0,3,0.04,4
"Joe Talbot",1980-04-23,"C","Ottawa 67's",68,3,0,3,0.04,4
"Steve Hildenbrand",1981-03-10,"C","Windsor Spitfires",68,3,0,3,0.04,5
"Jason Jaspers",1981-04-08,"C","Sudbury Wolves",63,2,1,3,0.05,4
"Joel Scherban",1980-04-22,"C","London Knights",65,2,1,3,0.05,5
"John Brioux",1980-01-25,"RW","Peterborough Petes",68,2,1,3,0.04,7
"Matt Bannan",1981-01-16,"RW","Toronto St. Michael's Majors",56,2,1,3,0.05,6
"Matt Grennier",1983-03-20,"C","Barrie Colts",62,2,1,3,0.05,19
"Shawn Mather",1980-03-11,"C","Windsor Spitfires",68,2,1,3,0.04,4
"Chris Kelly",1980-11-11,"LW","Sudbury Wolves",50,1,2,3,0.06,4
