"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Kyle Wellwood","NO",97,1983-05-16,1983,"5.11",190,"C","Belleville Bulls",68,35,83,118,1.74,47,9,40,49,1,0,1,5,0,24,1
"Jason Spezza","NO",18,1983-06-13,1983,"6.02",195,"C","Windsor Spitfires",56,43,73,116,2.07,28,13,26,39,3,5,8,9,3,43,1
"Branko Radivojevic","NO",37,1980-11-24,1980,"6.00",186,"RW","Belleville Bulls",61,34,70,104,1.7,45,6,39,45,1,0,1,3,1,77,1
"Randy Rowe","NO",18,1980-06-10,1980,"5.11",180,"LW","Belleville Bulls",63,64,38,102,1.62,35,27,10,37,1,0,1,11,2,30,1
"Brad Boyes","NO",16,1982-04-17,1982,"6.00",168,"C","Erie Otters",59,45,45,90,1.53,27,13,22,35,5,0,5,4,1,42,1
"Derek MacKenzie","NO",16,1981-06-11,1981,"5.10",170,"C","Sudbury Wolves",62,40,49,89,1.44,25,8,30,38,5,0,5,2,1,89,1
"Scott Heffernan",NA,3,1982-03-09,1982,"6.04",197,"","Erie Otters",119,36,52,88,0.74,34,11,18,29,0,0,0,9,0,57,1
"Jason Baird","NO",33,1980-09-16,1980,"6.00",207,"LW","Erie Otters",68,30,58,88,1.29,27,13,19,32,1,0,1,3,1,237,1
"Steve Ott","NO",14,1982-08-19,1982,"6.01",184,"C","Windsor Spitfires",55,50,37,87,1.58,40,11,9,20,4,3,7,8,3,164,1
"Stephen Weiss","NO",9,1983-04-03,1983,"6.00",185,"C","Plymouth Whalers",62,40,47,87,1.4,28,16,21,37,1,1,2,6,0,45,1
"Jason Jaspers","NO",22,1981-04-08,1981,"6.00",180,"C","Sudbury Wolves",63,42,42,84,1.33,26,17,17,34,2,1,3,10,2,77,1
"Derek Roy","NO",14,1983-05-04,1983,"5.09",185,"C","Kitchener Rangers",65,42,39,81,1.25,-20,22,18,40,6,0,6,7,2,114,1
"Scott Cameron","NO",15,1981-04-11,1981,"6.00",175,"LW","North Bay Centennials",68,37,43,80,1.18,-5,18,18,36,0,1,1,6,0,45,1
"Cory Pecker","NO",11,1981-03-20,1981,"6.00",195,"RW","Erie Otters",61,41,38,79,1.3,31,5,10,15,5,2,7,8,1,69,1
"Joe Talbot","NO",25,1980-04-23,1980,"5.10",170,"C","Ottawa 67's",68,39,40,79,1.16,10,16,20,36,3,0,3,3,4,28,1
"Fedor Fedorov","NO",81,1981-06-11,1981,"6.03",170,"LW","Sudbury Wolves",67,33,45,78,1.16,25,11,18,29,1,1,2,8,0,88,1
"Igor Valeev","NO",29,1981-01-09,1981,"6.00",201,"LW","North Bay Centennials",62,17,61,78,1.26,4,6,28,34,0,0,0,2,2,175,1
"Michael Zigomanis","NO",7,1981-01-17,1981,"6.00",175,"C","Kingston Frontenacs",52,40,37,77,1.48,21,6,13,19,3,3,6,3,3,44,1
"Kevin Dallman","NO",4,1981-02-26,1981,"5.11",190,"D","Guelph Storm",66,25,52,77,1.17,23,12,31,43,0,0,0,3,0,88,1
"Charlie Stephens","NO",17,1981-04-05,1981,"6.03",212,"C","Guelph Storm",67,38,38,76,1.13,-1,15,16,31,3,0,3,8,1,53,1
"Shawn Snider","NO",10,1981-02-01,1981,"5.10",170,"C","Owen Sound Attack",61,27,49,76,1.25,11,6,14,20,0,2,2,0,1,96,1
"Chris Kelly","NO",11,1980-11-11,1980,"6.00",177,"LW","Sudbury Wolves",50,26,50,76,1.52,2,9,29,38,1,2,3,3,1,63,1
