"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Kyle Wellwood","NO",1983-05-16,"5.11",190,"C","Belleville Bulls",68,35,83,118,1.74,47,9,40,49,5,0,24
"Jason Spezza","NO",1983-06-13,"6.02",195,"C","Windsor Spitfires",56,43,73,116,2.07,28,13,26,39,9,3,43
"Stephen Weiss","NO",1983-04-03,"6.00",185,"C","Plymouth Whalers",62,40,47,87,1.4,28,16,21,37,6,0,45
"Derek Roy","NO",1983-05-04,"5.09",185,"C","Kitchener Rangers",65,42,39,81,1.25,-20,22,18,40,7,2,114
"Eric Himelfarb","NO",1983-01-01,"5.10",166,"C","Sarnia Sting",49,31,44,75,1.53,-1,12,19,31,4,1,48
"Martin St. Pierre","YES",1983-08-11,"5.08",180,"C","Guelph Storm",68,20,49,69,1.01,9,8,18,26,5,0,40
"Daniel Sisca","NO",1983-06-16,"5.09",165,"C","Owen Sound Attack",67,25,35,60,0.9,0,10,13,23,6,0,69
"Cory Stillman","NO",1983-03-02,"6.02",211,"C","Kingston Frontenacs",68,29,27,56,0.82,16,6,5,11,1,1,39
"Frank Lukes","YES",1982-09-25,"5.10",170,"RW","Toronto St. Michael's Majors",61,23,33,56,0.92,16,2,15,17,5,1,37
"Chris Thorburn","NO",1983-06-02,"6.03",208,"C","North Bay Centennials",66,22,32,54,0.82,-1,8,14,22,3,1,64
"Colt King","NO",1983-03-04,"6.02",215,"LW","Guelph Storm",65,25,27,52,0.8,8,10,14,24,5,0,129
"Jay McClement","NO",1983-03-02,"6.01",191,"C","Brampton Battalion",66,30,19,49,0.74,11,13,5,18,5,1,61
"Ryan Ramsay","NO",1983-05-18,"5.11",188,"LW","Kitchener Rangers",58,21,28,49,0.84,-6,7,10,17,2,0,106
"Aaron Lobb","NO",1983-06-10,"6.04",210,"RW","London Knights",67,23,25,48,0.72,-18,14,14,28,4,0,93
"Jeffrey Doyle","NO",1983-01-10,"6.01",206,"RW","North Bay Centennials",64,18,30,48,0.75,1,4,10,14,6,0,116
"Cole Jarrett","NO",1983-01-04,"6.00",200,"D","Plymouth Whalers",60,12,36,48,0.8,22,6,23,29,2,0,98
"Craig Kennedy","NO",1983-04-24,"6.00",198,"RW","Windsor Spitfires",67,16,28,44,0.66,-1,4,11,15,2,0,55
"Mark Popovic","NO",1982-10-11,"6.02",190,"D","Toronto St. Michael's Majors",61,7,35,42,0.69,24,2,16,18,0,0,54
"Carlo Colaiacovo","NO",1983-01-27,"6.01",194,"D","Erie Otters",62,12,27,39,0.63,46,8,10,18,1,0,59
"Brendan Bell","NO",1983-03-31,"6.01",207,"D","Ottawa 67's",68,7,32,39,0.57,0,3,22,25,1,0,59
"Brandon Nolan","YES",1983-07-18,"6.01",190,"C","Oshawa Generals",52,15,23,38,0.73,-7,3,6,9,2,1,21
"Danny Bois","YES",1983-06-01,"6.01",208,"RW","London Knights",66,21,16,37,0.56,-18,13,5,18,1,0,218
"Tim Gleason","NO",1983-01-29,"6.01",205,"D","Windsor Spitfires",47,8,28,36,0.77,28,4,12,16,1,0,124
"Dennis Wideman","NO",1983-03-20,"6.00",202,"D","London Knights",49,15,19,34,0.69,-27,9,9,18,1,0,75
"Trevor Blanchard","NO",1983-06-06,"6.02",205,"LW","Owen Sound Attack",65,15,18,33,0.51,-2,1,0,1,4,2,153
"Joey Tenute","NO",1983-04-02,"5.09",180,"C","Barrie Colts",61,13,18,31,0.51,2,2,5,7,1,1,38
"Jimmy Gagnon","NO",1982-09-16,"6.00",195,"RW","Peterborough Petes",66,13,17,30,0.45,-18,2,1,3,1,1,183
"Sean Scully","YES",1983-01-13,"6.02",200,"C","Ottawa 67's",67,12,18,30,0.45,3,1,4,5,2,0,22
"Nathan Tennant","NO",1982-10-15,"6.00",196,"D","Kingston Frontenacs",67,7,23,30,0.45,11,2,5,7,0,0,130
"Luc Chiasson","NO",1982-10-08,"6.00",187,"LW","Owen Sound Attack",52,13,16,29,0.56,3,2,2,4,1,1,18
"Greg Chambers","YES",1982-11-14,"5.11",210,"RW","Peterborough Petes",60,9,18,27,0.45,4,2,8,10,2,0,10
"Nathan O'Nabigon","YES",1983-05-09,"6.02",202,"LW","Mississauga IceDogs",64,13,11,24,0.38,-30,2,3,5,2,0,54
"Jan Platil","YES",1983-02-09,"6.02",200,"D","Barrie Colts",60,6,18,24,0.4,9,5,9,14,2,0,114
"Matthew Albiani","NO",1983-02-14,"6.01",195,"C","Ottawa 67's",53,6,18,24,0.45,6,0,3,3,0,0,32
"Karl Stewart","YES",1983-06-30,"5.10",175,"C","Plymouth Whalers",68,9,14,23,0.34,11,2,0,2,1,0,87
"Cody McCormick","NO",1983-04-18,"6.03",212,"RW","Belleville Bulls",66,7,16,23,0.35,-6,1,2,3,3,0,135
"Jon Howse","NO",1983-09-04,"6.02",200,"RW","Peterborough Petes",58,11,11,22,0.38,14,0,1,1,0,0,34
"Frantisek Bakrlik","YES",1983-06-02,"6.03",210,"RW","Barrie Colts",54,11,10,21,0.39,2,4,1,5,2,0,70
"Rob Hennigar","YES",1983-04-04,"6.00",190,"C","Windsor Spitfires",43,7,13,20,0.47,-11,1,3,4,0,0,27
"Drew Fata","YES",1983-07-28,"6.01",210,"D","Toronto St. Michael's Majors",58,5,15,20,0.34,4,0,5,5,4,0,134
"Jay Harrison","NO",1982-11-03,"6.04",211,"D","Brampton Battalion",53,4,15,19,0.36,4,1,5,6,1,0,112
"Rodney Bauman","YES",1983-03-16,"6.02",225,"D","Ottawa 67's",47,9,9,18,0.38,7,0,1,1,1,0,82
"Scott Dobben","YES",1983-04-10,"6.01",195,"LW","Erie Otters",57,8,9,17,0.3,9,1,1,2,0,0,18
"Brett McGrath","YES",1983-08-04,"6.01",190,"C","Ottawa 67's",60,4,13,17,0.28,-4,1,1,2,0,0,10
"Marcus Smith","NO",1983-01-14,"6.01",200,"D","Kitchener Rangers",59,4,13,17,0.29,-20,0,8,8,0,0,43
"Matt Grennier","NO",1983-03-20,"6.00",185,"C","Barrie Colts",62,8,8,16,0.26,-4,0,0,0,0,0,19
"Mike Melinko","YES",1983-02-14,"6.00",195,"RW","Sault Ste. Marie Greyhounds",58,6,10,16,0.28,-7,0,0,0,2,0,24
"Patrick Lamesse","YES",1983-03-19,"6.00",198,"C","Sault Ste. Marie Greyhounds",60,7,8,15,0.25,-6,2,0,2,2,0,22
"Sean Stefanski","YES",1983-09-10,"5.10",181,"RW","Oshawa Generals",59,7,8,15,0.25,-8,0,0,0,1,0,86
"Justin McCutcheon","YES",1983-02-03,"6.00",195,"RW","Kingston Frontenacs",67,6,9,15,0.22,8,0,0,0,3,0,75
"Nick Vernelli","YES",1983-01-02,"6.01",190,"RW","North Bay Centennials",59,5,10,15,0.25,-1,0,1,1,0,0,21
"Ryan Bowness","YES",1983-08-05,"6.03",200,"RW","Brampton Battalion",52,5,10,15,0.29,-1,0,1,1,1,0,51
"Matt Bacon","NO",1983-05-23,"6.03",210,"LW","Toronto St. Michael's Majors",58,4,11,15,0.26,-18,0,2,2,2,0,77
