"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Julian Cimadamore",1989-02-18,"C","Kitchener Rangers",20,3,0,3,0.15,33
"Gabriel Landeskog",1992-11-23,"RW","Kitchener Rangers",20,2,1,3,0.15,13
"Adam Henrique",1990-02-06,"C","Windsor Spitfires",19,2,0,2,0.11,8
"Corey Cowick",1989-01-08,"LW","Ottawa 67's",12,2,0,2,0.17,17
"Cody Hodgson",1990-02-18,"C","Brampton Battalion",11,1,1,2,0.18,20
"Mark Cundari",1990-04-23,"D","Windsor Spitfires",19,1,1,2,0.11,11
"Michael Catenacci",1991-02-12,"C","Kitchener Rangers",11,1,1,2,0.18,25
"Jeff Skinner",1992-05-16,"C","Kitchener Rangers",20,0,2,2,0.1,6
"Matthew Tipoff",1990-10-04,"LW","Kitchener Rangers",20,0,2,2,0.1,22
"Colin Behenna",1991-06-06,"C","Barrie Colts",17,1,0,1,0.06,17
"Colin Martin",1991-06-12,"LW","London Knights",10,1,0,1,0.1,9
"Dustin Ekelman",1989-03-29,"LW","Mississauga St. Michael's Majors",16,1,0,1,0.06,14
"Greg McKegg",1992-06-17,"C","Erie Otters",4,1,0,1,0.25,33
"Kalle Ekelund",1990-07-25,"D","London Knights",12,1,0,1,0.08,14
"Ryan Lopes",1991-02-25,"C","Mississauga St. Michael's Majors",16,1,0,1,0.06,33
"Scott Timmins",1989-09-11,"C","Windsor Spitfires",19,1,0,1,0.05,5
"Thomas Stajan",1989-01-07,"C","Brampton Battalion",11,1,0,1,0.09,33
"Tomas Rachunek",1991-02-21,"LW","Sault Ste. Marie Greyhounds",5,1,0,1,0.2,25
"Brett Flemming",1991-02-26,"D","Mississauga St. Michael's Majors",16,0,1,1,0.06,20
"Cameron Gaunce",1990-03-19,"D","Mississauga St. Michael's Majors",16,0,1,1,0.06,8
"Jordan Carroll",1991-05-12,"LW","Sault Ste. Marie Greyhounds",3,0,1,1,0.33,100
"Julien Demers",1989-09-25,"D","Ottawa 67's",12,0,1,1,0.08,14
"Justin Taylor",1989-02-08,"LW","London Knights",12,0,1,1,0.08,11
"Ryan Ellis",1991-01-03,"D","Windsor Spitfires",19,0,1,1,0.05,3
"Scott Tanski",1990-04-19,"RW","Brampton Battalion",11,0,1,1,0.09,11
"Shawn Szydlowski",1990-08-05,"RW","Erie Otters",4,0,1,1,0.25,20
"T.J. Brodie",1990-06-07,"D","Barrie Colts",17,0,1,1,0.06,7
"Adam Comrie",1990-07-31,"D","Guelph Storm",5,0,0,0,0,0
"Adam Sedlak",1991-09-21,"D","Peterborough Petes",4,0,0,0,0,0
"Adam Wallace",1990-03-23,"LW","Windsor Spitfires",18,0,0,0,0,0
"Adrian Robertson",1991-05-31,"D","Peterborough Petes",4,0,0,0,0,NA
"AJ Jenks",1990-06-27,"C","Plymouth Whalers",9,0,0,0,0,0
"Alan Quine",1993-02-25,"C","Kingston Frontenacs",7,0,0,0,0,0
"Alex Friesen",1991-01-30,"C","Niagara IceDogs",5,0,0,0,0,0
"Alex Hutchings",1990-11-07,"RW","Barrie Colts",13,0,0,0,0,0
"Alex Lepkowski",1993-04-08,"D","Saginaw Spirit",3,0,0,0,0,NA
"Alex O'Neil",1992-06-04,"LW","Brampton Battalion",2,0,0,0,0,NA
"Alex Pietrangelo",1990-01-18,"D","Barrie Colts",17,0,0,0,0,0
"Alexander Burmistrov",1991-10-21,"C","Barrie Colts",17,0,0,0,0,0
"Andrew Agozzino",1991-01-03,"C","Niagara IceDogs",5,0,0,0,0,0
"Andrew Crescenzi",1992-07-29,"C","Kitchener Rangers",20,0,0,0,0,0
"Andrew Fritsch",1993-03-24,"LW","Niagara IceDogs",5,0,0,0,0,0
"Andrew Merrett",1989-04-03,"RW","Ottawa 67's",12,0,0,0,0,0
"Andrew Shaw",1991-07-20,"C","Niagara IceDogs",5,0,0,0,0,NA
"Anthony Camara",1993-09-04,"LW","Saginaw Spirit",6,0,0,0,0,0
"Anthony Luciani",1990-05-13,"RW","Erie Otters",3,0,0,0,0,0
"Anthony Nigro",1990-01-11,"LW","Ottawa 67's",12,0,0,0,0,0
"Austin Levi",1992-02-16,"D","Plymouth Whalers",9,0,0,0,0,NA
"Austin Mattson",1991-02-01,"RW","Plymouth Whalers",5,0,0,0,0,0
