"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Taylor Hall","NO",4,1991-11-14,1991,"6.01",185,"LW","Windsor Spitfires",19,17,18,35,1.84,16,7,5,12,0,0,0,3,1,32,1
"Jeff Skinner","NO",53,1992-05-16,1992,"5.10",197,"C","Kitchener Rangers",20,20,13,33,1.65,3,9,5,14,0,2,2,1,0,14,1
"Ryan Ellis","NO",6,1991-01-03,1991,"5.10",179,"D","Windsor Spitfires",19,3,30,33,1.74,14,2,13,15,0,1,1,0,0,14,1
"Nazem Kadri","NO",91,1990-10-06,1990,"6.00",177,"C","London Knights",12,9,18,27,2.25,1,5,9,14,0,0,0,2,0,26,1
"Chris MacKinnon","NO",27,1989-07-07,1989,"5.08",185,"LW","Kitchener Rangers",20,7,20,27,1.35,-3,1,11,12,0,0,0,0,1,33,1
"Adam Henrique","NO",14,1990-02-06,1990,"6.00",196,"C","Windsor Spitfires",19,20,5,25,1.32,12,3,0,3,2,0,2,2,3,12,1
"Gabriel Landeskog","YES",92,1992-11-23,1992,"6.01",207,"RW","Kitchener Rangers",20,8,15,23,1.15,7,3,1,4,2,1,3,1,1,18,1
"Scott Timmins","NO",77,1989-09-11,1989,"6.00",193,"C","Windsor Spitfires",19,11,11,22,1.16,15,1,2,3,1,0,1,2,0,18,1
"Jeremy Morin","NO",61,1991-04-16,1991,"6.01",192,"LW","Kitchener Rangers",20,12,9,21,1.05,1,5,3,8,0,0,0,1,1,32,1
"Daniel Erlich","NO",92,1991-03-13,1991,"5.06",170,"C","London Knights",12,9,12,21,1.75,6,5,5,10,0,0,0,0,0,15,1
"Bryan Cameron","NO",23,1989-02-25,1989,"5.10",183,"RW","Barrie Colts",17,11,9,20,1.18,6,6,3,9,0,0,0,1,0,16,1
"Luke Pither","NO",9,1989-04-26,1989,"6.00",194,"C","Barrie Colts",17,9,11,20,1.18,5,5,6,11,0,0,0,3,0,4,1
"Jason Akeson","NO",19,1990-06-03,1990,"5.11",183,"RW","Kitchener Rangers",20,8,11,19,0.95,8,1,6,7,0,0,0,4,0,14,1
"Mark Cundari","NO",51,1990-04-23,1990,"5.10",200,"D","Windsor Spitfires",19,3,15,18,0.95,19,1,2,3,1,1,2,0,0,42,1
"Jared Knight","NO",97,1992-01-16,1992,"5.11",196,"RW","London Knights",12,10,7,17,1.42,6,2,3,5,0,0,0,0,0,12,1
"Dale Mitchell","NO",71,1989-04-09,1989,"5.09",200,"RW","Windsor Spitfires",19,7,10,17,0.89,8,1,3,4,0,0,0,4,0,16,1
"Ryan Murphy","YES",24,1993-03-31,1993,"5.11",179,"D","Kitchener Rangers",20,5,12,17,0.85,-2,2,7,9,0,0,0,0,0,16,1
"Alexander Burmistrov","NO",8,1991-10-21,1991,"6.00",170,"C","Barrie Colts",17,8,8,16,0.94,11,3,2,5,0,0,0,0,0,22,1
"Zack Kassian","NO",19,1991-01-24,1991,"6.03",215,"RW","Windsor Spitfires",19,7,9,16,0.84,9,3,3,6,0,0,0,1,0,38,1
"John Moore","NO",7,1990-12-19,1990,"6.02",195,"D","Kitchener Rangers",20,4,12,16,0.8,3,2,7,9,0,0,0,0,0,2,1
"Matt Kennedy","NO",15,1989-03-04,1989,"6.02",203,"RW","Barrie Colts",17,9,6,15,0.88,13,2,2,4,0,0,0,1,0,11,1
"Phil McRae","NO",38,1990-03-15,1990,"6.03",195,"C","Plymouth Whalers",9,6,9,15,1.67,7,3,0,3,0,0,0,3,0,11,1
