"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Olli Maatta","YES",1994-08-22,"6.02",198,"D","London Knights",19,6,17,23,1.21,11,1,10,11,2,0,2
"Ryan Rupert","NO",1994-06-02,"5.09",190,"C","London Knights",19,9,6,15,0.79,5,3,1,4,1,2,31
"Cody Ceci","NO",1993-12-21,"6.03",215,"D","Ottawa 67's",18,2,13,15,0.83,1,2,2,4,0,0,4
"Tom Wilson","NO",1994-03-29,"6.04",210,"RW","Plymouth Whalers",13,7,6,13,1,10,2,1,3,0,1,39
"Jesse Graham","NO",1994-05-13,"5.11",172,"D","Niagara IceDogs",20,1,9,10,0.5,-1,0,2,2,0,0,20
"Matt Rupert","NO",1994-06-02,"5.09",188,"LW","London Knights",19,4,5,9,0.47,4,0,0,0,0,0,23
"Chris Tierney","NO",1994-07-01,"6.01",187,"C","London Knights",19,5,2,7,0.37,1,0,0,0,1,0,4
"Brett Gustavsen","YES",1994-03-13,"5.07",180,"LW","Ottawa 67's",17,3,3,6,0.35,3,0,0,0,1,0,14
"Josh MacDonald","YES",1994-03-26,"5.11",186,"LW","Barrie Colts",13,2,4,6,0.46,3,0,1,1,0,0,2
"Radek Faksa","YES",1994-01-09,"6.03",213,"C","Kitchener Rangers",13,2,4,6,0.46,-3,1,2,3,1,0,10
"Josh Anderson","YES",1994-05-07,"6.03",212,"RW","London Knights",19,2,3,5,0.26,4,0,0,0,0,0,4
"Nail Yakupov","NO",1993-10-06,"5.11",190,"RW","Sarnia Sting",6,2,3,5,0.83,-7,1,3,4,0,0,4
"Scott Kosmachuk","NO",1994-01-24,"6.00",189,"RW","Guelph Storm",6,2,3,5,0.83,1,2,1,3,0,0,12
"Scott Laughton","NO",1994-05-30,"6.01",190,"C","Oshawa Generals",6,2,3,5,0.83,-5,1,1,2,0,0,17
"Andreas Athanasiou","NO",1994-08-06,"6.02",200,"LW","London Knights",11,1,4,5,0.45,7,0,0,0,0,0,0
"Dylan Blujus","NO",1994-01-22,"6.03",200,"D","Brampton Battalion",8,1,4,5,0.63,0,0,3,3,0,0,4
"Justin Kea","NO",1994-02-07,"6.04",206,"C","Saginaw Spirit",12,1,4,5,0.42,3,0,0,0,0,0,2
"Alex Galchenyuk","NO",1994-02-12,"6.02",205,"C","Sarnia Sting",6,2,2,4,0.67,-6,1,2,3,0,0,4
"Eric Locke","NO",1993-11-21,"5.09",182,"C","Saginaw Spirit",12,2,2,4,0.33,-4,1,1,2,0,0,14
"Kristoff Kontos","NO",1993-12-06,"6.02",214,"C","Mississauga St. Michaels Majors",6,2,1,3,0.5,-1,1,0,1,0,0,4
"Marcus McIvor","NO",1994-05-20,"6.02",224,"D","Brampton Battalion",8,2,1,3,0.38,4,0,0,0,0,0,8
"Brendan Gaunce","NO",1994-03-25,"6.02",215,"C","Belleville Bulls",6,1,2,3,0.5,-2,1,0,1,0,0,2
"Daniil Zharkov","YES",1994-02-06,"6.04",212,"LW","Belleville Bulls",6,1,2,3,0.5,-3,0,1,1,0,0,2
"Garrett Hooey","NO",1994-06-02,"6.01",195,"LW","Belleville Bulls",6,1,2,3,0.5,1,0,0,0,0,0,4
"Gemel Smith","NO",1994-04-16,"5.11",192,"C","Owen Sound Attack",5,1,2,3,0.6,1,0,0,0,0,0,10
"Jake Dotchin","YES",1994-03-24,"6.03",207,"D","Owen Sound Attack",5,0,3,3,0.6,2,0,0,0,0,0,8
"Jamie Lewis","YES",1994-08-22,"5.10",204,"C","Brampton Battalion",8,2,0,2,0.25,0,0,0,0,0,0,0
"Max Iafrate","NO",1994-03-28,"6.02",218,"D","Kitchener Rangers",16,2,0,2,0.13,-7,0,0,0,0,0,2
"Brett Welychka","YES",1994-03-03,"5.11",189,"C","London Knights",4,1,1,2,0.5,2,0,0,0,0,0,7
"Brock McGinn","NO",1994-02-02,"6.00",180,"LW","Guelph Storm",6,1,1,2,0.33,-3,0,1,1,0,0,8
"Nathan Pancel","YES",1994-01-05,"6.00",191,"LW","Sudbury Wolves",4,1,1,2,0.5,-1,0,0,0,0,0,6
"Patrik Machac","YES",1994-04-23,"5.10",172,"C","Brampton Battalion",8,1,1,2,0.25,-2,1,0,1,0,0,8
"Ryan Van Stralen","NO",1993-11-10,"6.03",207,"LW","Ottawa 67's",18,1,1,2,0.11,0,0,0,0,0,0,12
"Terry Trafford","NO",1994-02-14,"5.11",190,"C","Saginaw Spirit",12,1,1,2,0.17,1,0,0,0,0,0,9
"Ben Johnson","YES",1994-06-07,"6.00",190,"LW","Windsor Spitfires",4,0,2,2,0.5,-1,0,1,1,0,0,0
"Brenden Miller","YES",1994-03-29,"6.01",190,"D","Brampton Battalion",8,0,2,2,0.25,0,0,2,2,0,0,6
"Grant Webermin","NO",1994-02-24,"6.00",188,"D","Saginaw Spirit",6,0,2,2,0.33,-2,0,0,0,0,0,2
"Jacob Ringuette","NO",1994-06-03,"6.01",200,"D","Saginaw Spirit",12,0,2,2,0.17,0,0,0,0,0,0,4
"Luke Mercer","NO",1994-04-30,"6.00",180,"D","Niagara IceDogs",20,0,2,2,0.1,12,0,0,0,0,0,12
"Matt Finn","NO",1994-02-24,"6.01",204,"D","Guelph Storm",6,0,2,2,0.33,-1,0,1,1,0,0,10
"Nick Ebert","NO",1994-05-11,"6.00",205,"D","Windsor Spitfires",4,0,2,2,0.5,-3,0,2,2,0,0,8
"Sean Callaghan","YES",1994-02-08,"6.04",220,"D","Ottawa 67's",17,0,2,2,0.12,1,0,0,0,0,0,15
"Chris Marchese","NO",1994-02-23,"6.00",198,"LW","Windsor Spitfires",4,1,0,1,0.25,1,0,0,0,0,0,9
"Curtis Meighan","YES",1994-03-27,"5.11",183,"C","Kitchener Rangers",15,1,0,1,0.07,0,0,0,0,1,0,4
"Michael Clarke","YES",1994-04-29,"6.00",186,"C","Windsor Spitfires",4,1,0,1,0.25,1,0,0,0,0,0,4
"Spenser Cobbold","YES",1994-08-13,"5.09",167,"LW","Mississauga St. Michaels Majors",6,1,0,1,0.17,-2,0,0,0,1,0,0
"Trevor Carrick","YES",1994-07-04,"6.02",181,"D","Mississauga St. Michaels Majors",6,1,0,1,0.17,-1,0,0,0,1,0,7
"Brandon Devlin","NO",1994-04-27,"6.02",204,"D","Windsor Spitfires",3,0,1,1,0.33,-3,0,0,0,0,0,4
"Cody Payne","NO",1994-01-14,"6.02",220,"RW","Plymouth Whalers",9,0,1,1,0.11,-2,0,0,0,0,0,9
"Holden Cook","NO",1994-07-28,"6.01",190,"RW","Owen Sound Attack",5,0,1,1,0.2,-4,0,0,0,0,0,2
"Joseph Blandisi","YES",1994-07-18,"6.00",192,"C","Owen Sound Attack",5,0,1,1,0.2,-3,0,0,0,0,0,8
"Adam Bignell","NO",1994-03-24,"6.00",188,"D","Belleville Bulls",6,0,0,0,0,-4,0,0,0,0,0,0
"Andres Kopstals","YES",1994-02-14,"5.11",184,"C","Mississauga St. Michaels Majors",5,0,0,0,0,-1,0,0,0,0,0,5
"Artur Gavrus","YES",1994-01-03,"5.11",178,"C","Owen Sound Attack",1,0,0,0,0,0,0,0,0,0,0,0
"Brady Vail","NO",1994-03-11,"6.00",198,"C","Windsor Spitfires",4,0,0,0,0,-3,0,0,0,0,0,4
"Brandon Lesway","YES",1994-03-24,"5.10",170,"RW","Kitchener Rangers",10,0,0,0,0,-1,0,0,0,0,0,0
"Brendan Bell","YES",1994-03-17,"6.02",208,"LW","Barrie Colts",13,0,0,0,0,-2,0,0,0,0,0,12
"Connor Jarvis","YES",1994-08-27,"5.08",186,"C","Brampton Battalion",8,0,0,0,0,-2,0,0,0,0,0,2
"Daniel Walsh","YES",1994-01-30,"6.00",185,"LW","Ottawa 67's",1,0,0,0,0,0,0,0,0,0,0,2
"Devon Rymarchuk","YES",1994-02-09,"6.03",196,"LW","Owen Sound Attack",5,0,0,0,0,-1,0,0,0,0,0,9
"Dylan Corson","NO",1994-03-01,"5.11",190,"C","Belleville Bulls",3,0,0,0,0,-3,0,0,0,0,0,0
"Jack Kuzmyk","NO",1993-09-28,"6.02",217,"D","Sarnia Sting",2,0,0,0,0,1,0,0,0,0,0,0
"Jesse Young","YES",1994-02-28,"6.00",194,"D","Kitchener Rangers",16,0,0,0,0,0,0,0,0,0,0,0
"Joel Wigle","NO",1994-02-14,"6.02",205,"RW","Niagara IceDogs",19,0,0,0,0,-1,0,0,0,0,0,11
"John Bowen","YES",1994-05-03,"6.02",224,"D","Windsor Spitfires",2,0,0,0,0,0,0,0,0,0,0,0
"Jonathan Laser","YES",1994-08-17,"5.11",194,"D","Barrie Colts",7,0,0,0,0,-3,0,0,0,0,0,2
"Josh Brown","NO",1994-01-21,"6.04",215,"D","Oshawa Generals",2,0,0,0,0,-1,0,0,0,0,0,0
"Justice Dundas","YES",1994-05-02,"6.01",190,"LW","Sarnia Sting",3,0,0,0,0,0,0,0,0,0,0,0
"Justin Auger","YES",1994-05-14,"6.07",230,"RW","Guelph Storm",6,0,0,0,0,-1,0,0,0,0,0,0
"Mathew Campagna","NO",1994-03-09,"5.11",185,"C","Sudbury Wolves",4,0,0,0,0,-2,0,0,0,0,0,4
"Nickolas Latta","NO",1993-10-05,"6.01",194,"C","Sarnia Sting",6,0,0,0,0,-1,0,0,0,0,0,0
"Patrick Watling","NO",1993-09-26,"6.00",173,"C","Guelph Storm",6,0,0,0,0,-4,0,0,0,0,0,6
"Ryan Duhaime","YES",1994-02-19,"5.11",195,"D","Mississauga St. Michaels Majors",6,0,0,0,0,-2,0,0,0,0,0,0
