"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Tucker Robertson",2003-06-22,"C","Peterborough Petes",68,8,1,9,0.13,11
"Daniel D'Amato",2001-04-08,"RW","Erie Otters",63,5,4,9,0.14,14
"Luke Evangelista",2002-02-21,"RW","London Knights",62,5,3,8,0.13,7
"Mike Petizian",2001-02-20,"LW","Kitchener Rangers",68,5,3,8,0.12,11
"Emmett Sproule",2001-03-19,"LW","Peterborough Petes",65,4,4,8,0.12,9
"Josh Bloom",2003-06-08,"LW","Saginaw Spirit",67,7,0,7,0.1,11
"Jordan Frasca",2001-07-05,"C","Kingston Frontenacs",61,3,3,6,0.1,7
"Brennan Othmann",2003-01-05,"LW","Flint Firebirds",66,4,1,5,0.08,5
"Brendan Hoffmann",2001-10-09,"C","Erie Otters",63,3,2,5,0.08,15
"Ethan Cardwell",2002-08-30,"C","Barrie Colts",49,2,3,5,0.1,9
"Christian Kyrou",2003-09-16,"D","Erie Otters",68,1,4,5,0.07,8
"Sean McGurn",2002-07-30,"C","London Knights",66,1,4,5,0.08,7
"Ethan Hay",2005-01-15,"C","Flint Firebirds",59,4,0,4,0.07,21
"Cole MacKay",2001-06-13,"RW","Soo Greyhounds",61,3,1,4,0.07,5
"Jax Dubois",2003-06-18,"C","Peterborough Petes",59,3,1,4,0.07,14
"Joseph Serpa",2002-03-23,"C","Kitchener Rangers",62,3,1,4,0.06,6
"Mitchell Russell",2001-03-06,"RW","North Bay Battalion",64,3,1,4,0.06,5
"Nolan Burke",2002-12-09,"C","Sarnia Sting",64,3,1,4,0.06,7
"Pavel Mintyukov",2003-11-25,"D","Saginaw Spirit",67,3,1,4,0.06,6
"Reid Valade",2002-03-14,"LW","Kitchener Rangers",63,3,1,4,0.06,7
"Sahil Panwar",2002-01-26,"C","Flint Firebirds",57,3,1,4,0.07,9
"Servac Petrovsky",2004-08-10,"C","Owen Sound Attack",65,3,1,4,0.06,7
"Wyatt Johnston",2003-05-14,"C","Windsor Spitfires",68,3,1,4,0.06,3
"J.R. Avon",2003-07-04,"C","Peterborough Petes",64,2,2,4,0.06,6
"Lucas Edmonds",2001-01-27,"RW","Kingston Frontenacs",68,2,2,4,0.06,4
"Arber Xhekaj",2001-01-30,"D","Hamilton Bulldogs",51,1,3,4,0.08,12
"Jack Thompson",2002-03-19,"D","Soo Greyhounds",65,1,3,4,0.06,7
"Avery Hayes",2002-10-10,"RW","Hamilton Bulldogs",66,3,0,3,0.05,4
