"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Justin Taylor",1989-02-08,"C","London Knights",14,2,0,2,0.14,17
"Brandon Biggers",1988-08-21,"LW","Erie Otters",5,1,1,2,0.4,67
"Casey Cizikas",1991-02-27,"C","Mississauga St. Michael's Majors",11,1,1,2,0.18,22
"Jared Gomes",1988-10-20,"LW","Mississauga St. Michael's Majors",11,1,1,2,0.18,15
"Nazem Kadri",1990-10-06,"C","London Knights",14,1,1,2,0.14,10
"Zack Torquato",1989-06-08,"C","Erie Otters",5,1,1,2,0.4,33
"Phil Varone",1990-12-04,"C","London Knights",14,0,2,2,0.14,11
"Alex Hutchings",1990-11-07,"C","Barrie Colts",5,1,0,1,0.2,14
"Andrew Agozzino",1991-01-03,"LW","Niagara IceDogs",12,1,0,1,0.08,9
"Brandon Buck",1988-08-16,"LW","Guelph Storm",4,1,0,1,0.25,20
"Brett Bellemore",1988-06-25,"D","Plymouth Whalers",11,1,0,1,0.09,33
"Corey Cowick",1989-01-08,"LW","Ottawa 67's",7,1,0,1,0.14,11
"Evgeny Grachev",1990-02-21,"LW","Brampton Battalion",19,1,0,1,0.05,4
"Mark Cundari",1990-04-23,"D","Windsor Spitfires",20,1,0,1,0.05,11
"Nick Crawford",1990-02-23,"D","Saginaw Spirit",8,1,0,1,0.12,20
"Scott Aarssen",1988-05-10,"D","London Knights",14,1,0,1,0.07,20
"Scott Timmins",1989-09-11,"C","Windsor Spitfires",20,1,0,1,0.05,6
"Shawn Szydlowski",1990-08-05,"RW","Erie Otters",5,1,0,1,0.2,33
"Tyler G. Brown",1990-02-07,"C","Plymouth Whalers",11,1,0,1,0.09,33
"Tyler Murovich",1989-12-04,"C","Saginaw Spirit",8,1,0,1,0.12,10
"Zach Harnden",1989-09-23,"RW","Peterborough Petes",4,1,0,1,0.25,33
"Ben Chiarot",1991-05-09,"D","Guelph Storm",4,0,1,1,0.25,33
"Brad Albert",1989-03-06,"D","Brampton Battalion",21,0,1,1,0.05,17
"Joe Pleckaitis",1989-06-13,"LW","Saginaw Spirit",8,0,1,1,0.12,14
"John Carlson",1990-01-10,"D","London Knights",14,0,1,1,0.07,5
"Logan Couture",1989-03-28,"C","Ottawa 67's",7,0,1,1,0.14,10
"Matt Duchene",1991-01-16,"C","Brampton Battalion",21,0,1,1,0.05,4
"Matt Stanisz",1990-05-19,"D","Barrie Colts",5,0,1,1,0.2,17
"Michal Jordan",1990-07-17,"D","Plymouth Whalers",11,0,1,1,0.09,33
"Ryan Ellis",1991-01-03,"D","Windsor Spitfires",20,0,1,1,0.05,3
"Ryan O'Reilly",1991-02-07,"C","Erie Otters",5,0,1,1,0.2,20
"Ryan Spooner",1992-01-30,"C","Peterborough Petes",4,0,1,1,0.25,100
"Taylor Hall",1991-11-14,"LW","Windsor Spitfires",20,0,1,1,0.05,3
"Adam Comrie",1990-07-31,"D","Saginaw Spirit",8,0,0,0,0,0
"Adam Henrique",1990-02-06,"C","Windsor Spitfires",20,0,0,0,0,0
"Adam Payerl",1991-03-04,"C","Barrie Colts",5,0,0,0,0,0
"Adam Sedlak",1991-09-21,"D","Peterborough Petes",4,0,0,0,0,0
"Adam Wallace",1990-03-23,"D","Windsor Spitfires",10,0,0,0,0,NA
"Adrian Robertson",1991-05-31,"D","Peterborough Petes",1,0,0,0,0,NA
"AJ Jenks",1990-06-27,"LW","Plymouth Whalers",11,0,0,0,0,0
"Akim Aliu",1989-04-24,"RW","Sudbury Wolves",6,0,0,0,0,0
"Alex Friesen",1991-01-30,"C","Niagara IceDogs",12,0,0,0,0,0
"Alex Pietrangelo",1990-01-18,"D","Niagara IceDogs",12,0,0,0,0,0
"Alexander Eriksson",1989-03-21,"D","Brampton Battalion",21,0,0,0,0,0
"Andrei Loktionov",1990-05-30,"C","Windsor Spitfires",20,0,0,0,0,0
"Andrew Clouthier",1990-05-03,"LW","Barrie Colts",5,0,0,0,0,NA
"Andrew Eastman",1988-12-16,"D","Barrie Colts",5,0,0,0,0,0
"Andrew Merrett",1989-04-03,"RW","Brampton Battalion",21,0,0,0,0,0
"Andrew Shaw",1991-07-20,"C","Niagara IceDogs",12,0,0,0,0,0
"Andrew Wilkins",1988-07-25,"RW","Owen Sound Attack",4,0,0,0,0,0
"Anthony Luciani",1990-05-13,"RW","Erie Otters",4,0,0,0,0,0
"Anthony Nigro",1990-01-11,"LW","Ottawa 67's",7,0,0,0,0,0
"Anthony Peluso",1989-04-18,"RW","Brampton Battalion",21,0,0,0,0,0
"Austin Levi",1992-02-16,"D","Plymouth Whalers",5,0,0,0,0,NA
"Austin Watson",1992-01-13,"RW","Windsor Spitfires",20,0,0,0,0,0
"Beau Schmitz",1991-03-26,"D","Plymouth Whalers",11,0,0,0,0,0
"Ben Alavie",1990-01-31,"D","Brampton Battalion",18,0,0,0,0,0
"Ben O'Quinn",1991-05-07,"C","Sarnia Sting",5,0,0,0,0,0
"Ben Shutron",1988-06-14,"D","Windsor Spitfires",20,0,0,0,0,0
"Bjorn Krupp",1991-03-06,"D","Belleville Bulls",17,0,0,0,0,NA
"Blake Parlett",1989-05-13,"D","Mississauga St. Michael's Majors",10,0,0,0,0,0
"Brad Walch",1991-01-24,"D","Saginaw Spirit",8,0,0,0,0,NA
"Brandon Mashinter",1988-09-20,"LW","Belleville Bulls",17,0,0,0,0,0
"Brent Sullivan",1990-01-08,"D","Sarnia Sting",3,0,0,0,0,NA
"Brett Appio",1991-04-26,"LW","Sarnia Sting",5,0,0,0,0,NA
"Brett Cook",1991-03-21,"D","Erie Otters",5,0,0,0,0,NA
"Brett Flemming",1991-02-26,"D","Mississauga St. Michael's Majors",10,0,0,0,0,0
"Brett Mackie",1991-05-25,"LW","Belleville Bulls",17,0,0,0,0,0
"Brett Theberge",1989-11-03,"C","Peterborough Petes",4,0,0,0,0,0
"Brian Birkhoff",1991-05-22,"D","Ottawa 67's",7,0,0,0,0,NA
"Brian Shaw",1990-01-30,"LW","Erie Otters",5,0,0,0,0,NA
"Bryan Cameron",1989-02-25,"RW","Belleville Bulls",17,0,0,0,0,0
"Cameron Gaunce",1990-03-19,"D","Mississauga St. Michael's Majors",11,0,0,0,0,0
"Chad Lowry",1991-01-24,"D","Peterborough Petes",4,0,0,0,0,0
"Chris Beauchamp",1991-01-02,"RW","Sarnia Sting",5,0,0,0,0,NA
"Chris Chappell",1988-03-21,"LW","Saginaw Spirit",8,0,0,0,0,0
"Chris DeSousa",1990-10-19,"LW","Niagara IceDogs",12,0,0,0,0,0
"Chris Terry",1989-04-07,"C","Plymouth Whalers",11,0,0,0,0,0
"Chris Van Laren",1990-06-04,"D","Sudbury Wolves",6,0,0,0,0,0
"Christopher Breen",1989-06-29,"D","Erie Otters",5,0,0,0,0,0
"Cody Alcock",1992-04-23,"C","Belleville Bulls",17,0,0,0,0,0
"Cody Hodgson",1990-02-18,"C","Brampton Battalion",21,0,0,0,0,0
"Cody Lindsay",1990-05-29,"C","Ottawa 67's",7,0,0,0,0,0
"Cody McNaughton",1992-10-16,"RW","Guelph Storm",4,0,0,0,0,NA
"Cody Sol",1991-02-11,"D","Saginaw Spirit",8,0,0,0,0,0
"Colin Behenna",1991-06-06,"C","Barrie Colts",5,0,0,0,0,0
"Colin Martin",1991-06-12,"LW","London Knights",3,0,0,0,0,NA
"Conor O'Donnell",1989-11-17,"LW","Windsor Spitfires",15,0,0,0,0,0
"Corey Bureau",1991-04-23,"RW","Mississauga St. Michael's Majors",11,0,0,0,0,0
"Corey Syvret",1989-02-19,"D","Guelph Storm",4,0,0,0,0,0
"Cory Tanaka",1988-05-17,"C","Belleville Bulls",17,0,0,0,0,0
"Craig Moore",1991-02-14,"LW","Brampton Battalion",18,0,0,0,0,NA
"Dale Mitchell",1989-04-09,"RW","Windsor Spitfires",20,0,0,0,0,0
"Dalton Prout",1990-03-13,"D","Barrie Colts",5,0,0,0,0,0
"Dalton Smith",1992-06-30,"LW","Ottawa 67's",7,0,0,0,0,NA
"Daniel Broussard",1991-01-09,"D","Sarnia Sting",4,0,0,0,0,NA
"Daniel Erlich",1991-03-13,"RW","London Knights",14,0,0,0,0,0
"Daniel Maggio",1991-03-04,"D","Sudbury Wolves",6,0,0,0,0,0
"Daniel Michalsky",1988-01-13,"LW","Barrie Colts",5,0,0,0,0,0
"Daniel Pachis",1991-06-05,"C","Saginaw Spirit",8,0,0,0,0,0
"Darren Archibald",1990-02-09,"LW","Barrie Colts",5,0,0,0,0,0
"David Corrente",1991-05-03,"D","Mississauga St. Michael's Majors",3,0,0,0,0,0
"David Kolomatis",1989-02-25,"D","Owen Sound Attack",4,0,0,0,0,0
"David McMullen",1991-01-01,"D","Niagara IceDogs",10,0,0,0,0,NA
"David Quesnele",1992-06-12,"LW","Peterborough Petes",4,0,0,0,0,0
"David Shields",1991-01-27,"D","Erie Otters",5,0,0,0,0,NA
"Dean Howard",1990-06-20,"RW","Sudbury Wolves",6,0,0,0,0,NA
"Denis Hollenstein",1989-10-15,"LW","Guelph Storm",4,0,0,0,0,0
"Derek Gregorack",1989-02-12,"LW","Brampton Battalion",4,0,0,0,0,NA
"Derek Hartwick",1992-04-12,"D","Ottawa 67's",7,0,0,0,0,0
"Derek Holden",1991-01-21,"D","Peterborough Petes",4,0,0,0,0,NA
"Devante Smith-Pelly",1992-06-14,"LW","Mississauga St. Michael's Majors",11,0,0,0,0,0
"Dominic DeSando",1990-10-15,"C","London Knights",14,0,0,0,0,0
