"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Taylor Hall","NO",4,1991-11-14,1991,"6.01",185,"LW","Windsor Spitfires",20,16,20,36,1.8,15,6,8,14,0,1,1,2,2,12,1
"Andrei Loktionov","YES",90,1990-05-30,1990,"5.11",190,"C","Windsor Spitfires",20,11,22,33,1.65,18,2,11,13,0,0,0,4,0,2,1
"Cody Hodgson","NO",19,1990-02-18,1990,"6.00",188,"C","Brampton Battalion",21,11,20,31,1.48,10,4,7,11,0,0,0,0,1,18,1
"Ryan Ellis","NO",6,1991-01-03,1991,"5.10",179,"D","Windsor Spitfires",20,8,23,31,1.55,16,5,14,19,0,1,1,1,0,20,1
"Dale Mitchell","NO",71,1989-04-09,1989,"5.09",200,"RW","Windsor Spitfires",20,14,15,29,1.45,17,4,3,7,0,0,0,0,0,24,1
"Matt Duchene","NO",9,1991-01-16,1991,"6.00",196,"C","Brampton Battalion",21,14,12,26,1.24,1,6,5,11,0,1,1,6,0,21,1
"Evgeny Grachev","YES",15,1990-02-21,1990,"6.03",212,"LW","Brampton Battalion",19,11,14,25,1.32,8,1,8,9,1,0,1,1,1,4,1
"John Carlson","YES",11,1990-01-10,1990,"6.03",210,"D","London Knights",14,7,15,22,1.57,11,2,11,13,0,1,1,1,0,16,1
"John Tavares","NO",61,1990-09-20,1990,"6.00",198,"C","London Knights",14,10,11,21,1.5,-2,6,6,12,0,0,0,0,1,8,1
"Eric Wellwood","NO",67,1990-03-06,1990,"5.11",179,"LW","Windsor Spitfires",20,10,11,21,1.05,14,0,1,1,0,0,0,3,0,12,1
"Nazem Kadri","NO",91,1990-10-06,1990,"6.00",177,"C","London Knights",14,9,12,21,1.5,6,4,3,7,1,1,2,2,0,22,1
"Eric Tangradi","NO",25,1989-02-10,1989,"6.04",221,"LW","Belleville Bulls",16,8,13,21,1.31,10,2,4,6,0,0,0,2,1,12,1
"Greg Nemisz","NO",64,1990-06-05,1990,"6.04",200,"RW","Windsor Spitfires",20,8,12,20,1,8,4,5,9,0,0,0,2,0,22,1
"Phil Varone","NO",71,1990-12-04,1990,"5.10",180,"C","London Knights",14,10,9,19,1.36,17,3,1,4,0,2,2,3,0,19,1
"Luke Pither","NO",11,1989-04-26,1989,"6.00",194,"C","Belleville Bulls",17,6,13,19,1.12,2,2,5,7,0,0,0,1,0,6,1
"Michael Del Zotto","NO",4,1990-06-24,1990,"6.00",188,"D","London Knights",14,3,16,19,1.36,8,2,10,12,0,0,0,0,0,18,1
"Nick Palmieri","NO",18,1989-07-12,1989,"6.02",215,"RW","Belleville Bulls",17,14,3,17,1,1,3,3,6,0,0,0,3,1,27,1
"Adam Henrique","NO",14,1990-02-06,1990,"6.00",196,"C","Windsor Spitfires",20,8,9,17,0.85,5,2,1,3,0,0,0,1,1,19,1
"Chris Terry","NO",20,1989-04-07,1989,"5.10",190,"C","Plymouth Whalers",11,7,9,16,1.45,1,2,5,7,0,0,0,0,0,18,1
"Scott Timmins","NO",77,1989-09-11,1989,"6.00",193,"C","Windsor Spitfires",20,6,10,16,0.8,13,3,3,6,1,0,1,2,0,26,1
"Tyler Seguin","YES",9,1992-01-31,1992,"6.01",186,"C","Plymouth Whalers",11,5,11,16,1.45,1,1,6,7,0,0,0,1,0,8,1
"Matt Caria","NO",15,1988-08-16,1988,"6.00",201,"C","Plymouth Whalers",11,9,6,15,1.36,1,6,1,7,0,0,0,1,0,24,1
"Matt Kang","NO",10,1988-11-09,1988,"6.00",189,"LW","Brampton Battalion",21,8,7,15,0.71,0,1,1,2,0,0,0,1,0,23,1
"Anthony Peluso","NO",23,1989-04-18,1989,"6.04",235,"RW","Brampton Battalion",21,8,7,15,0.71,3,5,2,7,0,0,0,1,0,29,1
"Rob Kwiet","NO",13,1988-08-02,1988,"6.01",218,"D","Windsor Spitfires",20,5,10,15,0.75,5,4,8,12,0,0,0,1,0,17,1
"P.K. Subban","NO",6,1989-05-13,1989,"6.00",202,"D","Belleville Bulls",17,3,12,15,0.88,6,1,7,8,0,0,0,1,0,22,1
"Bryan Cameron","NO",23,1989-02-25,1989,"5.10",183,"RW","Belleville Bulls",17,7,7,14,0.82,4,3,2,5,0,0,0,0,0,18,1
"Josh Day","NO",21,1988-04-02,1988,"6.01",190,"D","Brampton Battalion",21,2,12,14,0.67,6,1,11,12,0,0,0,0,0,22,1
"Jack Combs","NO",97,1988-01-26,1988,"6.00",201,"C","Saginaw Spirit",8,9,4,13,1.63,4,3,1,4,0,0,0,2,0,8,1
"Jared Gomes","NO",20,1988-10-20,1988,"6.01",190,"LW","Mississauga St. Michael's Majors",11,5,8,13,1.18,2,2,3,5,1,1,2,1,1,6,1
"Michael Pelech","NO",17,1989-10-06,1989,"6.02",212,"C","Mississauga St. Michael's Majors",11,4,9,13,1.18,4,1,5,6,0,0,0,1,0,23,1
"Daniel Erlich","NO",92,1991-03-13,1991,"5.06",170,"RW","London Knights",14,2,11,13,0.93,4,1,2,3,0,0,0,0,0,4,1
"Justin Taylor","NO",93,1989-02-08,1989,"6.00",184,"C","London Knights",14,6,6,12,0.86,3,3,2,5,2,0,2,0,1,12,1
"Shawn Lalonde","NO",9,1990-03-10,1990,"6.01",195,"D","Belleville Bulls",17,3,9,12,0.71,2,2,4,6,0,0,0,0,0,36,1
"Brandon Mashinter","NO",53,1988-09-20,1988,"6.04",232,"LW","Belleville Bulls",17,8,3,11,0.65,-4,1,1,2,0,0,0,2,0,13,1
"Andrew Agozzino","NO",9,1991-01-03,1991,"5.10",187,"LW","Niagara IceDogs",12,6,5,11,0.92,-5,1,4,5,1,0,1,1,1,24,1
"Jason Dale","NO",17,1988-12-31,1988,"5.11",182,"RW","Brampton Battalion",21,4,7,11,0.52,3,0,0,0,0,0,0,1,0,10,1
"Julien Demers","NO",24,1989-09-25,1989,"6.01",215,"D","Ottawa 67's",7,0,11,11,1.57,4,0,6,6,0,0,0,0,0,2,1
"Mathew Sisca","NO",25,1990-10-30,1990,"5.09",183,"C","Niagara IceDogs",12,7,3,10,0.83,-1,1,1,2,0,0,0,0,0,14,1
"Ryan Hayes","NO",10,1989-06-04,1989,"5.10",185,"RW","Plymouth Whalers",9,5,5,10,1.11,0,1,3,4,0,0,0,1,0,7,1
"Phil McRae","NO",90,1990-03-15,1990,"6.03",195,"C","London Knights",14,5,5,10,0.71,-6,1,2,3,0,0,0,1,0,12,1
"Tyler Murovich","NO",11,1989-12-04,1989,"5.08",178,"C","Saginaw Spirit",8,4,6,10,1.25,-4,2,3,5,1,0,1,0,0,8,1
"Cameron Gaunce","NO",28,1990-03-19,1990,"6.01",203,"D","Mississauga St. Michael's Majors",11,4,6,10,0.91,4,2,3,5,0,0,0,0,0,20,1
"Logan Couture","NO",89,1989-03-28,1989,"6.00",191,"C","Ottawa 67's",7,3,7,10,1.43,3,1,4,5,0,1,1,1,0,6,1
"Alex Friesen","NO",8,1991-01-30,1991,"5.10",186,"C","Niagara IceDogs",12,3,7,10,0.83,-2,2,3,5,0,0,0,0,0,25,1
"Cory Tanaka","NO",7,1988-05-17,1988,"5.10",188,"C","Belleville Bulls",17,1,9,10,0.59,-6,0,0,0,0,0,0,0,0,8,1
"Corey Cowick","NO",27,1989-01-08,1989,"6.02",205,"LW","Ottawa 67's",7,7,2,9,1.29,3,5,0,5,1,0,1,0,0,14,1
"Casey Cizikas","NO",11,1991-02-27,1991,"6.00",185,"C","Mississauga St. Michael's Majors",11,5,4,9,0.82,1,0,1,1,1,1,2,1,0,11,1
"Justin Shugg","NO",44,1991-12-24,1991,"5.11",185,"RW","Windsor Spitfires",20,5,4,9,0.45,0,2,0,2,0,0,0,0,0,16,1
"Lane MacDermid","NO",19,1989-08-25,1989,"6.03",204,"LW","Windsor Spitfires",20,4,5,9,0.45,3,0,0,0,0,0,0,0,0,38,1
"T.J. Brodie","NO",79,1990-06-07,1990,"6.01",173,"D","Saginaw Spirit",8,3,6,9,1.13,-3,2,4,6,0,0,0,1,0,8,1
"Jesse Messier","NO",22,1988-03-05,1988,"5.11",195,"RW","Mississauga St. Michael's Majors",11,3,6,9,0.82,-4,2,2,4,0,0,0,0,0,10,1
"Chris DeSousa","NO",24,1990-10-19,1990,"5.09",196,"LW","Niagara IceDogs",12,3,6,9,0.75,-1,1,0,1,0,0,0,1,1,23,1
"Kaspars Daugavins","NO",16,1988-05-18,1988,"6.00",205,"LW","Mississauga St. Michael's Majors",11,2,7,9,0.82,0,2,3,5,0,0,0,0,0,14,1
"Nick Pageau","NO",24,1988-01-08,1988,"6.00",187,"D","Belleville Bulls",17,2,7,9,0.53,-3,1,3,4,0,0,0,0,0,25,1
"Mark Cundari","NO",51,1990-04-23,1990,"5.10",200,"D","Windsor Spitfires",20,1,8,9,0.45,8,0,0,0,1,0,1,0,0,38,1
"Anthony Nigro","NO",21,1990-01-11,1990,"6.00",189,"LW","Ottawa 67's",7,4,4,8,1.14,0,2,3,5,0,0,0,1,0,4,1
"Marco Insam","YES",17,1989-06-05,1989,"6.01",211,"LW","Niagara IceDogs",10,4,4,8,0.8,-4,2,0,2,0,0,0,2,0,5,1
"Scott Tanski","NO",11,1990-04-19,1990,"6.01",192,"RW","Brampton Battalion",21,3,5,8,0.38,-4,0,1,1,0,0,0,1,0,13,1
"Tyler Toffoli","YES",16,1992-04-24,1992,"6.00",186,"RW","Ottawa 67's",7,2,6,8,1.14,3,1,0,1,0,0,0,0,0,4,1
"Chris Chappell","NO",19,1988-03-21,1988,"6.04",212,"LW","Saginaw Spirit",8,2,6,8,1,1,0,2,2,0,0,0,1,0,8,1
"Drew Schiestel","NO",22,1989-03-09,1989,"6.02",193,"D","Niagara IceDogs",12,2,6,8,0.67,-4,1,4,5,0,0,0,0,0,14,1
"Thomas Kiriakou","NO",13,1988-01-24,1988,"5.11",201,"C","Ottawa 67's",7,6,1,7,1,3,1,0,1,0,0,0,1,1,0,1
"Joey Hishon","NO",18,1991-10-20,1991,"5.10",175,"C","Owen Sound Attack",4,4,3,7,1.75,-5,3,3,6,0,0,0,0,0,6,1
"Darren Archibald","YES",25,1990-02-09,1990,"6.03",210,"LW","Barrie Colts",5,4,3,7,1.4,2,1,0,1,0,0,0,1,0,2,1
"Jordan Mayer","NO",19,1991-08-24,1991,"5.10",184,"C","Mississauga St. Michael's Majors",11,4,3,7,0.64,-2,2,2,4,0,0,0,1,0,0,1
"Alex Hutchings","NO",10,1990-11-07,1990,"5.10",179,"C","Barrie Colts",5,3,4,7,1.4,0,0,2,2,1,0,1,0,0,6,1
"Joe Pleckaitis","NO",15,1989-06-13,1989,"6.00",188,"LW","Saginaw Spirit",8,3,4,7,0.88,-1,1,0,1,0,1,1,0,0,8,1
"Thomas Stajan","NO",14,1989-01-07,1989,"6.00",177,"C","Brampton Battalion",21,3,4,7,0.33,-2,0,0,0,0,0,0,0,0,21,1
"Patrick Lee","NO",11,1988-01-27,1988,"6.00",200,"RW","Niagara IceDogs",12,2,5,7,0.58,-5,2,1,3,0,0,0,0,0,9,1
"Ken Peroff","NO",2,1989-09-22,1989,"6.00",191,"D","Brampton Battalion",21,2,5,7,0.33,2,0,1,1,0,0,0,0,0,8,1
"Matt Dias","NO",15,1988-04-29,1988,"5.11",200,"RW","Sudbury Wolves",6,4,2,6,1,-3,1,1,2,0,0,0,1,0,6,1
"Michael Sgarbossa","YES",11,1992-07-25,1992,"5.11",175,"C","Barrie Colts",5,3,3,6,1.2,0,0,1,1,0,0,0,0,0,10,1
"Zack Torquato","NO",22,1989-06-08,1989,"5.11",205,"C","Erie Otters",5,2,4,6,1.2,-2,1,2,3,1,1,2,1,1,11,1
"Matthew Tipoff","NO",27,1990-10-04,1990,"6.00",186,"LW","Belleville Bulls",17,2,4,6,0.35,-6,1,1,2,0,0,0,1,0,10,1
"Jordan Szwarz","NO",10,1991-05-14,1991,"6.00",189,"RW","Saginaw Spirit",8,1,5,6,0.75,0,0,3,3,0,0,0,0,0,10,1
"Alex Pietrangelo","NO",10,1990-01-18,1990,"6.04",210,"D","Niagara IceDogs",12,1,5,6,0.5,-4,1,4,5,0,0,0,0,0,20,1
"Brad Albert","NO",6,1989-03-06,1989,"6.00",195,"D","Brampton Battalion",21,1,5,6,0.29,0,0,0,0,0,1,1,1,0,23,1
"Matt Stanisz","NO",16,1990-05-19,1990,"6.01",200,"D","Barrie Colts",5,0,6,6,1.2,-1,0,2,2,0,1,1,0,0,7,1
"Luke Judson","YES",14,1991-02-14,1991,"6.01",202,"RW","Belleville Bulls",17,0,6,6,0.35,-4,0,1,1,0,0,0,0,0,20,1
"Brandon Buck","NO",9,1988-08-16,1988,"6.01",191,"LW","Guelph Storm",4,3,2,5,1.25,1,0,1,1,1,0,1,0,0,0,1
"Matt Kennedy","NO",15,1989-03-04,1989,"6.02",203,"RW","Guelph Storm",4,3,2,5,1.25,1,0,0,0,0,0,0,0,0,0,1
"Kyle Bochek","NO",9,1988-03-11,1988,"6.00",197,"C","Saginaw Spirit",8,3,2,5,0.63,3,0,0,0,0,0,0,0,0,4,1
"Devante Smith-Pelly","YES",23,1992-06-14,1992,"6.00",216,"LW","Mississauga St. Michael's Majors",11,2,3,5,0.45,1,0,0,0,0,0,0,1,0,4,1
"Dylan MacEachern","NO",16,1990-04-03,1990,"6.00",185,"LW","Niagara IceDogs",12,2,3,5,0.42,-1,0,0,0,0,0,0,0,0,9,1
"Scott Aarssen","NO",6,1988-05-10,1988,"5.11",190,"D","London Knights",14,2,3,5,0.36,-6,0,0,0,1,0,1,1,0,23,1
"Nick Crawford","NO",4,1990-02-23,1990,"6.01",183,"D","Saginaw Spirit",8,1,4,5,0.63,-1,0,0,0,1,0,1,0,1,4,1
"Harry Young","NO",55,1989-11-12,1989,"6.04",210,"D","Windsor Spitfires",20,1,4,5,0.25,14,0,0,0,0,0,0,0,0,41,1
"Ryan O'Reilly","NO",9,1991-02-07,1991,"6.00",205,"C","Erie Otters",5,0,5,5,1,1,0,1,1,0,1,1,0,0,2,1
"Leo Jenner","NO",4,1989-06-27,1989,"6.04",224,"D","Plymouth Whalers",11,0,5,5,0.45,4,0,0,0,0,0,0,0,0,25,1
"Matt Clark","YES",5,1990-10-17,1990,"6.04",218,"D","Brampton Battalion",21,0,5,5,0.24,0,0,0,0,0,0,0,0,0,37,1
"Stephon Thorne","YES",18,1990-05-13,1990,"6.00",178,"LW","Brampton Battalion",21,0,5,5,0.24,-2,0,0,0,0,0,0,0,0,26,1
"Peter Holland","NO",13,1991-01-14,1991,"6.02",198,"C","Guelph Storm",4,4,0,4,1,-5,0,0,0,0,0,0,0,0,2,1
"Mike Lomas","NO",39,1990-08-16,1990,"5.11",212,"LW","Owen Sound Attack",4,3,1,4,1,-2,1,0,1,0,0,0,0,0,4,1
"Ben Shutron","NO",42,1988-06-14,1988,"6.00",195,"D","Windsor Spitfires",20,3,1,4,0.2,7,0,0,0,0,0,0,0,0,25,1
"David Kolomatis","NO",6,1989-02-25,1989,"5.11",190,"D","Owen Sound Attack",4,2,2,4,1,-8,2,2,4,0,0,0,0,0,0,1
"Brett Theberge","NO",25,1989-11-03,1989,"6.00",200,"C","Peterborough Petes",4,2,2,4,1,0,1,0,1,0,0,0,0,0,4,1
"Stefan Della Rovere","NO",19,1990-02-25,1990,"5.11",200,"LW","Barrie Colts",5,2,2,4,0.8,-2,1,0,1,0,0,0,0,0,19,1
"Cody Lindsay","NO",34,1990-05-29,1990,"5.09",180,"C","Ottawa 67's",7,2,2,4,0.57,2,0,0,0,0,0,0,0,0,9,1
"Beau Schmitz","YES",17,1991-03-26,1991,"5.10",193,"D","Plymouth Whalers",11,2,2,4,0.36,-4,2,1,3,0,0,0,0,0,14,1
"William Wallen","YES",18,1991-08-16,1991,"5.08",170,"LW","Mississauga St. Michael's Majors",11,2,2,4,0.36,-2,2,0,2,0,0,0,1,0,8,1
