"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Greg McKegg",1992-06-17,"C","Erie Otters",5,2,1,3,0.6,-5,1,1,0,0,4
"Corey Bureau",1991-04-23,"RW","Mississauga St. Michael's Majors",11,1,2,3,0.27,-1,0,1,0,0,4
"Michael Hasson",1991-10-29,"RW","Niagara IceDogs",10,1,2,3,0.3,3,0,0,1,0,2
"Sergey Korostin",1989-07-05,"RW","Peterborough Petes",4,1,2,3,0.75,-1,0,0,0,0,0
"Austin Watson",1992-01-13,"RW","Windsor Spitfires",20,0,3,3,0.15,1,0,2,0,0,15
"Brett Mackie",1991-05-25,"LW","Belleville Bulls",17,0,3,3,0.18,3,0,0,0,0,0
"Dominic DeSando",1990-10-15,"C","London Knights",14,2,0,2,0.14,2,0,0,0,0,9
"Cody Alcock",1992-04-23,"C","Belleville Bulls",17,1,1,2,0.12,2,0,0,0,0,0
"Mitch Fillman",1990-06-05,"RW","Saginaw Spirit",8,1,1,2,0.25,-4,0,0,0,0,6
"Rob Flick",1991-03-28,"C","Mississauga St. Michael's Majors",10,1,1,2,0.2,-1,0,0,0,0,14
"Scott Howe",1992-02-25,"LW","Belleville Bulls",16,1,1,2,0.13,2,0,0,0,0,0
"Cody Sol",1991-02-11,"D","Saginaw Spirit",8,0,2,2,0.25,-2,0,0,0,0,14
"Derek Hartwick",1992-04-12,"D","Ottawa 67's",7,0,2,2,0.29,-1,0,0,0,0,10
"Jason Wilson",1990-04-15,"LW","London Knights",14,0,2,2,0.14,2,0,0,0,0,8
"Tim Campbell",1991-02-15,"D","Guelph Storm",4,0,2,2,0.5,3,0,0,0,0,0
"Colin Behenna",1991-06-06,"C","Barrie Colts",5,1,0,1,0.2,0,0,0,0,0,0
"Josh McFadden",1991-05-23,"D","Mississauga St. Michael's Majors",6,1,0,1,0.17,0,0,0,0,0,6
"Mike Cazzola",1991-03-08,"C","Erie Otters",5,1,0,1,0.2,-3,1,0,0,0,4
"Richard Jarusek",1991-08-08,"LW","Saginaw Spirit",6,1,0,1,0.17,0,0,0,0,0,0
"Sam Carrick",1992-02-04,"C","Brampton Battalion",21,1,0,1,0.05,-3,0,0,1,0,16
"Adam Sedlak",1991-09-21,"D","Peterborough Petes",4,0,1,1,0.25,-3,0,1,0,0,4
"Andrew Eastman",1988-12-16,"D","Barrie Colts",5,0,1,1,0.2,-3,0,0,0,0,2
"Anthony Luciani",1990-05-13,"RW","Erie Otters",4,0,1,1,0.25,0,0,0,0,0,5
"David Quesnele",1992-06-12,"LW","Peterborough Petes",4,0,1,1,0.25,0,0,0,0,0,0
"Gregg Sutch",1992-02-09,"RW","Sarnia Sting",5,0,1,1,0.2,-1,0,0,0,0,2
"Jake Cardwell",1992-05-24,"D","Sudbury Wolves",6,0,1,1,0.17,-1,0,1,0,0,2
"Johnson Andrews",1991-02-15,"LW","Niagara IceDogs",8,0,1,1,0.13,-2,0,0,0,0,12
"Keevin Cutting",1992-09-22,"D","Owen Sound Attack",4,0,1,1,0.25,-2,0,0,0,0,2
"Marc Zanetti",1991-05-20,"D","Ottawa 67's",7,0,1,1,0.14,-2,0,1,0,0,13
"Mike Halmo",1991-05-15,"LW","Owen Sound Attack",4,0,1,1,0.25,-5,0,0,0,0,2
"Mike Schwindt",1991-10-17,"D","Niagara IceDogs",12,0,1,1,0.08,1,0,0,0,0,8
"Ryan Spooner",1992-01-30,"C","Peterborough Petes",4,0,1,1,0.25,-1,0,0,0,0,0
"Adam Wallace",1990-03-23,"D","Windsor Spitfires",10,0,0,0,0,0,0,0,0,0,2
"Adrian Robertson",1991-05-31,"D","Peterborough Petes",1,0,0,0,0,0,0,0,0,0,5
"Austin Levi",1992-02-16,"D","Plymouth Whalers",5,0,0,0,0,0,0,0,0,0,5
"Bjorn Krupp",1991-03-06,"D","Belleville Bulls",17,0,0,0,0,-1,0,0,0,0,9
"Brad Walch",1991-01-24,"D","Saginaw Spirit",8,0,0,0,0,-2,0,0,0,0,6
"Brett Appio",1991-04-26,"LW","Sarnia Sting",5,0,0,0,0,-1,0,0,0,0,13
"Brett Cook",1991-03-21,"D","Erie Otters",5,0,0,0,0,-4,0,0,0,0,10
"Brian Birkhoff",1991-05-22,"D","Ottawa 67's",7,0,0,0,0,1,0,0,0,0,4
"Chris Beauchamp",1991-01-02,"RW","Sarnia Sting",5,0,0,0,0,-3,0,0,0,0,2
"Cody McNaughton",1992-10-16,"RW","Guelph Storm",4,0,0,0,0,-1,0,0,0,0,0
"Colin Martin",1991-06-12,"LW","London Knights",3,0,0,0,0,0,0,0,0,0,0
"Craig Moore",1991-02-14,"LW","Brampton Battalion",18,0,0,0,0,-2,0,0,0,0,6
"Dalton Smith",1992-06-30,"LW","Ottawa 67's",7,0,0,0,0,-1,0,0,0,0,0
"Daniel Broussard",1991-01-09,"D","Sarnia Sting",4,0,0,0,0,0,0,0,0,0,0
"David McMullen",1991-01-01,"D","Niagara IceDogs",10,0,0,0,0,1,0,0,0,0,0
"Derek Gregorack",1989-02-12,"LW","Brampton Battalion",4,0,0,0,0,0,0,0,0,0,0
"Dylan Anderson",1991-02-25,"C","Ottawa 67's",1,0,0,0,0,0,0,0,0,0,2
"Dylan Goddard",1992-04-03,"LW","Belleville Bulls",6,0,0,0,0,2,0,0,0,0,2
"Evgeny Molotilov",1991-06-07,"D","Guelph Storm",4,0,0,0,0,-1,0,0,0,0,0
"J.P. Labardo",1992-02-24,"C","Guelph Storm",3,0,0,0,0,0,0,0,0,0,0
"Jamie Devane",1991-02-20,"LW","Plymouth Whalers",11,0,0,0,0,1,0,0,0,0,17
"Jay Gilbert",1991-08-15,"D","Niagara IceDogs",3,0,0,0,0,-1,0,0,0,0,0
"Jeff Braithwaite",1992-03-02,"D","Peterborough Petes",4,0,0,0,0,0,0,0,0,0,4
"Jesse Stoughton",1991-04-21,"C","Sarnia Sting",5,0,0,0,0,-1,0,0,0,0,2
"John Kavanagh",1991-01-21,"C","Saginaw Spirit",1,0,0,0,0,0,0,0,0,0,0
"Josh Shalla",1991-09-25,"LW","Guelph Storm",4,0,0,0,0,-1,0,0,0,0,0
"Josh Sidwell",1991-03-28,"RW","Erie Otters",5,0,0,0,0,-2,0,0,0,0,0
"Joshua Ocampo",1991-07-12,"RW","Owen Sound Attack",1,0,0,0,0,-1,0,0,0,0,0
"Kyle Pereira",1991-02-02,"D","Brampton Battalion",4,0,0,0,0,-1,0,0,0,0,2
"Kyle Steckley",1990-02-21,"RW","Niagara IceDogs",9,0,0,0,0,-2,0,0,0,0,0
"Mark Ramkema",1991-05-01,"D","Owen Sound Attack",2,0,0,0,0,0,0,0,0,0,5
"Miroslav Preisinger",1991-02-03,"C","Sarnia Sting",5,0,0,0,0,-2,0,0,0,0,0
"Myles Doan",1992-05-18,"C","Owen Sound Attack",4,0,0,0,0,-1,0,0,0,0,4
"Nathan Chiarlitti",1992-02-04,"D","Sarnia Sting",4,0,0,0,0,-2,0,0,0,0,0
"Nick Trecapelli",1991-09-26,"D","Saginaw Spirit",1,0,0,0,0,0,0,0,0,0,0
"Pieter Schinkelshoek",1992-05-26,"RW","Ottawa 67's",1,0,0,0,0,0,0,0,0,0,0
"Ryan Hanes",1992-01-29,"D","Ottawa 67's",6,0,0,0,0,-2,0,0,0,0,0
"Ryan Lopes",1991-02-25,"C","Mississauga St. Michael's Majors",2,0,0,0,0,0,0,0,0,0,2
"Ryan O'Connor",1992-01-12,"D","Barrie Colts",5,0,0,0,0,-6,0,0,0,0,0
"Stephen Gaskin",1991-02-11,"D","Barrie Colts",2,0,0,0,0,1,0,0,0,0,0
"Stephen Silas",1992-06-26,"D","Belleville Bulls",17,0,0,0,0,-3,0,0,0,0,10
"Steven Shipley",1992-04-22,"C","Owen Sound Attack",4,0,0,0,0,-5,0,0,0,0,0
"Tyler Osborne",1991-02-03,"D","Guelph Storm",1,0,0,0,0,0,0,0,0,0,0
