"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Andrei Loktionov",1990-05-30,"C","Windsor Spitfires",20,11,22,33,1.65,18,2,11,4,0,2
"Evgeny Grachev",1990-02-21,"LW","Brampton Battalion",19,11,14,25,1.32,8,1,8,1,1,4
"John Carlson",1990-01-10,"D","London Knights",14,7,15,22,1.57,11,2,11,1,0,16
"Tyler Seguin",1992-01-31,"C","Plymouth Whalers",11,5,11,16,1.45,1,1,6,1,0,8
"Marco Insam",1989-06-05,"LW","Niagara IceDogs",10,4,4,8,0.8,-4,2,0,2,0,5
"Tyler Toffoli",1992-04-24,"RW","Ottawa 67's",7,2,6,8,1.14,3,1,0,0,0,4
"Darren Archibald",1990-02-09,"LW","Barrie Colts",5,4,3,7,1.4,2,1,0,1,0,2
"Michael Sgarbossa",1992-07-25,"C","Barrie Colts",5,3,3,6,1.2,0,0,1,0,0,10
"Luke Judson",1991-02-14,"RW","Belleville Bulls",17,0,6,6,0.35,-4,0,1,0,0,20
"Devante Smith-Pelly",1992-06-14,"LW","Mississauga St. Michael's Majors",11,2,3,5,0.45,1,0,0,1,0,4
"Matt Clark",1990-10-17,"D","Brampton Battalion",21,0,5,5,0.24,0,0,0,0,0,37
"Stephon Thorne",1990-05-13,"LW","Brampton Battalion",21,0,5,5,0.24,-2,0,0,0,0,26
"Beau Schmitz",1991-03-26,"D","Plymouth Whalers",11,2,2,4,0.36,-4,2,1,0,0,14
"Freddie Hamilton",1992-01-01,"C","Niagara IceDogs",12,2,2,4,0.33,-2,0,1,0,0,4
"William Wallen",1991-08-16,"LW","Mississauga St. Michael's Majors",11,2,2,4,0.36,-2,2,0,1,0,8
"Garrett Wilson",1991-03-16,"LW","Owen Sound Attack",4,1,3,4,1,-3,0,3,0,0,7
"John McFarland",1992-04-02,"C","Sudbury Wolves",6,1,3,4,0.67,-1,0,1,1,0,2
"Jared Knight",1992-01-16,"C","London Knights",14,3,0,3,0.21,4,0,0,1,0,2
"Andrew Shaw",1991-07-20,"C","Niagara IceDogs",12,2,1,3,0.25,0,0,0,0,0,22
