"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Max Wildfong",2009-03-21,"LW","Saginaw Spirit",6,0,2,2,0.33,-4,0,0,0,0,0
"Norman Greene",2009-02-02,"RW","Sudbury Wolves",6,0,2,2,0.33,-1,0,0,0,0,6
"Patrik Ula",2009-11-28,"LW","Sudbury Wolves",5,0,2,2,0.4,0,0,0,0,0,4
"Ryan Beaulieu",2010-01-10,"D","London Knights",5,0,2,2,0.4,2,0,1,0,0,6
"Andrew Laurin",2010-04-09,"RW","Ottawa 67's",3,1,0,1,0.33,1,0,0,0,0,2
"Benjamin Collins",2009-04-21,"C","Brampton Steelheads",2,1,0,1,0.5,0,0,0,0,0,0
"Brody Robertson",2009-01-06,"LW","Peterborough Petes",3,1,0,1,0.33,1,0,0,0,0,2
"Carter Lewandowski",2009-06-02,"C","Niagara IceDogs",6,1,0,1,0.17,-4,0,0,0,0,0
"Colton Lapierre",2010-02-14,"D","Peterborough Petes",2,1,0,1,0.5,1,0,0,1,0,0
"Cooper McAslan",2009-03-16,"D","London Knights",2,1,0,1,0.5,-4,1,0,0,0,4
"Ethan Cava",2009-07-29,"C","Oshawa Generals",2,1,0,1,0.5,-2,0,0,0,0,2
"Evan Nicholson",2009-04-01,"LW","Kitchener Rangers",4,1,0,1,0.25,1,0,0,0,0,0
"Innis Robinson",2010-08-06,"RW","Owen Sound Attack",6,1,0,1,0.17,-6,0,0,0,0,0
"Jesse Debruyn",2009-02-03,"D","Windsor Spitfires",3,1,0,1,0.33,2,0,0,0,0,6
"Joshua D'Addario",2010-01-07,"LW","Erie Otters",1,1,0,1,1,0,1,0,0,0,0
"Joshua Pagani",2010-05-01,"LW","Guelph Storm",1,1,0,1,1,1,0,0,0,0,0
"Marc Ruggere",2010-09-05,"D","Barrie Colts",4,1,0,1,0.25,-2,0,0,0,0,8
"Owen Miniotas",2009-05-02,"RW","London Knights",4,1,0,1,0.25,-5,0,0,0,0,4
"Aleksandr Sementsov",2009-08-25,"LW","Barrie Colts",3,0,1,1,0.33,2,0,0,0,0,6
"Alex Dvorak",2009-09-09,"D","Sudbury Wolves",6,0,1,1,0.17,-3,0,0,0,0,2
"Axel Bisbee",2008-07-18,"D","Victoria Royals",1,0,1,1,1,1,0,0,0,0,0
"Blake Munnings",2009-01-23,"LD","Niagara IceDogs",5,0,1,1,0.2,-1,0,0,0,0,0
"Cade Campbell",2009-03-14,"D","Ottawa 67's",2,0,1,1,0.5,1,0,0,0,0,2
"Cam Anderson",2009-06-06,"RW","Soo Greyhounds",4,0,1,1,0.25,-1,0,0,0,0,8
"Charlie Sullivan",2009-03-21,"D","Guelph Storm",4,0,1,1,0.25,-4,0,0,0,0,8
"Colton Van Geffen",2010-02-09,"D","Guelph Storm",1,0,1,1,1,0,0,0,0,0,0
"Dmitry Kubantsev",2008-05-28,"RW","Newfoundland Regiment",2,0,1,1,0.5,0,0,0,0,0,0
"Drayden Uhrina",2009-01-31,"RW","Victoria Royals",2,0,1,1,0.5,-1,0,1,0,0,0
"Evan Fitzgerald",2010-09-10,"C","Kitchener Rangers",4,0,1,1,0.25,2,0,0,0,0,4
"Finn Ellery",2010-10-21,"C","Brantford Bulldogs",3,0,1,1,0.33,0,0,1,0,0,0
"Gavin Christie",2009-04-13,"D","Kingston Frontenacs",3,0,1,1,0.33,4,0,0,0,0,2
"Gavin Godick",2010-03-25,"D","Kingston Frontenacs",2,0,1,1,0.5,-4,0,0,0,0,0
"Gavin Martin",2010-02-08,"RW","Kitchener Rangers",2,0,1,1,0.5,1,0,0,0,0,2
"Hudson Leenders",2009-02-01,"LW","Saginaw Spirit",3,0,1,1,0.33,1,0,0,0,0,0
"Jack Johnson",2009-04-21,"D","Ottawa 67's",3,0,1,1,0.33,2,0,0,0,0,2
"Jack Samek",2010-03-08,"C","London Knights",3,0,1,1,0.33,0,0,0,0,0,4
"Jake LaMontagne",2010-01-27,"D","Windsor Spitfires",2,0,1,1,0.5,0,0,0,0,0,0
"Jakub Kuklinski",2010-01-01,"LW","Oshawa Generals",4,0,1,1,0.25,0,0,0,0,0,0
"John Kanyo",2010-02-10,"D","Brantford Bulldogs",3,0,1,1,0.33,1,0,0,0,0,2
"Karsten Barbeau",2009-03-09,"LW","Soo Greyhounds",5,0,1,1,0.2,-2,0,1,0,0,2
"Kash Kwajah",2010-09-10,"C","Sudbury Wolves",5,0,1,1,0.2,-3,0,1,0,0,0
"Kieran Raynor",2009-03-22,"C","Peterborough Petes",4,0,1,1,0.25,0,0,0,0,0,0
"Lachlan Larmand",2009-03-25,"RW","Brampton Steelheads",5,0,1,1,0.2,-1,0,0,0,0,0
"Lucas Nutting",2009-04-05,"D","Flint Firebirds",3,0,1,1,0.33,-2,0,1,0,0,0
"Lyndon Cabral",2009-08-15,"RW","Erie Otters",3,0,1,1,0.33,-2,0,0,0,0,0
"Maxim Shirochenkov",2009-10-17,"LW","Barrie Colts",4,0,1,1,0.25,0,0,0,0,0,0
"Peyton Collins",2009-04-21,"RW","Brampton Steelheads",2,0,1,1,0.5,0,0,0,0,0,2
"Robert Matson",2009-03-10,"C","Guelph Storm",2,0,1,1,0.5,1,0,0,0,0,0
"Tommy Kut",2009-01-05,"LD","Kitchener Rangers",5,0,1,1,0.2,0,0,0,0,0,2
"Aiden Mowrey",2009-07-02,"D","Barrie Colts",5,0,0,0,0,1,0,0,0,0,0
"Alec Walker",2010-04-08,"LW","Soo Greyhounds",2,0,0,0,0,-1,0,0,0,0,0
"Alex Campeau",2009-03-23,"C","London Knights",2,0,0,0,0,0,0,0,0,0,2
"Alexandre Saulnier",2010-04-16,"C","North Bay Battalion",1,0,0,0,0,0,0,0,0,0,2
"Andrew Baker",2009-01-20,"RW","Guelph Storm",4,0,0,0,0,-4,0,0,0,0,2
"Benjamin Carr",2009-03-22,"C","Brantford Bulldogs",3,0,0,0,0,-4,0,0,0,0,0
"Benjamin Trebicky",2009-07-12,"C","Niagara IceDogs",4,0,0,0,0,-2,0,0,0,0,2
"Braden Reilly",2010-05-12,"C","Kitchener Rangers",4,0,0,0,0,-5,0,0,0,0,4
"Brandt Rooyakkers",2009-04-08,"C","Peterborough Petes",1,0,0,0,0,0,0,0,0,0,0
"Brayden Jaravata",2010-03-24,"D","Ottawa 67's",2,0,0,0,0,0,0,0,0,0,2
"Brayden Lappalainen",2009-04-27,"LW","Brantford Bulldogs",4,0,0,0,0,-1,0,0,0,0,2
"Broden McArthur",2009-02-24,"D","Erie Otters",2,0,0,0,0,-2,0,0,0,0,2
"Brody Brown",2010-07-05,"RW","Sarnia Sting",1,0,0,0,0,0,0,0,0,0,0
"Caden Bell",2009-01-15,"D","Owen Sound Attack",4,0,0,0,0,-3,0,0,0,0,0
"Carter Beauchesne",2009-02-09,"LW","Flint Firebirds",3,0,0,0,0,-2,0,0,0,0,0
"Christian Del Buono",2010-03-10,"RW","Erie Otters",1,0,0,0,0,0,0,0,0,0,0
"Christopher Weiss",2009-01-17,"D","Soo Greyhounds",5,0,0,0,0,4,0,0,0,0,4
"Cody Costello",2009-04-22,"LD","Oshawa Generals",5,0,0,0,0,-2,0,0,0,0,7
"Colby Coombe",2009-12-15,"LW","Ottawa 67's",3,0,0,0,0,0,0,0,0,0,2
"Colin MacCormack",2010-02-04,"D","Owen Sound Attack",2,0,0,0,0,-1,0,0,0,0,0
"Damian Norris",2010-03-03,"C","Newfoundland Regiment",1,0,0,0,0,0,0,0,0,0,0
"Daniel Tout",2009-02-13,"D","Peterborough Petes",1,0,0,0,0,-1,0,0,0,0,0
"Dante D'Andrea",2009-01-22,"D","Kingston Frontenacs",2,0,0,0,0,1,0,0,0,0,0
"Dawson O'Connor",2010-08-25,"D","Owen Sound Attack",2,0,0,0,0,2,0,0,0,0,0
"Easton Poe",2008-03-06,"D","North Bay Battalion",3,0,0,0,0,0,0,0,0,0,5
"Evan Bannister",2010-08-06,"C","Sarnia Sting",3,0,0,0,0,0,0,0,0,0,5
"Evan Pahanich",2009-03-27,"D","Soo Greyhounds",3,0,0,0,0,0,0,0,0,0,0
"Finn Merrill",2010-07-12,"RW","Niagara IceDogs",5,0,0,0,0,-1,0,0,0,0,6
"Graham Littlejohn",2010-12-08,"LW","London Knights",1,0,0,0,0,0,0,0,0,0,0
"Grant Yingst",2009-01-18,"RW","Oshawa Generals",4,0,0,0,0,-1,0,0,0,0,0
"Hudsyn Chaput",2009-06-16,"RW","Guelph Storm",1,0,0,0,0,-1,0,0,0,0,0
"Jack O'Dell",2009-07-30,"D","Windsor Spitfires",1,0,0,0,0,0,0,0,0,0,0
"Jackson Marthaler",2010-02-10,"D","London Knights",2,0,0,0,0,-2,0,0,0,0,0
"Jaden Licastro",2010-03-02,"D","Soo Greyhounds",4,0,0,0,0,-2,0,0,0,0,5
"James Buchan",2009-01-31,"D","Peterborough Petes",3,0,0,0,0,-2,0,0,0,0,0
"Jay Nimchonok",2010-09-30,"RD","Brampton Steelheads",2,0,0,0,0,-1,0,0,0,0,5
"John Montanino",2010-05-26,"LD","Brampton Steelheads",4,0,0,0,0,-4,0,0,0,0,0
"Joseph Fenwick",2010-01-06,"LW","Guelph Storm",1,0,0,0,0,1,0,0,0,0,2
"Joseph Szarka",2009-07-17,"D","Peterborough Petes",1,0,0,0,0,0,0,0,0,0,0
"Kayden Kelly",2010-03-05,"LW","Brantford Bulldogs",2,0,0,0,0,-1,0,0,0,0,0
"Kosta Housseas",2010-01-27,"D","London Knights",2,0,0,0,0,1,0,0,0,0,0
"Kyler Lauder",2010-01-15,"LW","Saginaw Spirit",6,0,0,0,0,-4,0,0,0,0,0
"Logan Massimi",2009-01-05,"RD","Kitchener Rangers",5,0,0,0,0,-1,0,0,0,0,2
"Logan Prud'homme",2010-08-02,"C","Kingston Frontenacs",3,0,0,0,0,-1,0,0,0,0,0
"Maddyx Chaput",2009-06-09,"LW","Guelph Storm",1,0,0,0,0,-1,0,0,0,0,0
"Marcus Magri",2009-09-01,"LW","Kingston Frontenacs",1,0,0,0,0,0,0,0,0,0,0
"Mason Quinn",2010-03-13,"RW","Peterborough Petes",2,0,0,0,0,-1,0,0,0,0,0
"Matt Zilinski",2010-02-21,"C","Owen Sound Attack",6,0,0,0,0,-2,0,0,0,0,4
"Matthew Marcoux",2009-08-01,"D","Oshawa Generals",1,0,0,0,0,-1,0,0,0,0,2
"Max Lappan",2010-03-17,"D","Niagara IceDogs",5,0,0,0,0,-2,0,0,0,0,2
"Michael Tang",2009-04-15,"RW","Niagara IceDogs",5,0,0,0,0,-2,0,0,0,0,2
"Miles Reilly",2010-05-01,"C","Kingston Frontenacs",2,0,0,0,0,-3,0,0,0,0,0
"Nash Willsie",2009-04-02,"C","Guelph Storm",1,0,0,0,0,1,0,0,0,0,0
"Nathan Hewitt",2010-09-25,"C","Niagara IceDogs",2,0,0,0,0,-1,0,0,0,0,0
"Nolan Gerow",2009-03-11,"LW","Peterborough Petes",1,0,0,0,0,0,0,0,0,0,4
"Oskar Konobelj",2009-05-29,"D","North Bay Battalion",4,0,0,0,0,-2,0,0,0,0,6
"Owen Miehm",2009-07-04,"LW","Barrie Colts",2,0,0,0,0,0,0,0,0,0,0
"Pierson Clute",2009-12-23,"D","London Knights",2,0,0,0,0,-1,0,0,0,0,5
"Reid Hayes",2009-07-16,"RW","Ottawa 67's",3,0,0,0,0,1,0,0,0,0,2
"Roan Greschuk",2010-03-31,"D","Victoria Royals",1,0,0,0,0,-1,0,0,0,0,0
"Roman Vanacker",2010-05-08,"LW","Kingston Frontenacs",3,0,0,0,0,-1,0,0,0,0,0
"Ronan Quinn",2010-06-12,"RW","Sudbury Wolves",2,0,0,0,0,0,0,0,0,0,0
"Ryker Kesler",2010-12-19,"C","London Knights",5,0,0,0,0,-1,0,0,0,0,8
"Ryland Moore",2009-01-18,"D","Victoria Royals",1,0,0,0,0,1,0,0,0,0,2
"Shane Roche",2010-08-03,"D","Kingston Frontenacs",1,0,0,0,0,0,0,0,0,0,0
"Shayden Hintenberger",2010-06-10,"D","Sudbury Wolves",1,0,0,0,0,1,0,0,0,0,4
"Trent Clow",2010-01-27,"C","Brantford Bulldogs",2,0,0,0,0,-1,0,0,0,0,0
"Ty Robar",2009-04-19,"C","Kingston Frontenacs",3,0,0,0,0,-2,0,0,0,0,2
"Tyson Cartier",2009-10-07,"D","Peterborough Petes",1,0,0,0,0,1,0,0,0,0,0
"William Lundqvist",2007-11-08,"D","Newfoundland Regiment",3,0,0,0,0,-2,0,0,0,0,0
"Xavier Rowe",2009-11-11,"RW","Oshawa Generals",1,0,0,0,0,-1,0,0,0,0,0
"Zack Forwell",2009-03-23,"C","Erie Otters",1,0,0,0,0,-1,0,0,0,0,2
"Zack Naish",2009-12-02,"D","Niagara IceDogs",4,0,0,0,0,-2,0,0,0,0,5
