"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Bobby Ryan","NO",1987-03-17,"6.02",211,"RW","Owen Sound Attack",62,37,52,89,1.44,30,11,20,31,5,5,51
"Daniel Ryder","NO",1987-01-12,"5.11",180,"C","Peterborough Petes",68,29,53,82,1.21,27,9,22,31,4,2,55
"Cal O'Reilly","NO",1986-09-30,"5.11",179,"C","Windsor Spitfires",68,24,50,74,1.09,9,7,19,26,4,0,16
"Steve Downie","NO",1987-04-03,"5.10",191,"C","Windsor Spitfires",61,21,52,73,1.2,1,9,23,32,2,2,179
"Evan Brophey","NO",1986-12-03,"6.01",202,"C","Belleville Bulls",63,28,43,71,1.13,4,5,21,26,4,1,55
"Benoit Pouliot","NO",1986-09-29,"6.03",190,"LW","Sudbury Wolves",67,29,38,67,1,7,8,17,25,5,3,102
"Ryan O'Marra","NO",1987-06-09,"6.02",200,"C","Erie Otters",64,25,38,63,0.98,-4,8,24,32,1,2,60
"Radek Smolenak","YES",1986-12-03,"6.03",204,"RW","Kingston Frontenacs",67,32,28,60,0.9,-14,11,7,18,5,0,58
"Chris Lawrence","NO",1987-02-05,"6.04",217,"C","Sault Ste. Marie Greyhounds",68,11,40,51,0.75,16,5,17,22,4,0,57
"Mike Duco","YES",1987-07-08,"5.09",197,"LW","Kitchener Rangers",62,24,26,50,0.81,16,8,9,17,3,1,78
"Tom Mannino","NO",1987-02-19,"5.11",216,"RW","Saginaw Spirit",68,21,29,50,0.74,-16,5,10,15,0,2,8
"Patrick Davis","NO",1986-12-28,"6.02",211,"LW","Kitchener Rangers",59,20,30,50,0.85,2,8,12,20,3,0,41
"Tom Pyatt","NO",1987-02-14,"5.11",181,"C","Saginaw Spirit",57,18,30,48,0.84,-5,6,12,18,1,0,14
"Dan Collins","NO",1987-02-26,"6.01",209,"RW","Plymouth Whalers",68,25,21,46,0.68,-3,6,7,13,4,1,60
"Matt D'Agostini","YES",1986-10-23,"6.00",176,"RW","Guelph Storm",59,24,22,46,0.78,0,3,8,11,4,2,29
"James Neal","YES",1987-09-03,"6.03",205,"LW","Plymouth Whalers",67,18,26,44,0.66,-5,7,8,15,5,0,32
"Tyler Donati","NO",1986-10-17,"5.10",190,"RW","Toronto St. Michael's Majors",53,21,22,43,0.81,-22,7,11,18,5,0,30
"Michael Blunden","NO",1986-12-15,"6.04",210,"RW","Erie Otters",61,22,19,41,0.67,-9,10,7,17,4,1,75
"Justin Donati","NO",1986-10-17,"5.10",174,"C","Toronto St. Michael's Majors",43,12,27,39,0.91,-11,3,11,14,2,0,30
"Howie Martin","NO",1986-11-18,"5.11",202,"C","Brampton Battalion",65,18,20,38,0.58,10,3,6,9,3,0,42
"Ryan Wilson","NO",1987-02-03,"6.01",206,"D","Toronto St. Michael's Majors",68,13,24,37,0.54,-23,5,12,17,3,0,149
"Kevin Baker","NO",1987-03-27,"6.00",190,"C","Sudbury Wolves",63,17,19,36,0.57,22,1,2,3,1,1,2
"Jadran Beljo","NO",1987-02-25,"5.11",168,"LW","Peterborough Petes",59,19,16,35,0.59,0,12,3,15,2,0,31
"Richard Clune","NO",1987-04-25,"5.11",194,"LW","Sarnia Sting",68,21,13,34,0.5,1,8,0,8,1,0,103
"Patrick McNeill","NO",1987-03-17,"6.00",199,"D","Saginaw Spirit",66,7,26,33,0.5,-29,4,16,20,1,0,31
"Michael Swift","YES",1987-03-26,"5.09",165,"C","Mississauga IceDogs",67,15,17,32,0.48,9,4,6,10,3,0,46
"Sean O'Connor","NO",1987-01-31,"5.11",171,"RW","Erie Otters",67,9,22,31,0.46,-8,6,10,16,1,0,65
"Mark Versteeg-Lytwyn","NO",1986-11-27,"5.11",190,"LW","Sarnia Sting",65,9,21,30,0.46,-17,4,3,7,1,0,114
"Derek Joslin","YES",1987-03-17,"6.01",175,"D","Ottawa 67's",68,6,24,30,0.44,26,1,10,11,0,1,44
"Cody Bass","NO",1987-01-07,"6.00",203,"C","Mississauga IceDogs",66,11,17,28,0.42,5,7,3,10,2,1,103
