"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Mike Kavanagh",1987-04-21,"RW","Oshawa Generals",57,8,6,14,0.25,-17,1,1,0,0,38
"Igor Gongalsky",1986-11-05,"LW","Owen Sound Attack",61,7,7,14,0.23,4,0,1,2,0,93
"Lubomir Stach",1986-05-28,"D","Guelph Storm",58,6,8,14,0.24,-3,2,7,2,0,22
"Jakub Kindl",1987-02-10,"D","Kitchener Rangers",62,3,11,14,0.23,12,1,6,0,0,92
"Bradley Snetsinger",1987-04-08,"LW","Mississauga IceDogs",54,8,5,13,0.24,1,0,0,0,0,30
"Andy Hyvarinen",1987-12-29,"LW","Guelph Storm",44,6,7,13,0.3,8,0,0,0,0,14
"Kevin Henderson",1986-12-03,"LW","Kitchener Rangers",47,5,8,13,0.28,2,0,1,0,0,46
"Trevor Koverko",1987-03-22,"D","Owen Sound Attack",66,1,12,13,0.2,17,0,0,0,0,83
"Joe McCann",1987-03-02,"RW","Saginaw Spirit",53,5,7,12,0.23,-13,0,2,0,0,40
"Bryan Young",1986-08-06,"D","Peterborough Petes",60,1,11,12,0.2,15,0,0,0,0,44
"Steve Savor",1988-07-01,"RW","Sarnia Sting",62,5,5,10,0.16,-11,1,0,0,0,6
"Mark Johnson",1985-09-26,"RW","Belleville Bulls",63,4,6,10,0.16,-5,0,0,0,0,54
"John de Gray",1988-03-14,"D","Brampton Battalion",53,2,8,10,0.19,12,0,0,1,0,51
"Theo Peckham",1987-11-10,"D","Owen Sound Attack",61,1,9,10,0.16,14,0,0,0,0,209
"Arron Alphonso",1988-11-14,"RW","Ottawa 67's",59,4,5,9,0.15,-3,0,0,2,0,50
"Scott Baker",1987-05-15,"LW","Belleville Bulls",58,4,5,9,0.16,-14,0,1,1,0,8
"Steve Ferry",1988-08-05,"D","London Knights",59,4,5,9,0.15,16,0,0,0,0,12
"Justin Caruana",1987-07-17,"LW","Peterborough Petes",55,3,6,9,0.16,-6,0,0,1,0,38
"Justin DiBenedetto",1988-08-25,"C","Toronto St. Michael's Majors",64,3,6,9,0.14,1,1,1,0,0,37
"Travis Elder",1987-03-27,"LW","Toronto St. Michael's Majors",58,3,6,9,0.16,4,1,1,0,0,57
"Mark Prentice",1985-04-01,"RW","Oshawa Generals",42,5,3,8,0.19,-3,1,0,0,0,20
"Jesse Biduke",1988-02-01,"LW","Oshawa Generals",34,3,5,8,0.24,-2,0,1,0,0,17
"Stefan Legein",1988-11-24,"RW","Mississauga IceDogs",49,3,5,8,0.16,1,0,0,2,0,37
"Myles Applebaum",1988-03-16,"C","Kitchener Rangers",46,2,6,8,0.17,-1,0,0,1,0,13
"Mark Fraser",1986-09-26,"D","Kitchener Rangers",58,0,8,8,0.14,3,0,0,0,0,96
"Todd Perry",1986-12-13,"D","Barrie Colts",29,0,8,8,0.28,-4,0,5,0,0,46
"Scott Cowie",1988-05-05,"C","Peterborough Petes",46,4,3,7,0.15,-8,0,0,1,0,6
"Kody Musselman",1988-06-28,"RW","Sarnia Sting",55,3,4,7,0.13,-5,0,0,0,0,57
"Paul Marchese",1985-05-26,"RW","Mississauga IceDogs",63,3,4,7,0.11,-5,0,0,1,0,139
"Chris Ferguson",1988-02-09,"LW","Saginaw Spirit",61,2,5,7,0.11,-22,0,0,0,0,5
"Payton Liske",1988-11-28,"LW","Owen Sound Attack",64,2,5,7,0.11,3,0,0,0,0,10
"Frankie Santini",1988-07-29,"D","Mississauga IceDogs",54,1,6,7,0.13,-1,0,0,0,0,22
"Jamie Klie",1987-03-25,"D","Saginaw Spirit",64,0,7,7,0.11,-27,0,0,0,0,74
"Luca Caputi",1988-10-01,"LW","Mississauga IceDogs",48,5,1,6,0.13,6,1,0,1,0,25
"Cory Konecny",1985-10-22,"RW","Guelph Storm",49,3,3,6,0.12,-9,0,0,0,0,157
"Darryl Smith",1987-03-03,"C","Guelph Storm",56,3,3,6,0.11,-2,0,0,0,0,26
"Matt Halischuk",1988-06-01,"RW","Toronto St. Michael's Majors",30,3,3,6,0.2,-6,1,2,1,0,4
"Pat Ouellette",1987-04-21,"LW","Ottawa 67's",56,2,4,6,0.11,-5,0,0,0,0,21
"Jack Combs",1988-01-26,"RW","Kitchener Rangers",59,1,5,6,0.1,-1,1,0,0,0,12
"Jonathan Sciacca",1988-04-16,"D","Windsor Spitfires",52,1,5,6,0.12,5,0,2,0,0,39
"Jordan Shine",1988-12-14,"LW","Barrie Colts",56,1,5,6,0.11,6,0,1,0,0,109
"Matt Piva",1988-08-05,"C","Oshawa Generals",21,1,5,6,0.29,-12,1,1,0,0,14
"Nick Plastino",1986-02-20,"D","Barrie Colts",34,1,5,6,0.18,1,0,0,0,0,8
"Niko Vainio",1985-01-24,"D","Peterborough Petes",11,1,5,6,0.55,-10,1,2,0,0,10
"Tomas Sample",1987-01-06,"D","Sudbury Wolves",60,1,5,6,0.1,0,0,3,1,0,86
"Adam Perry",1987-01-12,"LW","London Knights",18,3,2,5,0.28,5,0,0,1,0,12
"Jason Cassidy",1987-06-18,"RW","Brampton Battalion",37,3,2,5,0.14,0,0,0,0,0,59
"Matthew Bragg",1987-06-12,"C","Barrie Colts",28,3,2,5,0.18,4,0,0,0,0,11
"Mike Montgomery",1987-07-22,"C","Peterborough Petes",35,3,2,5,0.14,-4,0,0,0,0,17
"Andrew Self",1987-01-08,"LW","Windsor Spitfires",57,2,3,5,0.09,-16,0,0,0,0,67
"Brandon MacLean",1987-09-04,"C","Sault Ste. Marie Greyhounds",54,1,4,5,0.09,-2,0,0,1,0,17
"Cory McGillis",1988-07-09,"LW","Windsor Spitfires",46,1,4,5,0.11,-12,0,0,1,0,63
"James DeLory",1988-03-03,"D","Oshawa Generals",61,1,4,5,0.08,-21,0,0,0,0,82
"Matt Kang",1988-11-09,"LW","Owen Sound Attack",7,1,4,5,0.71,3,0,0,0,0,2
"Zack Shepley",1987-08-28,"D","Plymouth Whalers",54,1,4,5,0.09,5,0,0,0,0,22
"Tomas Stryncl",1987-01-12,"D","Brampton Battalion",38,0,5,5,0.13,2,0,1,0,0,16
"Eric Regan",1988-05-20,"D","Erie Otters",61,2,2,4,0.07,-17,0,0,0,0,6
"Justin Allen",1985-04-27,"RW","Oshawa Generals",44,1,3,4,0.09,-4,0,0,1,0,127
"Kyle Paige",1988-06-14,"LW","Guelph Storm",20,1,3,4,0.2,-3,0,0,0,0,4
"Tom Sestito",1987-09-28,"LW","Plymouth Whalers",35,1,3,4,0.11,-2,0,0,0,0,88
"Josh Godfrey",1988-01-15,"D","Guelph Storm",18,0,4,4,0.22,-1,0,2,0,0,9
"Matthew Lyall",1988-02-08,"C","Guelph Storm",14,0,4,4,0.29,3,0,0,0,0,8
"Michael Kolarz",1987-01-12,"D","Kingston Frontenacs",49,0,4,4,0.08,-5,0,0,0,0,36
"Shawn Haviland",1987-01-09,"D","Guelph Storm",43,0,4,4,0.09,-10,0,0,0,0,89
"Craig Montgomery",1987-04-14,"RW","Toronto St. Michael's Majors",12,3,0,3,0.25,2,2,0,0,0,14
"Adam Abrahamson",1986-02-14,"RW","Sarnia Sting",43,2,1,3,0.07,-2,0,0,0,0,31
"Chris Bryson",1987-08-20,"RW","Kitchener Rangers",14,1,2,3,0.21,0,0,0,0,0,4
"Daniel Torres",1986-04-16,"LW","Oshawa Generals",13,1,2,3,0.23,-2,0,0,0,0,4
"Graham McNabb",1987-02-23,"LW","Brampton Battalion",24,1,2,3,0.13,-4,0,0,0,0,8
"Jaromir Florian",1987-03-30,"RW","Guelph Storm",41,1,2,3,0.07,-5,0,0,1,0,25
"Ryan Lee",1986-07-25,"D","Plymouth Whalers",43,1,2,3,0.07,2,0,0,1,0,32
"Scott Lavigne",1987-02-13,"D","Toronto St. Michael's Majors",42,1,2,3,0.07,0,0,1,0,0,8
"Troy Murray",1987-04-22,"D","Sudbury Wolves",15,1,2,3,0.2,-5,0,1,0,0,27
"Michael Caruso",1988-07-05,"D","Guelph Storm",56,0,3,3,0.05,-9,0,0,0,0,31
"Tom Jefferson",1987-03-17,"RW","Oshawa Generals",53,0,3,3,0.06,-8,0,0,0,0,95
"Tyler Cuthbert",1987-05-05,"D","Sault Ste. Marie Greyhounds",53,0,3,3,0.06,5,0,0,0,0,20
"Jeff Christison",1987-02-08,"RW","Sudbury Wolves",18,2,0,2,0.11,1,0,0,1,0,8
"Bobby Davey",1987-04-20,"D","Belleville Bulls",66,1,1,2,0.03,-18,0,0,0,0,112
"Kevin Tuckey",1987-05-11,"LW","Saginaw Spirit",60,1,1,2,0.03,-24,0,0,0,0,33
"Luke Carson",1987-04-26,"LW","Oshawa Generals",11,1,1,2,0.18,-2,0,0,0,0,7
"Mike Bushby",1987-05-22,"D","Windsor Spitfires",30,1,1,2,0.07,2,0,0,0,0,41
"Shawn Matthias",1988-02-19,"C","Belleville Bulls",37,1,1,2,0.05,-14,1,0,0,0,15
"Tyler McKinley",1987-05-02,"D","Sault Ste. Marie Greyhounds",35,1,1,2,0.06,1,1,0,0,0,19
"Jamie Heywood",1986-07-05,"D","Sarnia Sting",46,0,2,2,0.04,-5,0,0,0,0,20
"Jaroslav Mrazek",1986-01-14,"D","Toronto St. Michael's Majors",57,0,2,2,0.04,-2,0,0,0,0,54
"Martin Novak",1986-03-12,"D","Belleville Bulls",27,0,2,2,0.07,-6,0,0,0,0,12
"Ryan Martinelli",1986-09-02,"D","London Knights",29,0,2,2,0.07,5,0,0,0,0,6
"Scott Fletcher",1988-01-12,"D","Saginaw Spirit",50,0,2,2,0.04,0,0,0,0,0,72
"Stephen Miller",1987-07-18,"D","Sudbury Wolves",40,0,2,2,0.05,-10,0,0,0,0,13
"Travis Kauffeldt",1985-06-09,"LW","Oshawa Generals",5,0,2,2,0.4,0,0,0,0,0,2
"Brent Mackie",1987-04-19,"D","Guelph Storm",18,1,0,1,0.06,-3,0,0,0,0,16
"Darryl Flowers",1985-06-21,"D","Peterborough Petes",46,1,0,1,0.02,-4,1,0,0,0,131
"Matt Lahey",1988-12-28,"RW","Ottawa 67's",23,1,0,1,0.04,-3,0,0,0,0,13
"Alex Penner",1986-08-22,"LW","Guelph Storm",11,0,1,1,0.09,0,0,0,0,0,7
"BIll Kueneman",1988-04-29,"C","Sudbury Wolves",3,0,1,1,0.33,1,0,0,0,0,2
"Brian McGarry",1985-02-19,"C","Sudbury Wolves",3,0,1,1,0.33,0,0,0,0,0,0
"Chad Dunlop",1987-05-12,"LW","Erie Otters",21,0,1,1,0.05,-2,0,0,0,0,24
"Chris Leveille",1987-08-30,"RW","Guelph Storm",3,0,1,1,0.33,1,0,0,0,0,0
"Garrett Sinfield",1987-03-26,"D","Saginaw Spirit",4,0,1,1,0.25,2,0,0,0,0,0
"Josh Day",1988-04-02,"D","Sault Ste. Marie Greyhounds",20,0,1,1,0.05,1,0,0,0,0,4
"Justin Piquette",1987-03-01,"LW","Kitchener Rangers",25,0,1,1,0.04,-1,0,0,0,0,42
"Justin Soryal",1987-06-29,"LW","Peterborough Petes",29,0,1,1,0.03,-7,0,0,0,0,54
"Kyle Hope",1987-07-26,"D","Barrie Colts",6,0,1,1,0.17,0,0,0,0,0,6
"Matt McCready",1987-07-01,"D","London Knights",14,0,1,1,0.07,4,0,0,0,0,0
"Nathan Hooper",1986-05-06,"LW","Mississauga IceDogs",32,0,1,1,0.03,-2,0,0,0,0,21
"Peter Sergeant",1987-08-27,"LW","Erie Otters",8,0,1,1,0.13,-1,0,0,0,0,2
"Scott Boomsma",1987-10-25,"D","Brampton Battalion",5,0,1,1,0.2,-1,0,0,0,0,0
"Scott Judson",1987-03-11,"D","Windsor Spitfires",29,0,1,1,0.03,0,0,0,0,0,20
"Shawn Evans",1986-04-28,"RW","Peterborough Petes",4,0,1,1,0.25,1,0,0,0,0,8
"Andrew Wilkins",1988-07-25,"D","London Knights",2,0,0,0,0,0,0,0,0,0,2
"Brandon Mashinter",1988-09-20,"LW","Sarnia Sting",8,0,0,0,0,-5,0,0,0,0,9
"Brenden Biedermann",1987-05-07,"RW","Sudbury Wolves",2,0,0,0,0,0,0,0,0,0,0
"Brett Oliphant",1988-02-26,"C","Barrie Colts",5,0,0,0,0,0,0,0,0,0,0
"Burke MacDonald",1988-01-18,"D","Peterborough Petes",5,0,0,0,0,-1,0,0,0,0,0
"Cassidy Preston",1987-04-30,"LW","Toronto St. Michael's Majors",34,0,0,0,0,-5,0,0,0,0,27
"Dan Dempsey",1987-05-22,"D","Kingston Frontenacs",8,0,0,0,0,1,0,0,0,0,2
"Dan Falbo",1985-01-08,"C","Barrie Colts",5,0,0,0,0,1,0,0,0,0,2
"Dan Gyenes",1987-05-20,"D","Kitchener Rangers",51,0,0,0,0,-3,0,0,0,0,32
"David Shaw",1987-03-08,"D","Ottawa 67's",3,0,0,0,0,0,0,0,0,0,0
"Harrison Reed",1988-01-18,"RW","London Knights",6,0,0,0,0,-1,0,0,0,0,0
"Jacob Lalonde",1988-01-08,"LW","Sault Ste. Marie Greyhounds",11,0,0,0,0,0,0,0,0,0,0
"Jake Helmick",1988-01-08,"D","Plymouth Whalers",11,0,0,0,0,-1,0,0,0,0,0
"Jeremy Reese",1987-04-08,"LW","Sarnia Sting",1,0,0,0,0,0,0,0,0,0,0
"Jeremy Whelan",1987-02-06,"LW","Mississauga IceDogs",7,0,0,0,0,0,0,0,0,0,6
"Josh Kidd",1988-11-16,"D","Erie Otters",57,0,0,0,0,-6,0,0,0,0,11
"Julien Machabee",1988-02-29,"D","Kitchener Rangers",4,0,0,0,0,0,0,0,0,0,0
"Justin Sawyer",1988-10-18,"D","Oshawa Generals",14,0,0,0,0,2,0,0,0,0,21
"Keaton Turkiewicz",1988-03-02,"RW","Sudbury Wolves",2,0,0,0,0,-2,0,0,0,0,0
"Kris Belan",1986-12-19,"LW","London Knights",3,0,0,0,0,1,0,0,0,0,8
"Mark Thorburn",1987-01-08,"RW","Sault Ste. Marie Greyhounds",4,0,0,0,0,0,0,0,0,0,4
"Mike Steadman",1987-09-03,"LW","London Knights",2,0,0,0,0,-3,0,0,0,0,0
"Paul McIlveen",1986-03-24,"RW","Ottawa 67's",10,0,0,0,0,-1,0,0,0,0,0
"Paul Yovanic",1987-10-02,"RW","Kitchener Rangers",7,0,0,0,0,-1,0,0,0,0,9
"Randy Johnston",1987-01-21,"C","Barrie Colts",11,0,0,0,0,-5,0,0,0,0,6
"Ryan Crouch",1988-01-11,"D","Sudbury Wolves",1,0,0,0,0,0,0,0,0,0,0
"Ryan Gouldby",1987-05-21,"LW","Oshawa Generals",8,0,0,0,0,-2,0,0,0,0,0
"Shawn Connors",1988-06-30,"D","Kingston Frontenacs",3,0,0,0,0,1,0,0,0,0,0
"Spencer Jezegou",1988-10-14,"RW","Guelph Storm",2,0,0,0,0,0,0,0,0,0,0
"Steve Whitely",1987-07-16,"D","Saginaw Spirit",52,0,0,0,0,-16,0,0,0,0,67
"Terrance Hakli",1988-10-09,"RW","Erie Otters",3,0,0,0,0,-3,0,0,0,0,0
"Thomas Kiriakou",1988-01-24,"C","Ottawa 67's",4,0,0,0,0,-1,0,0,0,0,0
"Thomas Policelli",1988-03-11,"D","Sarnia Sting",7,0,0,0,0,1,0,0,0,0,0
"Tony Iaquinto",1987-01-21,"LW","Guelph Storm",12,0,0,0,0,-2,0,0,0,0,2
"Trevor Erdie",1988-07-21,"D","Sudbury Wolves",2,0,0,0,0,-2,0,0,0,0,0
"Tyler Lannigan",1986-05-20,"D","Sault Ste. Marie Greyhounds",4,0,0,0,0,0,0,0,0,0,2
"Vladimir Tufykov",1987-05-17,"LW","Erie Otters",1,0,0,0,0,-1,0,0,0,0,0
