"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Corey Perry","NO",94,1985-05-16,1985,"6.03",197,"RW","London Knights",60,47,83,130,2.17,66,18,40,58,4,0,4,8,2,117,1
"Dylan Hunter","NO",79,1985-05-21,1985,"6.00",196,"LW","London Knights",67,31,73,104,1.55,50,15,36,51,0,1,1,11,1,64,1
"Brad Richardson","NO",15,1985-02-04,1985,"5.11",189,"C","Owen Sound Attack",68,41,56,97,1.43,26,14,16,30,2,2,4,9,3,60,1
"Rob Schremp","NO",44,1986-07-01,1986,"6.00",185,"C","London Knights",62,41,49,90,1.45,36,23,23,46,0,0,0,8,0,54,1
"Patrick O'Sullivan","NO",89,1985-02-01,1985,"5.11",185,"C","Mississauga IceDogs",57,31,59,90,1.58,16,15,30,45,6,5,11,3,2,63,1
"Bobby Ryan","NO",9,1987-03-17,1987,"6.02",211,"RW","Owen Sound Attack",62,37,52,89,1.44,30,11,20,31,4,1,5,5,5,51,1
"Evan McGrath","NO",19,1986-01-14,1986,"6.00",192,"C","Kitchener Rangers",67,28,59,87,1.3,23,10,26,36,1,2,3,6,3,51,1
"Rob Hisey","NO",26,1984-09-24,1984,"5.10",175,"C","Barrie Colts",66,29,57,86,1.3,9,5,23,28,1,3,4,2,2,81,1
"David Bolland","NO",91,1986-06-05,1986,"6.00",185,"RW","London Knights",66,34,51,85,1.29,36,8,29,37,1,1,2,7,1,97,1
"Liam Reddox","NO",22,1986-01-27,1986,"5.11",185,"LW","Peterborough Petes",68,36,46,82,1.21,18,13,24,37,2,1,3,9,0,38,1
"Daniel Ryder","NO",23,1987-01-12,1987,"5.11",180,"C","Peterborough Petes",68,29,53,82,1.21,27,9,22,31,2,1,3,4,2,55,1
"Geoff Platt","NO",17,1985-07-10,1985,"5.10",170,"C","Erie Otters",68,45,34,79,1.16,-7,20,16,36,3,1,4,7,5,84,1
"Marc Rancourt","NO",81,1984-04-28,1984,"6.01",197,"LW","Belleville Bulls",68,26,52,78,1.15,-5,12,21,33,1,1,2,5,0,37,1
"Andre Benoit","NO",16,1984-01-06,1984,"6.00",199,"D","Kitchener Rangers",67,24,53,77,1.15,36,8,27,35,2,0,2,5,2,72,1
"John Scott Dickson","NO",40,1984-04-10,1984,"6.02",210,"RW","Windsor Spitfires",68,34,42,76,1.12,1,15,21,36,1,1,2,8,1,48,1
"Patrick Jarrett","NO",8,1984-02-06,1984,"5.11",182,"C","Owen Sound Attack",68,27,49,76,1.12,5,11,18,29,0,0,0,6,0,56,1
"John Mitchell","NO",7,1985-01-22,1985,"6.02",197,"C","Plymouth Whalers",63,25,50,75,1.19,14,8,18,26,5,3,8,2,2,59,1
"Jeff Carter","NO",7,1985-01-01,1985,"6.03",200,"C","Sault Ste. Marie Greyhounds",55,34,40,74,1.35,20,14,18,32,1,2,3,6,0,40,1
"Cal O'Reilly","NO",16,1986-09-30,1986,"5.11",179,"C","Windsor Spitfires",68,24,50,74,1.09,9,7,19,26,1,0,1,4,0,16,1
"Wojtek Wolski","NO",17,1986-02-24,1986,"6.03",202,"LW","Brampton Battalion",67,29,44,73,1.09,-6,13,21,34,2,0,2,3,0,41,1
"Steve Downie","NO",7,1987-04-03,1987,"5.10",191,"C","Windsor Spitfires",61,21,52,73,1.2,1,9,23,32,0,1,1,2,2,179,1
"David Lomas","NO",3,1985-03-21,1985,"6.01",218,"RW","Windsor Spitfires",66,37,34,71,1.08,4,16,15,31,0,0,0,5,1,76,1
"Chris Hulit","NO",9,1985-01-15,1985,"6.01",195,"RW","Ottawa 67's",68,31,40,71,1.04,19,7,11,18,0,2,2,4,4,64,1
"Evan Brophey","NO",7,1986-12-03,1986,"6.01",202,"C","Belleville Bulls",63,28,43,71,1.13,4,5,21,26,1,0,1,4,1,55,1
"Luch Aquino","NO",19,1985-01-26,1985,"5.09",201,"RW","Brampton Battalion",65,25,46,71,1.09,10,11,15,26,0,0,0,4,1,80,1
"Stefan Ruzicka","NO",23,1985-02-17,1985,"5.11",205,"RW","Owen Sound Attack",62,37,33,70,1.13,21,10,16,26,0,0,0,7,2,61,1
"Danny Syvret","NO",25,1985-06-13,1985,"6.00",206,"D","London Knights",62,23,46,69,1.11,70,15,22,37,1,2,3,9,0,33,1
"Bryan Little","NO",18,1987-11-12,1987,"5.10",195,"C","Barrie Colts",62,36,32,68,1.1,19,9,8,17,2,0,2,3,0,34,1
"Mark Mancari","NO",25,1985-07-11,1985,"6.03",225,"RW","Ottawa 67's",64,36,32,68,1.06,11,6,13,19,1,0,1,3,3,86,1
"Ryan Garlock","NO",13,1986-04-24,1986,"6.01",202,"C","Windsor Spitfires",68,33,35,68,1,-3,14,18,32,1,0,1,3,0,62,1
"Anthony Stewart","NO",13,1985-01-05,1985,"6.02",228,"RW","Kingston Frontenacs",62,32,35,67,1.08,-3,5,12,17,0,0,0,3,3,70,1
"Rafal Martynowski","NO",9,1984-08-07,1984,"5.09",183,"LW","Sudbury Wolves",68,31,36,67,0.99,17,11,13,24,0,0,0,4,1,65,1
"Benoit Pouliot","NO",67,1986-09-29,1986,"6.03",190,"LW","Sudbury Wolves",67,29,38,67,1,7,8,17,25,0,0,0,5,3,102,1
"Brad Bonello","NO",28,1984-04-15,1984,"5.11",180,"C","Ottawa 67's",58,26,40,66,1.14,17,5,14,19,0,1,1,3,2,120,1
"Julian Talbot","NO",27,1985-03-24,1985,"5.11",178,"C","Ottawa 67's",68,25,41,66,0.97,6,9,14,23,2,1,3,2,2,50,1
"Evan Kotsopoulos","NO",16,1984-03-24,1984,"5.11",180,"LW","Kingston Frontenacs",66,18,47,65,0.98,2,5,11,16,0,1,1,5,0,131,1
"Jamie Tardif","NO",25,1985-01-23,1985,"6.00",210,"RW","Peterborough Petes",66,37,27,64,0.97,0,18,10,28,0,0,0,2,1,84,1
"Jordan Morrison","NO",9,1986-06-06,1986,"6.00",165,"C","Peterborough Petes",67,23,41,64,0.96,2,6,22,28,0,0,0,7,0,51,1
"Ryan O'Marra","NO",22,1987-06-09,1987,"6.02",200,"C","Erie Otters",64,25,38,63,0.98,-4,8,24,32,1,1,2,1,2,60,1
"Jakub Petruzalek","YES",19,1985-04-24,1985,"5.09",172,"LW","Ottawa 67's",59,23,40,63,1.07,10,6,17,23,0,0,0,4,0,64,1
"Hunter Tremblay","NO",17,1986-01-15,1986,"5.11",185,"LW","Barrie Colts",62,30,32,62,1,26,10,6,16,1,0,1,5,1,23,1
"Marek Kvapil","YES",14,1985-01-05,1985,"5.11",187,"RW","Saginaw Spirit",53,25,37,62,1.17,-3,8,13,21,0,0,0,3,0,14,1
"John Vigilante","NO",9,1985-05-24,1985,"6.00",195,"LW","Plymouth Whalers",68,24,38,62,0.91,16,7,19,26,2,1,3,7,2,17,1
"Bryan Rodney","NO",74,1984-04-22,1984,"6.00",204,"D","London Knights",64,23,39,62,0.97,55,4,18,22,0,0,0,4,0,48,1
"Brad Efthimiou","NO",15,1984-10-12,1984,"5.11",175,"RW","Sarnia Sting",55,27,34,61,1.11,-1,9,12,21,2,1,3,4,1,22,1
"Radek Smolenak","YES",10,1986-12-03,1986,"6.03",204,"RW","Kingston Frontenacs",67,32,28,60,0.9,-14,11,7,18,0,0,0,5,0,58,1
