"Name","BD","Pos","Team","GP","SHG","SHA","SHPTS","SHPTS/G","SHPTS%"
"Patrick O'Sullivan",1985-02-01,"C","Mississauga IceDogs",57,6,5,11,0.19,12
"John Mitchell",1985-01-22,"C","Plymouth Whalers",63,5,3,8,0.13,11
"Michael Richards",1985-02-11,"C","Kitchener Rangers",43,5,2,7,0.16,12
"Bobby Ryan",1987-03-17,"RW","Owen Sound Attack",62,4,1,5,0.08,6
"Bobby Hughes",1987-11-11,"C","Kingston Frontenacs",66,1,4,5,0.08,9
"Corey Perry",1985-05-16,"RW","London Knights",60,4,0,4,0.07,3
"Geoff Platt",1985-07-10,"C","Erie Otters",68,3,1,4,0.06,5
"Ryan Callahan",1985-03-21,"RW","Guelph Storm",60,3,1,4,0.07,7
"Brad Richardson",1985-02-04,"C","Owen Sound Attack",68,2,2,4,0.06,4
"Dan Collins",1987-02-26,"RW","Plymouth Whalers",68,2,2,4,0.06,9
"Rob Hisey",1984-09-24,"C","Barrie Colts",66,1,3,4,0.06,5
"Adam Keefe",1984-04-26,"RW","Kitchener Rangers",67,0,4,4,0.06,9
"Chad Painchaud",1986-05-27,"RW","Sarnia Sting",57,3,0,3,0.05,8
"Craig Voakes",1986-01-02,"C","Kitchener Rangers",63,3,0,3,0.05,6
"Kevin Baker",1987-03-27,"C","Sudbury Wolves",63,3,0,3,0.05,8
"Todd Griffith",1985-01-27,"LW","Kingston Frontenacs",68,3,0,3,0.04,5
"Tomas Galasek",1985-09-09,"LW","Erie Otters",58,3,0,3,0.05,17
"Travis Fuller",1986-01-25,"LW","Barrie Colts",68,3,0,3,0.04,5
"Tyler Kennedy",1986-07-15,"C","Sault Ste. Marie Greyhounds",61,3,0,3,0.05,5
"Brad Efthimiou",1984-10-12,"RW","Sarnia Sting",55,2,1,3,0.05,5
"Cody Bass",1987-01-07,"C","Mississauga IceDogs",66,2,1,3,0.05,11
"Daniel Ryder",1987-01-12,"C","Peterborough Petes",68,2,1,3,0.04,4
"Darryl Boyce",1984-07-07,"C","Toronto St. Michael's Majors",67,2,1,3,0.04,6
"John Vigilante",1985-05-24,"LW","Plymouth Whalers",68,2,1,3,0.04,5
"Julian Talbot",1985-03-24,"C","Ottawa 67's",68,2,1,3,0.04,5
"Liam Reddox",1986-01-27,"LW","Peterborough Petes",68,2,1,3,0.04,4
"Brandon Prust",1984-03-16,"LW","London Knights",48,1,2,3,0.06,10
"Chris Petrow",1984-06-05,"D","Kingston Frontenacs",63,1,2,3,0.05,15
"Danny Syvret",1985-06-13,"D","London Knights",62,1,2,3,0.05,4
"Evan McGrath",1986-01-14,"C","Kitchener Rangers",67,1,2,3,0.04,3
"Jeff Carter",1985-01-01,"C","Sault Ste. Marie Greyhounds",55,1,2,3,0.05,4
"Robbie Drummond",1986-02-19,"RW","London Knights",65,0,3,3,0.05,12
"Scott Hotham",1984-07-19,"D","Barrie Colts",62,0,3,3,0.05,6
"Aaron Snow",1988-05-20,"LW","Brampton Battalion",61,2,0,2,0.03,13
"Adam Berti",1986-07-01,"LW","Oshawa Generals",66,2,0,2,0.03,4
"Andre Benoit",1984-01-06,"D","Kitchener Rangers",67,2,0,2,0.03,3
"B.J. Crombeen",1985-07-10,"RW","Barrie Colts",63,2,0,2,0.03,4
"Bobby Chaumont",1984-11-21,"RW","Sudbury Wolves",68,2,0,2,0.03,4
"Bryan Little",1987-11-12,"C","Barrie Colts",62,2,0,2,0.03,3
"Dustin Jeffrey",1988-02-27,"C","Mississauga IceDogs",53,2,0,2,0.04,8
"Jonas Fiedler",1984-05-29,"LW","Plymouth Whalers",61,2,0,2,0.03,5
"Logan Hunter",1984-08-30,"LW","Peterborough Petes",32,2,0,2,0.06,22
"Mike Duco",1987-07-08,"LW","Kitchener Rangers",62,2,0,2,0.03,4
"Nick Van Herpt",1985-10-29,"D","Ottawa 67's",64,2,0,2,0.03,14
"Ryan Oulahen",1985-03-26,"C","Brampton Battalion",64,2,0,2,0.03,3
"Trevor Kell",1986-06-23,"RW","London Knights",63,2,0,2,0.03,6
"Wojtek Wolski",1986-02-24,"LW","Brampton Battalion",67,2,0,2,0.03,3
"Andrew Desjardins",1986-07-27,"C","Sault Ste. Marie Greyhounds",68,1,1,2,0.03,6
"Danny Revelle",1986-02-04,"LW","Kingston Frontenacs",14,1,1,2,0.14,29
"David Bolland",1986-06-05,"RW","London Knights",66,1,1,2,0.03,2
