"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Beckett Sennecke","NO",2006-01-28,"6.04",195,"RW","Oshawa Generals",16,10,12,22,1.38,9,2,4,6,1,1,21
"Sam Dickinson","NO",2006-06-07,"6.03",210,"D","London Knights",18,4,9,13,0.72,11,0,2,2,0,0,12
"Luca Marrelli","NO",2005-10-04,"6.02",185,"D","Oshawa Generals",21,2,11,13,0.62,-4,1,7,8,1,0,4
"Sam O'Reilly","YES",2006-03-30,"6.01",190,"C","London Knights",16,5,7,12,0.75,2,0,0,0,0,1,13
"Zayne Parekh","NO",2006-02-15,"6.00",185,"D","Saginaw Spirit",13,2,9,11,0.85,0,1,1,2,0,0,12
"Ben Danford","NO",2006-02-06,"6.02",200,"D","Oshawa Generals",21,4,6,10,0.48,6,0,0,0,1,0,22
"Luke Ellinas","YES",2006-03-12,"6.01",186,"LW","Kitchener Rangers",10,5,3,8,0.8,-3,1,0,1,1,0,11
"Jacob Therrien","NO",2006-02-08,"5.08",165,"RW","North Bay Battalion",16,3,5,8,0.5,-3,0,1,1,1,0,24
"William Nicholl","YES",2006-05-24,"6.00",184,"C","London Knights",18,1,7,8,0.44,5,1,0,1,0,0,14
"Marek Vanacker","NO",2006-04-12,"6.01",188,"LW","Brantford Bulldogs",6,3,4,7,1.17,-7,0,2,2,1,0,2
"Ethan Procyszyn","NO",2006-07-11,"6.03",192,"C","North Bay Battalion",16,2,4,6,0.38,3,1,1,2,0,0,14
"Cole Beaudoin","NO",2006-04-24,"6.02",211,"C","Barrie Colts",6,2,3,5,0.83,0,0,2,2,0,1,4
"Henry Mews","NO",2006-03-09,"6.01",183,"D","Ottawa 67's",10,2,3,5,0.5,-1,1,1,2,0,0,8
"Lincoln Moore","NO",2005-09-21,"6.02",215,"RW","Saginaw Spirit",11,0,5,5,0.45,5,0,0,0,0,0,4
"Jacob Battaglia","NO",2006-03-17,"6.01",202,"LW","Kingston Frontenacs",5,3,1,4,0.8,-2,2,1,3,0,0,10
"Caden Kelly","NO",2006-01-15,"5.11",198,"RW","Ottawa 67's",8,2,2,4,0.5,-1,0,0,0,0,0,2
"Zackary Sandhu","NO",2005-12-20,"6.02",206,"D","Oshawa Generals",21,1,3,4,0.19,-1,0,0,0,0,0,16
"Jakub Fibigr","YES",2006-07-22,"6.01",195,"D","Mississauga Steelheads",5,0,4,4,0.8,2,0,3,3,0,0,4
"Nathan Villeneuve","NO",2006-04-13,"6.00",195,"C","Sudbury Wolves",9,2,1,3,0.33,-5,0,0,0,0,0,26
"Riley Patterson","YES",2006-03-22,"6.00 ",194,"C","Barrie Colts",6,2,1,3,0.5,-2,1,0,1,0,0,7
"Frankie Marrelli","NO",2006-02-16,"5.11",187,"D","Ottawa 67's",10,1,2,3,0.3,1,0,0,0,0,0,4
"Jared Woolley","YES",2006-02-27,"6.05",215,"D","London Knights",16,1,2,3,0.19,0,0,0,0,1,0,4
"Luke Misa","NO",2005-11-25,"5.10",176,"C","Mississauga Steelheads",5,1,2,3,0.6,0,0,1,1,0,0,2
"Christopher Brown","NO",2006-01-27,"5.11",183,"C","Soo Greyhounds",11,0,3,3,0.27,-2,0,0,0,0,0,2
"Jett Luchanko","NO",2006-08-21,"5.11",191,"C","Guelph Storm",4,0,3,3,0.75,-5,0,3,3,0,0,6
"Justin Bottineau","NO",2006-01-11,"6.00",168,"LW","Kitchener Rangers",10,2,0,2,0.2,-1,0,0,0,1,0,4
"Bode Stewart","NO",2006-02-09,"6.01",190,"LW","Barrie Colts",6,1,1,2,0.33,-1,0,1,1,0,0,0
"Charlie Paquette","NO",2005-12-06,"6.02",207,"RW","Guelph Storm",4,1,1,2,0.5,-3,1,1,2,0,0,6
"Ethan Toms","YES",2006-01-19,"5.11",186,"C","Oshawa Generals",6,1,1,2,0.33,0,0,0,0,0,1,0
"Christopher Thibodeau","NO",2005-10-13,"5.10",170,"RW","Kingston Frontenacs",3,0,2,2,0.67,-1,0,0,0,0,0,0
"Owen Protz","YES",2006-02-07,"6.02",207,"D","Brantford Bulldogs",6,0,2,2,0.33,-6,0,1,1,0,0,6
"Evan Van Gorp","YES",2006-05-18,"5.11",180,"LW","London Knights",18,1,0,1,0.06,-1,0,0,0,0,0,0
"Jack Van Volsen","NO",2006-01-12,"6.02",190,"C","Mississauga Steelheads",5,1,0,1,0.2,-6,0,0,0,0,0,0
"Lucas Rodriguez","YES",2006-04-26,"6.02",192,"D","Oshawa Generals",9,1,0,1,0.11,-2,0,0,0,0,0,2
"Max Dirracolo","YES",2006-06-29,"6.04",216,"LD","Kitchener Rangers",10,1,0,1,0.1,0,0,0,0,0,0,0
"Nathan Aspinall","NO",2006-03-30,"6.07",207,"LW","Flint Firebirds",4,1,0,1,0.25,-5,1,0,1,0,0,0
"Gabriel Frasca","NO",2006-02-18,"6.01",190,"C","Kingston Frontenacs",5,0,1,1,0.2,-3,0,0,0,0,0,0
"Harrison Franssen","YES",2006-05-04,"6.03",206,"C","Oshawa Generals",18,0,1,1,0.06,-3,0,0,0,0,0,0
"Jack Brauti","YES",2006-05-24,"6.00",165,"D","Barrie Colts",6,0,1,1,0.17,1,0,0,0,0,0,4
"Leo Serlin","YES",2006-01-20,"6.00",190,"RW","Guelph Storm",4,0,1,1,0.25,-1,0,0,0,0,0,0
"Mason Zebeski","NO",2005-10-04,"6.02",197,"LW","Mississauga Steelheads",5,0,1,1,0.2,0,0,0,0,0,0,8
"Nicholas Holomego","YES",2006-05-19,"6.05",203,"D","Erie Otters",3,0,1,1,0.33,0,0,0,0,0,0,0
"Ryder Boulton","YES",2006-06-21,"5.10",195,"LW","London Knights",11,0,1,1,0.09,0,0,0,0,0,0,6
"Sam McCue","NO",2005-10-03,"6.02",200,"RW","Owen Sound Attack",4,0,1,1,0.25,0,0,0,0,0,0,9
"Spencer Evans","YES",2006-05-12,"6.01",198,"D","Soo Greyhounds",11,0,1,1,0.09,-2,0,0,0,0,0,16
"Alex Kostov","NO",2006-06-03,"6.04",208,"RW","Flint Firebirds",4,0,0,0,0,-1,0,0,0,0,0,4
"Ben Cormier","NO",2006-07-20,"6.00",180,"C","Owen Sound Attack",4,0,0,0,0,-2,0,0,0,0,0,4
"Brett Hammond","YES",2006-09-08,"6.03",198,"RW","Erie Otters",3,0,0,0,0,-2,0,0,0,0,0,0
"Brodie McConnell-Barker","YES",2006-01-31,"6.00",188,"D","Soo Greyhounds",2,0,0,0,0,2,0,0,0,0,0,0
"Carter Lowe","NO",2006-03-01,"6.03",220,"LW","Barrie Colts",6,0,0,0,0,-3,0,0,0,0,0,0
"Charlie Hilton","YES",2006-09-15,"6.05",219,"LW","Ottawa 67's",1,0,0,0,0,0,0,0,0,0,0,7
"Dylan Richter","YES",2006-07-11,"5.08",185,"C","North Bay Battalion",13,0,0,0,0,-1,0,0,0,0,0,2
"Jakub Chromiak","NO",2005-11-02,"5.11",183,"D","Kingston Frontenacs",3,0,0,0,0,-2,0,0,0,0,0,0
"Jonathon Pylypuik","YES",2006-03-25,"6.00",160,"LW","Oshawa Generals",3,0,0,0,0,-1,0,0,0,0,0,0
"Josh Brady","YES",2006-01-11,"6.01",185,"D","Ottawa 67's",2,0,0,0,0,0,0,0,0,0,0,0
"Kieron Walton","NO",2006-04-22,"6.06",227,"LW","Sudbury Wolves",9,0,0,0,0,3,0,0,0,0,0,0
"Liam Storch","NO",2006-01-20,"5.09",160,"RW","Saginaw Spirit",1,0,0,0,0,0,0,0,0,0,0,0
"Luca Testa","NO",2006-04-10,"6.01",190,"C","Brantford Bulldogs",6,0,0,0,0,-2,0,0,0,0,0,2
"MacGregor Richmond","YES",2006-08-06,"5.09",180,"RW","Mississauga Steelheads",5,0,0,0,0,-1,0,0,0,0,0,0
"Matthew Jenken","NO",2005-10-12,"6.04",202,"D","Flint Firebirds",4,0,0,0,0,-3,0,0,0,0,0,2
