"Name","Rookie","JN","BD","BD_Y","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","SHG","SHA","SHPTS","GWG","ENG","PIM","Active"
"Easton Cowan","NO",7,2005-05-20,2005,"6.00",185,"RW","London Knights",18,10,24,34,1.89,14,2,15,17,1,0,1,0,3,18,1
"Calum Ritchie","NO",21,2005-01-21,2005,"6.03",190,"C","Oshawa Generals",21,8,22,30,1.43,2,2,6,8,0,0,0,1,0,16,1
"Sandis Vilmanis","NO",23,2004-01-23,2004,"6.02",192,"RW","North Bay Battalion",16,10,17,27,1.69,17,1,7,8,1,1,2,4,1,4,1
"Denver Barkey","NO",86,2005-04-27,2005,"5.10",171,"LW","London Knights",18,6,21,27,1.5,10,1,13,14,0,0,0,1,2,16,1
"Kasper Halttunen","NO",12,2005-06-07,2005,"6.03",207,"RW","London Knights",18,17,9,26,1.44,8,8,6,14,0,0,0,5,0,14,1
"Dylan Roobroeck","NO",25,2004-07-27,2004,"6.07",205,"C","Oshawa Generals",21,11,15,26,1.24,2,2,2,4,1,0,1,0,2,28,1
"Dalyn Wakely","NO",14,2004-03-05,2004,"6.01",198,"C","North Bay Battalion",16,13,10,23,1.44,10,1,3,4,1,0,1,2,2,18,1
"Beckett Sennecke","NO",45,2006-01-28,2006,"6.04",195,"RW","Oshawa Generals",16,10,12,22,1.38,9,2,4,6,0,0,0,1,1,21,1
"Max McCue","NO",39,2003-02-10,2003,"6.01",183,"RW","London Knights",18,3,19,22,1.22,21,1,0,1,0,0,0,0,1,20,1
"Owen Van Steensel","NO",16,2004-08-04,2004,"5.10",185,"LW","North Bay Battalion",16,7,13,20,1.25,8,4,2,6,1,0,1,0,1,21,1
"Justin Ertel","NO",9,2003-05-27,2003,"6.02",187,"LW","North Bay Battalion",16,8,11,19,1.19,11,1,3,4,1,1,2,1,1,21,1
"Jacob Julien","NO",13,2004-09-12,2004,"6.04",190,"C","London Knights",18,9,9,18,1,5,5,5,10,0,0,0,1,0,10,1
"Connor Lockhart","NO",73,2003-01-21,2003,"5.09",171,"RW","Oshawa Generals",21,9,9,18,0.86,-5,2,2,4,0,0,0,2,1,22,1
"Rodwin Dionicio","NO",94,2004-03-30,2004,"6.02",205,"D","Saginaw Spirit",17,5,12,17,1,-3,1,4,5,0,0,0,0,0,26,1
"Gavin Hayes","NO",23,2004-05-14,2004,"6.02",178,"RW","Soo Greyhounds",11,7,9,16,1.45,2,3,6,9,0,0,0,2,0,6,1
"Oliver Bonk","NO",59,2005-01-09,2005,"6.02",210,"D","London Knights",18,7,9,16,0.89,16,6,4,10,0,0,0,3,0,8,1
"Filip Mešár","NO",48,2004-01-03,2004,"5.10",168,"C","Kitchener Rangers",10,1,15,16,1.6,-7,0,7,7,0,0,0,0,0,6,1
"Bryce McConnell-Barker","NO",18,2004-06-04,2004,"6.02",188,"C","Soo Greyhounds",11,5,10,15,1.36,1,3,4,7,0,0,0,1,0,17,1
"Ruslan Gazizov","NO",70,2004-01-21,2004,"5.11",185,"RW","London Knights",15,7,7,14,0.93,11,0,1,1,0,0,0,1,1,16,1
"Calem Mangone","NO",7,2004-11-04,2004,"5.09",165,"RW","Saginaw Spirit",17,7,7,14,0.82,1,1,4,5,0,0,0,3,0,6,1
"Ty Nelson","NO",24,2004-03-30,2004,"5.10",206,"D","North Bay Battalion",16,5,9,14,0.88,7,2,2,4,0,0,0,1,0,10,1
"Owen Beck","NO",62,2004-02-03,2004,"6.00",190,"C","Saginaw Spirit",17,4,10,14,0.82,-3,3,2,5,0,1,1,1,0,8,1
"Hunter Haight","NO",37,2004-04-04,2004,"5.11",180,"C","Saginaw Spirit",17,9,4,13,0.76,-3,3,1,4,0,0,0,3,1,10,1
"Luca D'Amato","NO",4,2004-08-18,2004,"5.09",160,"D","Oshawa Generals",21,5,8,13,0.62,2,0,5,5,0,0,0,1,0,12,1
"Sam Dickinson","NO",3,2006-06-07,2006,"6.03",210,"D","London Knights",18,4,9,13,0.72,11,0,2,2,0,0,0,0,0,12,1
